date_obj,Brown%20apron price
2019-08-26,38
2019-08-26,38
2019-08-27,37
2019-08-27,37
2019-08-28,38
2019-08-29,40
2019-08-30,40
2019-08-31,42
2019-09-01,45
2019-09-02,46
2019-09-03,49
2019-09-04,52
2019-09-05,54
2019-09-06,55
2019-09-07,56
2019-09-08,58
2019-09-09,60
2019-09-10,62
2019-09-11,65
2019-09-12,68
2019-09-13,72
2019-09-14,76
2019-09-15,80
2019-09-16,84
2019-09-17,89
2019-09-18,94
2019-09-19,99
2019-09-20,103
2019-09-21,108
2019-09-22,111
2019-09-23,115
2019-09-24,116
2019-09-25,116
2019-09-26,115
2019-09-27,109
2019-09-28,103
2019-09-29,99
2019-09-30,97
2019-10-01,95
2019-10-02,96
2019-10-03,96
2019-10-04,96
2019-10-05,95
2019-10-06,94
2019-10-07,93
2019-10-08,93
2019-10-09,91
2019-10-10,91
2019-10-11,92
2019-10-12,91
2019-10-13,92
2019-10-14,93
2019-10-15,92
2019-10-16,92
2019-10-17,92
2019-10-18,93
2019-10-19,94
2019-10-20,91
2019-10-21,86
2019-10-22,81
2019-10-23,76
2019-10-24,72
2019-10-25,72
2019-10-26,72
2019-10-27,72
2019-10-28,70
2019-10-29,72
2019-10-30,74
2019-10-31,75
2019-11-01,74
2019-11-02,75
2019-11-03,76
2019-11-04,72
2019-11-05,72
2019-11-06,72
2019-11-07,71
2019-11-08,73
2019-11-09,76
2019-11-10,79
2019-11-11,81
2019-11-12,84
2019-11-13,84
2019-11-14,86
2019-11-15,87
2019-11-16,82
2019-11-17,77
2019-11-18,78
2019-11-19,81
2019-11-20,83
2019-11-21,78
2019-11-22,74
2019-11-23,70
2019-11-24,69
2019-11-25,69
2019-11-26,71
2019-11-27,74
2019-11-28,76
2019-11-29,77
2019-11-30,76
2019-12-01,72
2019-12-02,74
2019-12-03,78
2019-12-04,80
2019-12-05,80
2019-12-06,82
2019-12-07,84
2019-12-08,84
2019-12-09,81
2019-12-10,79
2019-12-11,76
2019-12-12,78
2019-12-13,75
2019-12-14,71
2019-12-15,74
2019-12-16,74
2019-12-17,70
2019-12-18,66
2019-12-19,63
2019-12-20,62
2019-12-21,63
2019-12-22,63
2019-12-23,61
2019-12-24,63
2019-12-25,66
2019-12-26,70
2019-12-27,72
2019-12-28,71
2019-12-29,72
2019-12-30,72
2019-12-31,74
2020-01-01,76
2020-01-02,77
2020-01-03,77
2020-01-04,78
2020-01-05,79
2020-01-06,80
2020-01-07,80
2020-01-08,82
2020-01-09,84
2020-01-10,84
2020-01-11,79
2020-01-12,75
2020-01-13,74
2020-01-14,76
2020-01-15,78
2020-01-16,79
2020-01-17,76
2020-01-18,72
2020-01-19,70
2020-01-20,66
2020-01-21,64
2020-01-22,64
2020-01-23,65
2020-01-24,65
2020-01-25,64
2020-01-26,63
2020-01-27,66
2020-01-28,69
2020-01-29,71
2020-01-30,73
2020-01-31,73
2020-02-01,75
2020-02-02,76
2020-02-03,78
2020-02-04,79
2020-02-05,79
2020-02-06,79
2020-02-07,77
2020-02-08,78
2020-02-09,80
2020-02-10,81
2020-02-11,82
2020-02-12,81
2020-02-13,80
2020-02-14,82
2020-02-15,80
2020-02-16,77
2020-02-17,75
2020-02-18,75
2020-02-19,76
2020-02-20,74
2020-02-21,75
2020-02-22,77
2020-02-23,79
2020-02-24,81
2020-02-25,80
2020-02-26,81
2020-02-27,83
2020-02-28,82
2020-02-29,87
2020-03-01,92
2020-03-02,94
2020-03-03,98
2020-03-04,100
2020-03-05,102
2020-03-06,108
2020-03-07,113
2020-03-08,114
2020-03-09,117
2020-03-10,117
2020-03-11,119
2020-03-12,121
2020-03-13,124
2020-03-14,128
2020-03-15,134
2020-03-16,139
2020-03-17,146
2020-03-18,153
2020-03-19,152
2020-03-20,160
2020-03-21,168
2020-03-22,177
2020-03-23,185
2020-03-24,194
2020-03-25,202
2020-03-26,211
2020-03-27,221
2020-03-28,225
2020-03-29,231
2020-03-30,233
2020-03-31,244
2020-04-01,250
2020-04-02,258
2020-04-03,259
2020-04-04,260
2020-04-05,262
2020-04-06,270
2020-04-07,272
2020-04-08,275
2020-04-09,273
2020-04-10,278
2020-04-11,283
2020-04-12,285
2020-04-13,286
2020-04-14,291
2020-04-15,300
2020-04-16,309
2020-04-17,303
2020-04-18,309
2020-04-19,309
2020-04-20,309
2020-04-21,310
2020-04-22,296
2020-04-23,281
2020-04-24,266
2020-04-25,252
2020-04-26,243
2020-04-27,236
2020-04-28,229
2020-04-29,217
2020-04-30,206
2020-05-01,195
2020-05-02,191
2020-05-03,181
2020-05-04,171
2020-05-05,162
2020-05-06,153
2020-05-07,145
2020-05-08,137
2020-05-09,130
2020-05-10,123
2020-05-11,116
2020-05-12,110
2020-05-13,104
