date_obj,Iron%20plateskirt price
2019-08-29,45
2019-08-30,43
2019-08-31,43
2019-09-01,40
2019-09-02,40
2019-09-03,38
2019-09-04,36
2019-09-05,36
2019-09-06,35
2019-09-07,34
2019-09-08,35
2019-09-09,35
2019-09-10,35
2019-09-11,36
2019-09-12,36
2019-09-13,37
2019-09-14,39
2019-09-15,39
2019-09-16,41
2019-09-17,41
2019-09-18,41
2019-09-19,41
2019-09-20,39
2019-09-21,38
2019-09-22,38
2019-09-23,38
2019-09-24,38
2019-09-25,36
2019-09-26,37
2019-09-27,37
2019-09-28,37
2019-09-29,37
2019-09-30,38
2019-10-01,39
2019-10-02,39
2019-10-03,40
2019-10-04,40
2019-10-05,39
2019-10-06,39
2019-10-07,39
2019-10-08,38
2019-10-09,38
2019-10-10,38
2019-10-11,38
2019-10-12,38
2019-10-13,39
2019-10-14,38
2019-10-15,38
2019-10-16,40
2019-10-17,40
2019-10-18,41
2019-10-19,43
2019-10-20,43
2019-10-21,45
2019-10-22,45
2019-10-23,46
2019-10-24,46
2019-10-25,44
2019-10-26,42
2019-10-27,42
2019-10-28,43
2019-10-29,43
2019-10-30,42
2019-10-31,41
2019-11-01,41
2019-11-02,41
2019-11-03,40
2019-11-04,41
2019-11-05,41
2019-11-06,42
2019-11-07,42
2019-11-08,40
2019-11-09,41
2019-11-10,42
2019-11-11,43
2019-11-12,43
2019-11-13,42
2019-11-14,42
2019-11-15,43
2019-11-16,42
2019-11-17,42
2019-11-18,41
2019-11-19,41
2019-11-20,39
2019-11-21,39
2019-11-22,37
2019-11-23,36
2019-11-24,36
2019-11-25,36
2019-11-26,36
2019-11-27,36
2019-11-28,35
2019-11-29,35
2019-11-30,35
2019-12-01,35
2019-12-02,36
2019-12-03,37
2019-12-04,37
2019-12-05,38
2019-12-06,38
2019-12-07,38
2019-12-08,38
2019-12-09,38
2019-12-10,37
2019-12-11,37
2019-12-12,36
2019-12-13,36
2019-12-14,35
2019-12-15,33
2019-12-16,33
2019-12-17,32
2019-12-18,32
2019-12-19,32
2019-12-20,32
2019-12-21,31
2019-12-22,31
2019-12-23,31
2019-12-24,31
2019-12-25,32
2019-12-26,32
2019-12-27,32
2019-12-28,32
2019-12-29,32
2019-12-30,31
2019-12-31,31
2020-01-01,31
2020-01-02,30
2020-01-03,30
2020-01-04,30
2020-01-05,29
2020-01-06,29
2020-01-07,29
2020-01-08,29
2020-01-09,30
2020-01-10,29
2020-01-11,29
2020-01-12,29
2020-01-13,29
2020-01-14,29
2020-01-15,30
2020-01-16,29
2020-01-17,29
2020-01-18,29
2020-01-19,28
2020-01-20,27
2020-01-21,27
2020-01-22,28
2020-01-23,28
2020-01-24,30
2020-01-25,30
2020-01-26,29
2020-01-27,31
2020-01-28,31
2020-01-29,33
2020-01-30,35
2020-01-31,35
2020-02-01,36
2020-02-02,35
2020-02-03,35
2020-02-04,34
2020-02-05,36
2020-02-06,37
2020-02-07,37
2020-02-08,38
2020-02-09,40
2020-02-10,41
2020-02-11,41
2020-02-12,44
2020-02-13,44
2020-02-14,46
2020-02-15,46
2020-02-16,48
2020-02-17,50
2020-02-18,52
2020-02-19,52
2020-02-20,52
2020-02-21,52
2020-02-22,54
2020-02-23,55
2020-02-24,57
2020-02-25,57
2020-02-26,59
2020-02-27,61
2020-02-28,63
2020-02-29,63
2020-03-01,67
2020-03-02,67
2020-03-03,71
2020-03-04,71
2020-03-05,70
2020-03-06,66
2020-03-07,66
2020-03-08,66
2020-03-09,69
2020-03-10,72
2020-03-11,72
2020-03-12,72
2020-03-13,69
2020-03-14,65
2020-03-15,61
2020-03-16,57
2020-03-17,54
2020-03-18,51
2020-03-19,50
2020-03-20,50
2020-03-21,49
2020-03-22,50
2020-03-23,49
2020-03-24,49
2020-03-25,48
2020-03-26,50
2020-03-27,52
2020-03-28,52
2020-03-29,54
2020-03-30,55
2020-03-31,54
2020-04-01,55
2020-04-02,53
2020-04-03,53
2020-04-04,52
2020-04-05,52
2020-04-06,51
2020-04-07,49
2020-04-08,47
2020-04-09,45
2020-04-10,45
2020-04-11,43
2020-04-12,41
2020-04-13,40
2020-04-14,40
2020-04-15,39
2020-04-16,39
2020-04-17,39
2020-04-18,40
2020-04-19,40
2020-04-20,40
2020-04-21,40
2020-04-22,39
2020-04-23,38
2020-04-24,39
2020-04-25,39
2020-04-26,39
2020-04-27,39
2020-04-28,39
2020-04-29,38
2020-04-30,38
2020-05-01,38
2020-05-02,37
2020-05-03,36
2020-05-04,36
2020-05-05,36
2020-05-06,35
2020-05-07,35
2020-05-08,34
2020-05-09,32
2020-05-10,32
2020-05-11,31
2020-05-12,32
2020-05-13,32
