date_obj,Fremennik%20purple%20cloak price
2019-06-10,214
2019-06-11,214
2019-06-12,219
2019-06-13,219
2019-06-14,215
2019-06-15,215
2019-06-16,225
2019-06-17,225
2019-06-18,225
2019-06-19,237
2019-06-20,237
2019-06-21,237
2019-06-22,235
2019-06-23,235
2019-06-24,235
2019-06-25,224
2019-06-26,224
2019-06-27,230
2019-06-28,230
2019-06-29,230
2019-06-30,232
2019-07-01,232
2019-07-02,232
2019-07-03,238
2019-07-04,238
2019-07-05,238
2019-07-06,239
2019-07-07,239
2019-07-08,239
2019-07-09,236
2019-07-10,236
2019-07-11,236
2019-07-12,228
2019-07-13,228
2019-07-14,218
2019-07-15,218
2019-07-16,218
2019-07-17,208
2019-07-18,208
2019-07-19,197
2019-07-20,197
2019-07-21,187
2019-07-22,187
2019-07-23,178
2019-07-24,178
2019-07-25,170
2019-07-26,170
2019-07-27,162
2019-07-28,162
2019-07-29,158
2019-07-30,158
2019-07-31,162
2019-08-01,162
2019-08-02,162
2019-08-03,166
2019-08-04,166
2019-08-05,166
2019-08-06,175
2019-08-07,175
2019-08-08,184
2019-08-09,184
2019-08-10,184
2019-08-11,194
2019-08-12,194
2019-08-13,202
2019-08-14,202
2019-08-15,202
2019-08-16,213
2019-08-17,213
2019-08-18,213
2019-08-19,221
2019-08-20,221
2019-08-21,221
2019-08-22,216
2019-08-23,216
2019-08-24,216
2019-08-24,216
2019-08-25,209
2019-08-25,209
2019-08-26,209
2019-08-26,209
2019-08-27,209
2019-08-27,209
2019-08-28,201
2019-08-29,201
2019-08-30,205
2019-08-31,205
2019-09-01,195
2019-09-02,195
2019-09-03,195
2019-09-04,199
2019-09-05,199
2019-09-06,199
2019-09-07,199
2019-09-08,198
2019-09-09,198
2019-09-10,198
2019-09-11,203
2019-09-12,203
2019-09-13,203
2019-09-14,203
2019-09-15,206
2019-09-16,206
2019-09-17,206
2019-09-18,214
2019-09-19,214
2019-09-20,214
2019-09-21,214
2019-09-22,225
2019-09-23,225
2019-09-24,225
2019-09-25,225
2019-09-26,231
2019-09-27,231
2019-09-28,231
2019-09-29,231
2019-09-30,233
2019-10-01,233
2019-10-02,233
2019-10-03,233
2019-10-04,236
2019-10-05,236
2019-10-06,236
2019-10-07,236
2019-10-08,242
2019-10-09,242
2019-10-10,242
2019-10-11,242
2019-10-12,240
2019-10-13,240
2019-10-14,250
2019-10-15,250
2019-10-16,250
2019-10-17,250
2019-10-18,252
2019-10-19,252
2019-10-20,252
2019-10-21,262
2019-10-22,262
2019-10-23,262
2019-10-24,262
2019-10-25,250
2019-10-26,250
2019-10-27,250
2019-10-28,239
2019-10-29,239
2019-10-30,239
2019-10-31,239
2019-11-01,232
2019-11-02,232
2019-11-03,221
2019-11-04,221
2019-11-05,221
2019-11-06,211
2019-11-07,211
2019-11-08,202
2019-11-09,202
2019-11-10,203
2019-11-11,203
2019-11-12,203
2019-11-13,213
2019-11-14,213
2019-11-15,213
2019-11-16,214
2019-11-17,214
2019-11-18,214
2019-11-19,214
2019-11-20,203
2019-11-21,203
2019-11-22,203
2019-11-23,203
2019-11-24,195
2019-11-25,195
2019-11-26,195
2019-11-27,186
2019-11-28,186
2019-11-29,186
2019-11-30,184
2019-12-01,184
2019-12-02,184
2019-12-03,175
2019-12-04,175
2019-12-05,175
2019-12-06,167
2019-12-07,167
2019-12-08,167
2019-12-09,167
2019-12-10,167
2019-12-11,167
2019-12-12,167
2019-12-13,167
2019-12-14,167
2019-12-15,167
2019-12-16,176
2019-12-17,176
2019-12-18,176
2019-12-19,176
2019-12-20,176
2019-12-21,176
2019-12-22,176
2019-12-23,176
2019-12-24,176
2019-12-25,182
2019-12-26,182
2019-12-27,182
2019-12-28,182
2019-12-29,184
2019-12-30,184
2019-12-31,184
2020-01-01,184
2020-01-02,182
2020-01-03,182
2020-01-04,182
2020-01-05,173
2020-01-06,173
2020-01-07,173
2020-01-08,169
2020-01-09,169
2020-01-10,169
2020-01-11,165
2020-01-12,165
2020-01-13,165
2020-01-14,165
2020-01-15,164
2020-01-16,164
2020-01-17,164
2020-01-18,159
2020-01-19,159
2020-01-20,162
2020-01-21,162
2020-01-22,162
2020-01-23,163
2020-01-24,163
2020-01-25,163
2020-01-26,156
2020-01-27,156
2020-01-28,156
2020-01-29,156
2020-01-30,156
2020-01-31,156
2020-02-01,152
2020-02-02,152
2020-02-03,152
2020-02-04,145
2020-02-05,145
2020-02-06,138
2020-02-07,138
2020-02-08,138
2020-02-09,132
2020-02-10,132
2020-02-11,126
2020-02-12,126
2020-02-13,126
2020-02-14,126
2020-02-15,126
2020-02-16,126
2020-02-17,127
2020-02-18,127
2020-02-19,127
2020-02-20,121
2020-02-21,121
2020-02-22,121
2020-02-23,119
2020-02-24,119
2020-02-25,119
2020-02-26,116
2020-02-27,116
2020-02-28,116
2020-02-29,116
2020-03-01,115
2020-03-02,115
2020-03-03,115
2020-03-04,115
2020-03-05,110
2020-03-06,110
2020-03-07,110
2020-03-08,108
2020-03-09,108
2020-03-10,109
2020-03-11,109
2020-03-12,109
2020-03-13,108
2020-03-14,108
2020-03-15,108
2020-03-16,105
2020-03-17,105
2020-03-18,105
2020-03-19,99
2020-03-20,99
2020-03-21,95
2020-03-22,95
2020-03-23,97
2020-03-24,97
2020-03-25,95
2020-03-26,95
2020-03-27,100
2020-03-28,100
2020-03-29,100
2020-03-30,100
2020-03-31,101
2020-04-01,101
2020-04-02,99
2020-04-03,99
2020-04-04,97
2020-04-05,97
2020-04-06,93
2020-04-07,93
2020-04-08,90
2020-04-09,90
2020-04-10,86
2020-04-11,82
2020-04-12,82
2020-04-13,83
2020-04-14,83
2020-04-15,85
2020-04-16,85
2020-04-17,81
2020-04-18,77
2020-04-19,78
2020-04-20,78
2020-04-21,77
2020-04-22,75
2020-04-23,75
2020-04-24,73
2020-04-25,73
2020-04-26,69
2020-04-27,66
2020-04-28,66
2020-04-29,64
2020-04-30,64
2020-05-01,62
2020-05-02,62
2020-05-03,62
2020-05-04,62
2020-05-05,63
2020-05-06,64
2020-05-07,64
2020-05-08,65
2020-05-09,65
2020-05-10,65
2020-05-11,65
2020-05-12,62
2020-05-13,62
