date_obj,Bronze%20pickaxe price
2019-08-25,116
2019-08-26,117
2019-08-26,117
2019-08-27,119
2019-08-27,119
2019-08-28,120
2019-08-29,119
2019-08-30,121
2019-08-31,124
2019-09-01,119
2019-09-02,118
2019-09-03,118
2019-09-04,118
2019-09-05,114
2019-09-06,114
2019-09-07,116
2019-09-08,118
2019-09-09,122
2019-09-10,128
2019-09-11,133
2019-09-12,136
2019-09-13,137
2019-09-14,135
2019-09-15,139
2019-09-16,136
2019-09-17,131
2019-09-18,124
2019-09-19,118
2019-09-20,115
2019-09-21,112
2019-09-22,109
2019-09-23,103
2019-09-24,97
2019-09-25,95
2019-09-26,95
2019-09-27,97
2019-09-28,98
2019-09-29,97
2019-09-30,98
2019-10-01,97
2019-10-02,92
2019-10-03,89
2019-10-04,89
2019-10-05,88
2019-10-06,91
2019-10-07,92
2019-10-08,95
2019-10-09,99
2019-10-10,102
2019-10-11,104
2019-10-12,98
2019-10-13,93
2019-10-14,91
2019-10-15,90
2019-10-16,94
2019-10-17,96
2019-10-18,100
2019-10-19,105
2019-10-20,110
2019-10-21,115
2019-10-22,120
2019-10-23,122
2019-10-24,123
2019-10-25,122
2019-10-26,121
2019-10-27,118
2019-10-28,121
2019-10-29,122
2019-10-30,124
2019-10-31,126
2019-11-01,125
2019-11-02,124
2019-11-03,122
2019-11-04,119
2019-11-05,117
2019-11-06,112
2019-11-07,106
2019-11-08,100
2019-11-09,95
2019-11-10,90
2019-11-11,87
2019-11-12,85
2019-11-13,84
2019-11-14,84
2019-11-15,83
2019-11-16,82
2019-11-17,80
2019-11-18,81
2019-11-19,80
2019-11-20,80
2019-11-21,81
2019-11-22,82
2019-11-23,82
2019-11-24,83
2019-11-25,84
2019-11-26,86
2019-11-27,91
2019-11-28,96
2019-11-29,101
2019-11-30,97
2019-12-01,92
2019-12-02,87
2019-12-03,82
2019-12-04,79
2019-12-05,79
2019-12-06,82
2019-12-07,87
2019-12-08,92
2019-12-09,96
2019-12-10,97
2019-12-11,101
2019-12-12,101
2019-12-13,97
2019-12-14,92
2019-12-15,87
2019-12-16,85
2019-12-17,84
2019-12-18,83
2019-12-19,84
2019-12-20,87
2019-12-21,91
2019-12-22,94
2019-12-23,95
2019-12-24,96
2019-12-25,96
2019-12-26,96
2019-12-27,96
2019-12-28,93
2019-12-29,93
2019-12-30,93
2019-12-31,93
2020-01-01,91
2020-01-02,89
2020-01-03,89
2020-01-04,93
2020-01-05,94
2020-01-06,91
2020-01-07,86
2020-01-08,81
2020-01-09,78
2020-01-10,75
2020-01-11,73
2020-01-12,72
2020-01-13,73
2020-01-14,76
2020-01-15,78
2020-01-16,81
2020-01-17,83
2020-01-18,83
2020-01-19,85
2020-01-20,87
2020-01-21,90
2020-01-22,95
2020-01-23,100
2020-01-24,102
2020-01-25,98
2020-01-26,93
2020-01-27,88
2020-01-28,86
2020-01-29,86
2020-01-30,86
2020-01-31,85
2020-02-01,84
2020-02-02,85
2020-02-03,84
2020-02-04,85
2020-02-05,85
2020-02-06,85
2020-02-07,85
2020-02-08,84
2020-02-09,83
2020-02-10,82
2020-02-11,82
2020-02-12,81
2020-02-13,80
2020-02-14,81
2020-02-15,84
2020-02-16,85
2020-02-17,83
2020-02-18,85
2020-02-19,85
2020-02-20,85
2020-02-21,85
2020-02-22,86
2020-02-23,86
2020-02-24,86
2020-02-25,86
2020-02-26,91
2020-02-27,96
2020-02-28,98
2020-02-29,97
2020-03-01,97
2020-03-02,93
2020-03-03,88
2020-03-04,86
2020-03-05,84
2020-03-06,82
2020-03-07,81
2020-03-08,83
2020-03-09,86
2020-03-10,89
2020-03-11,87
2020-03-12,87
2020-03-13,87
2020-03-14,86
2020-03-15,85
2020-03-16,84
2020-03-17,82
2020-03-18,80
2020-03-19,80
2020-03-20,81
2020-03-21,81
2020-03-22,80
2020-03-23,77
2020-03-24,78
2020-03-25,78
2020-03-26,80
2020-03-27,81
2020-03-28,82
2020-03-29,85
2020-03-30,88
2020-03-31,93
2020-04-01,94
2020-04-02,97
2020-04-03,93
2020-04-04,91
2020-04-05,93
2020-04-06,95
2020-04-07,97
2020-04-08,96
2020-04-09,93
2020-04-10,89
2020-04-11,93
2020-04-12,95
2020-04-13,92
2020-04-14,93
2020-04-15,93
2020-04-16,95
2020-04-17,98
2020-04-18,100
2020-04-19,100
2020-04-20,98
2020-04-21,97
2020-04-22,99
2020-04-23,99
2020-04-24,96
2020-04-25,91
2020-04-26,89
2020-04-27,87
2020-04-28,85
2020-04-29,84
2020-04-30,83
2020-05-01,81
2020-05-02,81
2020-05-03,79
2020-05-04,78
2020-05-05,74
2020-05-06,75
2020-05-07,77
2020-05-08,79
2020-05-09,77
2020-05-10,77
2020-05-11,77
2020-05-12,73
2020-05-13,73
