date_obj,Red%20firelighter price
2019-09-06,70
2019-09-07,71
2019-09-08,72
2019-09-09,74
2019-09-10,73
2019-09-11,75
2019-09-12,75
2019-09-13,75
2019-09-14,74
2019-09-15,71
2019-09-16,70
2019-09-17,69
2019-09-18,69
2019-09-19,68
2019-09-20,64
2019-09-21,65
2019-09-22,67
2019-09-23,69
2019-09-24,70
2019-09-25,72
2019-09-26,71
2019-09-27,69
2019-09-28,70
2019-09-29,66
2019-09-30,65
2019-10-01,67
2019-10-02,68
2019-10-03,70
2019-10-04,68
2019-10-05,70
2019-10-06,71
2019-10-07,70
2019-10-08,71
2019-10-09,72
2019-10-10,75
2019-10-11,76
2019-10-12,77
2019-10-13,81
2019-10-14,86
2019-10-15,90
2019-10-16,94
2019-10-17,93
2019-10-18,93
2019-10-19,96
2019-10-20,98
2019-10-21,99
2019-10-22,102
2019-10-23,101
2019-10-24,96
2019-10-25,93
2019-10-26,88
2019-10-27,84
2019-10-28,84
2019-10-29,86
2019-10-30,88
2019-10-31,90
2019-11-01,93
2019-11-02,94
2019-11-03,96
2019-11-04,98
2019-11-05,94
2019-11-06,91
2019-11-07,88
2019-11-08,87
2019-11-09,85
2019-11-10,84
2019-11-11,83
2019-11-12,79
2019-11-13,75
2019-11-14,71
2019-11-15,74
2019-11-16,77
2019-11-17,81
2019-11-18,86
2019-11-19,91
2019-11-20,96
2019-11-21,101
2019-11-22,107
2019-11-23,113
2019-11-24,118
2019-11-25,124
2019-11-26,131
2019-11-27,131
2019-11-28,131
2019-11-29,136
2019-11-30,129
2019-12-01,132
2019-12-02,137
2019-12-03,139
2019-12-04,141
2019-12-05,144
2019-12-06,141
2019-12-07,134
2019-12-08,127
2019-12-09,120
2019-12-10,118
2019-12-11,117
2019-12-12,118
2019-12-13,117
2019-12-14,116
2019-12-15,110
2019-12-16,105
2019-12-17,103
2019-12-18,102
2019-12-19,102
2019-12-20,101
2019-12-21,98
2019-12-22,94
2019-12-23,89
2019-12-24,85
2019-12-25,84
2019-12-26,81
2019-12-27,80
2019-12-28,79
2019-12-29,80
2019-12-30,82
2019-12-31,85
2020-01-01,84
2020-01-02,88
2020-01-03,92
2020-01-04,95
2020-01-05,96
2020-01-06,95
2020-01-07,94
2020-01-08,99
2020-01-09,103
2020-01-10,107
2020-01-11,104
2020-01-12,107
2020-01-13,103
2020-01-14,105
2020-01-15,109
2020-01-16,108
2020-01-17,102
2020-01-18,98
2020-01-19,97
2020-01-20,97
2020-01-21,95
2020-01-22,92
2020-01-23,90
2020-01-24,90
2020-01-25,90
2020-01-26,89
2020-01-27,90
2020-01-28,89
2020-01-29,86
2020-01-30,81
2020-01-31,76
2020-02-01,72
2020-02-02,68
2020-02-03,65
2020-02-04,61
2020-02-05,57
2020-02-06,54
2020-02-07,51
2020-02-08,48
2020-02-09,45
2020-02-10,43
2020-02-11,40
2020-02-12,38
2020-02-13,37
2020-02-14,35
2020-02-15,34
2020-02-16,34
2020-02-17,32
2020-02-18,31
2020-02-19,31
2020-02-20,31
2020-02-21,30
2020-02-22,29
2020-02-23,28
2020-02-24,27
2020-02-25,25
2020-02-26,24
2020-02-27,23
2020-02-28,22
2020-02-29,20
2020-03-01,19
2020-03-02,18
2020-03-03,18
2020-03-04,18
2020-03-05,18
2020-03-06,19
2020-03-07,20
2020-03-08,20
2020-03-09,20
2020-03-10,20
2020-03-11,20
2020-03-12,19
2020-03-13,19
2020-03-14,19
2020-03-15,20
2020-03-16,20
2020-03-17,20
2020-03-18,20
2020-03-19,20
2020-03-20,20
2020-03-21,20
2020-03-22,20
2020-03-23,20
2020-03-24,20
2020-03-25,20
2020-03-26,20
2020-03-27,20
2020-03-28,19
2020-03-29,18
2020-03-30,18
2020-03-31,18
2020-04-01,18
2020-04-02,17
2020-04-03,17
2020-04-04,16
2020-04-05,15
2020-04-06,15
2020-04-07,16
2020-04-08,16
2020-04-09,16
2020-04-10,16
2020-04-11,16
2020-04-12,16
2020-04-13,16
2020-04-14,16
2020-04-15,16
2020-04-16,16
2020-04-17,16
2020-04-18,16
2020-04-19,16
2020-04-20,16
2020-04-21,16
2020-04-22,16
2020-04-23,16
2020-04-24,16
2020-04-25,17
2020-04-26,17
2020-04-27,17
2020-04-28,17
2020-04-29,18
2020-04-30,18
2020-05-01,17
2020-05-02,17
2020-05-03,18
2020-05-04,18
2020-05-05,18
2020-05-06,18
2020-05-07,18
2020-05-08,18
2020-05-09,18
2020-05-10,18
2020-05-11,18
2020-05-12,18
2020-05-13,18
