date_obj,Harralander%20seed price
2019-08-24,18
2019-08-25,18
2019-08-25,18
2019-08-26,17
2019-08-26,17
2019-08-27,17
2019-08-27,17
2019-08-28,17
2019-08-29,17
2019-08-30,17
2019-08-31,17
2019-09-01,18
2019-09-02,18
2019-09-03,18
2019-09-04,18
2019-09-05,18
2019-09-06,19
2019-09-07,19
2019-09-08,19
2019-09-09,20
2019-09-10,21
2019-09-11,22
2019-09-12,23
2019-09-13,23
2019-09-14,23
2019-09-15,24
2019-09-16,25
2019-09-17,26
2019-09-18,25
2019-09-19,25
2019-09-20,26
2019-09-21,24
2019-09-22,23
2019-09-23,23
2019-09-24,23
2019-09-25,24
2019-09-26,24
2019-09-27,24
2019-09-28,24
2019-09-29,25
2019-09-30,25
2019-10-01,25
2019-10-02,26
2019-10-03,26
2019-10-04,25
2019-10-05,26
2019-10-06,26
2019-10-07,27
2019-10-08,28
2019-10-09,28
2019-10-10,28
2019-10-11,26
2019-10-12,26
2019-10-13,26
2019-10-14,26
2019-10-15,27
2019-10-16,27
2019-10-17,26
2019-10-18,25
2019-10-19,24
2019-10-20,23
2019-10-21,22
2019-10-22,22
2019-10-23,22
2019-10-24,21
2019-10-25,20
2019-10-26,20
2019-10-27,19
2019-10-28,19
2019-10-29,19
2019-10-30,19
2019-10-31,19
2019-11-01,19
2019-11-02,18
2019-11-03,18
2019-11-04,19
2019-11-05,19
2019-11-06,19
2019-11-07,19
2019-11-08,19
2019-11-09,19
2019-11-10,19
2019-11-11,19
2019-11-12,19
2019-11-13,19
2019-11-14,19
2019-11-15,19
2019-11-16,19
2019-11-17,19
2019-11-18,19
2019-11-19,19
2019-11-20,18
2019-11-21,18
2019-11-22,18
2019-11-23,19
2019-11-24,19
2019-11-25,19
2019-11-26,19
2019-11-27,19
2019-11-28,20
2019-11-29,20
2019-11-30,20
2019-12-01,20
2019-12-02,20
2019-12-03,20
2019-12-04,19
2019-12-05,18
2019-12-06,18
2019-12-07,18
2019-12-08,19
2019-12-09,19
2019-12-10,20
2019-12-11,20
2019-12-12,20
2019-12-13,20
2019-12-14,20
2019-12-15,20
2019-12-16,20
2019-12-17,20
2019-12-18,20
2019-12-19,20
2019-12-20,20
2019-12-21,20
2019-12-22,20
2019-12-23,20
2019-12-24,20
2019-12-25,21
2019-12-26,21
2019-12-27,22
2019-12-28,23
2019-12-29,23
2019-12-30,24
2019-12-31,24
2020-01-01,25
2020-01-02,25
2020-01-03,25
2020-01-04,25
2020-01-05,26
2020-01-06,27
2020-01-07,28
2020-01-08,30
2020-01-09,32
2020-01-10,34
2020-01-11,33
2020-01-12,31
2020-01-13,30
2020-01-14,28
2020-01-15,27
2020-01-16,26
2020-01-17,25
2020-01-18,25
2020-01-19,24
2020-01-20,24
2020-01-21,24
2020-01-22,25
2020-01-23,26
2020-01-24,26
2020-01-25,26
2020-01-26,26
2020-01-27,26
2020-01-28,27
2020-01-29,27
2020-01-30,27
2020-01-31,27
2020-02-01,28
2020-02-02,28
2020-02-03,27
2020-02-04,27
2020-02-05,27
2020-02-06,27
2020-02-07,26
2020-02-08,26
2020-02-09,27
2020-02-10,28
2020-02-11,28
2020-02-12,30
2020-02-13,32
2020-02-14,34
2020-02-15,35
2020-02-16,36
2020-02-17,37
2020-02-18,37
2020-02-19,37
2020-02-20,39
2020-02-21,41
2020-02-22,43
2020-02-23,44
2020-02-24,43
2020-02-25,43
2020-02-26,44
2020-02-27,43
2020-02-28,43
2020-02-29,43
2020-03-01,42
2020-03-02,41
2020-03-03,40
2020-03-04,40
2020-03-05,40
2020-03-06,39
2020-03-07,38
2020-03-08,38
2020-03-09,38
2020-03-10,38
2020-03-11,38
2020-03-12,37
2020-03-13,35
2020-03-14,34
2020-03-15,34
2020-03-16,33
2020-03-17,32
2020-03-18,30
2020-03-19,30
2020-03-20,29
2020-03-21,29
2020-03-22,28
2020-03-23,27
2020-03-24,27
2020-03-25,26
2020-03-26,25
2020-03-27,26
2020-03-28,27
2020-03-29,28
2020-03-30,28
2020-03-31,28
2020-04-01,27
2020-04-02,27
2020-04-03,26
2020-04-04,27
2020-04-05,28
2020-04-06,28
2020-04-07,26
2020-04-08,26
2020-04-09,25
2020-04-10,24
2020-04-11,24
2020-04-12,24
2020-04-13,24
2020-04-14,25
2020-04-15,26
2020-04-16,27
2020-04-17,27
2020-04-18,27
2020-04-19,28
2020-04-20,29
2020-04-21,29
2020-04-22,29
2020-04-23,27
2020-04-24,25
2020-04-25,25
2020-04-26,25
2020-04-27,26
2020-04-28,28
2020-04-29,29
2020-04-30,30
2020-05-01,32
2020-05-02,33
2020-05-03,33
2020-05-04,33
2020-05-05,33
2020-05-06,34
2020-05-07,35
2020-05-08,37
2020-05-09,38
2020-05-10,38
2020-05-11,38
2020-05-12,38
2020-05-13,38
