date_obj,Banana price
2019-08-24,55
2019-08-25,54
2019-08-25,54
2019-08-26,53
2019-08-27,51
2019-08-27,51
2019-08-28,49
2019-08-29,47
2019-08-30,45
2019-08-31,45
2019-09-01,45
2019-09-02,46
2019-09-03,48
2019-09-04,48
2019-09-05,51
2019-09-06,53
2019-09-07,52
2019-09-08,51
2019-09-09,50
2019-09-10,51
2019-09-11,52
2019-09-12,55
2019-09-13,58
2019-09-14,60
2019-09-15,62
2019-09-16,65
2019-09-17,66
2019-09-18,65
2019-09-19,64
2019-09-20,63
2019-09-21,63
2019-09-22,64
2019-09-23,66
2019-09-24,67
2019-09-25,66
2019-09-26,65
2019-09-27,63
2019-09-28,64
2019-09-29,64
2019-09-30,66
2019-10-01,66
2019-10-02,66
2019-10-03,65
2019-10-04,66
2019-10-05,66
2019-10-06,66
2019-10-07,64
2019-10-08,63
2019-10-09,62
2019-10-10,61
2019-10-11,60
2019-10-12,60
2019-10-13,59
2019-10-14,59
2019-10-15,61
2019-10-16,64
2019-10-17,64
2019-10-18,63
2019-10-19,63
2019-10-20,63
2019-10-21,62
2019-10-22,61
2019-10-23,61
2019-10-24,64
2019-10-25,61
2019-10-26,59
2019-10-27,58
2019-10-28,57
2019-10-29,56
2019-10-30,55
2019-10-31,55
2019-11-01,54
2019-11-02,54
2019-11-03,53
2019-11-04,53
2019-11-05,55
2019-11-06,56
2019-11-07,56
2019-11-08,58
2019-11-09,60
2019-11-10,61
2019-11-11,63
2019-11-12,65
2019-11-13,67
2019-11-14,70
2019-11-15,68
2019-11-16,65
2019-11-17,64
2019-11-18,62
2019-11-19,60
2019-11-20,59
2019-11-21,58
2019-11-22,58
2019-11-23,59
2019-11-24,61
2019-11-25,64
2019-11-26,65
2019-11-27,63
2019-11-28,65
2019-11-29,67
2019-11-30,68
2019-12-01,64
2019-12-02,62
2019-12-03,62
2019-12-04,62
2019-12-05,59
2019-12-06,58
2019-12-07,59
2019-12-08,61
2019-12-09,63
2019-12-10,66
2019-12-11,70
2019-12-12,74
2019-12-13,78
2019-12-14,77
2019-12-15,80
2019-12-16,84
2019-12-17,88
2019-12-18,93
2019-12-19,98
2019-12-20,103
2019-12-21,109
2019-12-22,115
2019-12-23,121
2019-12-24,128
2019-12-25,134
2019-12-26,141
2019-12-27,139
2019-12-28,132
2019-12-29,125
2019-12-30,120
2019-12-31,118
2020-01-01,115
2020-01-02,112
2020-01-03,111
2020-01-04,109
2020-01-05,105
2020-01-06,100
2020-01-07,98
2020-01-08,97
2020-01-09,95
2020-01-10,93
2020-01-11,90
2020-01-12,87
2020-01-13,83
2020-01-14,79
2020-01-15,78
2020-01-16,77
2020-01-17,76
2020-01-18,74
2020-01-19,73
2020-01-20,73
2020-01-21,74
2020-01-22,77
2020-01-23,78
2020-01-24,77
2020-01-25,78
2020-01-26,81
2020-01-27,83
2020-01-28,87
2020-01-29,92
2020-01-30,97
2020-01-31,102
2020-02-01,106
2020-02-02,103
2020-02-03,102
2020-02-04,98
2020-02-05,95
2020-02-06,92
2020-02-07,91
2020-02-08,87
2020-02-09,82
2020-02-10,77
2020-02-11,73
2020-02-12,69
2020-02-13,68
2020-02-14,65
2020-02-15,63
2020-02-16,62
2020-02-17,60
2020-02-18,59
2020-02-19,58
2020-02-20,57
2020-02-21,56
2020-02-22,57
2020-02-23,57
2020-02-24,58
2020-02-25,60
2020-02-26,61
2020-02-27,63
2020-02-28,63
2020-02-29,64
2020-03-01,62
2020-03-02,61
2020-03-03,58
2020-03-04,57
2020-03-05,56
2020-03-06,55
2020-03-07,54
2020-03-08,52
2020-03-09,49
2020-03-10,47
2020-03-11,45
2020-03-12,42
2020-03-13,40
2020-03-14,40
2020-03-15,40
2020-03-16,42
2020-03-17,45
2020-03-18,48
2020-03-19,51
2020-03-20,54
2020-03-21,57
2020-03-22,59
2020-03-23,61
2020-03-24,59
2020-03-25,60
2020-03-26,61
2020-03-27,63
2020-03-28,66
2020-03-29,66
2020-03-30,70
2020-03-31,74
2020-04-01,78
2020-04-02,82
2020-04-03,87
2020-04-04,91
2020-04-05,94
2020-04-06,98
2020-04-07,103
2020-04-08,108
2020-04-09,113
2020-04-10,118
2020-04-11,119
2020-04-12,117
2020-04-13,114
2020-04-14,110
2020-04-15,106
2020-04-16,102
2020-04-17,99
2020-04-18,95
2020-04-19,91
2020-04-20,87
2020-04-21,85
2020-04-22,83
2020-04-23,81
2020-04-24,80
2020-04-25,80
2020-04-26,83
2020-04-27,88
2020-04-28,92
2020-04-29,96
2020-04-30,95
2020-05-01,98
2020-05-02,100
2020-05-03,101
2020-05-04,101
2020-05-05,103
2020-05-06,101
2020-05-07,95
2020-05-08,92
2020-05-09,89
2020-05-10,85
2020-05-11,81
2020-05-12,81
2020-05-13,78
