date_obj,Bolt%20rack price
2019-08-27,56
2019-08-28,56
2019-08-29,55
2019-08-30,55
2019-08-31,55
2019-09-01,56
2019-09-02,56
2019-09-03,56
2019-09-04,56
2019-09-05,56
2019-09-06,55
2019-09-07,55
2019-09-08,56
2019-09-09,56
2019-09-10,55
2019-09-11,56
2019-09-12,56
2019-09-13,56
2019-09-14,56
2019-09-15,56
2019-09-16,56
2019-09-17,57
2019-09-18,57
2019-09-19,58
2019-09-20,57
2019-09-21,58
2019-09-22,59
2019-09-23,58
2019-09-24,58
2019-09-25,58
2019-09-26,58
2019-09-27,59
2019-09-28,57
2019-09-29,55
2019-09-30,54
2019-10-01,53
2019-10-02,54
2019-10-03,55
2019-10-04,54
2019-10-05,56
2019-10-06,57
2019-10-07,56
2019-10-08,57
2019-10-09,58
2019-10-10,58
2019-10-11,60
2019-10-12,61
2019-10-13,60
2019-10-14,60
2019-10-15,61
2019-10-16,63
2019-10-17,63
2019-10-18,64
2019-10-19,63
2019-10-20,64
2019-10-21,65
2019-10-22,65
2019-10-23,66
2019-10-24,66
2019-10-25,65
2019-10-26,66
2019-10-27,66
2019-10-28,66
2019-10-29,67
2019-10-30,67
2019-10-31,68
2019-11-01,67
2019-11-02,68
2019-11-03,68
2019-11-04,69
2019-11-05,70
2019-11-06,70
2019-11-07,70
2019-11-08,70
2019-11-09,70
2019-11-10,70
2019-11-11,70
2019-11-12,70
2019-11-13,71
2019-11-14,71
2019-11-15,72
2019-11-16,70
2019-11-17,70
2019-11-18,70
2019-11-19,71
2019-11-20,69
2019-11-21,66
2019-11-22,64
2019-11-23,62
2019-11-24,62
2019-11-25,60
2019-11-26,58
2019-11-27,59
2019-11-28,59
2019-11-29,59
2019-11-30,59
2019-12-01,59
2019-12-02,58
2019-12-03,58
2019-12-04,58
2019-12-05,59
2019-12-06,60
2019-12-07,61
2019-12-08,62
2019-12-09,63
2019-12-10,63
2019-12-11,63
2019-12-12,63
2019-12-13,64
2019-12-14,65
2019-12-15,66
2019-12-16,67
2019-12-17,68
2019-12-18,69
2019-12-19,68
2019-12-20,70
2019-12-21,70
2019-12-22,72
2019-12-23,74
2019-12-24,77
2019-12-25,77
2019-12-26,76
2019-12-27,78
2019-12-28,80
2019-12-29,79
2019-12-30,80
2019-12-31,82
2020-01-01,80
2020-01-02,79
2020-01-03,80
2020-01-04,80
2020-01-05,80
2020-01-06,81
2020-01-07,79
2020-01-08,77
2020-01-09,77
2020-01-10,76
2020-01-11,75
2020-01-12,74
2020-01-13,72
2020-01-14,71
2020-01-15,72
2020-01-16,72
2020-01-17,71
2020-01-18,69
2020-01-19,71
2020-01-20,72
2020-01-21,73
2020-01-22,72
2020-01-23,72
2020-01-24,74
2020-01-25,74
2020-01-26,74
2020-01-27,75
2020-01-28,74
2020-01-29,75
2020-01-30,77
2020-01-31,78
2020-02-01,79
2020-02-02,80
2020-02-03,80
2020-02-04,82
2020-02-05,84
2020-02-06,81
2020-02-07,82
2020-02-08,83
2020-02-09,82
2020-02-10,83
2020-02-11,85
2020-02-12,84
2020-02-13,84
2020-02-14,85
2020-02-15,85
2020-02-16,85
2020-02-17,84
2020-02-18,83
2020-02-19,83
2020-02-20,82
2020-02-21,80
2020-02-22,79
2020-02-23,77
2020-02-24,76
2020-02-25,75
2020-02-26,74
2020-02-27,75
2020-02-28,75
2020-02-29,74
2020-03-01,73
2020-03-02,73
2020-03-03,73
2020-03-04,75
2020-03-05,77
2020-03-06,78
2020-03-07,79
2020-03-08,79
2020-03-09,77
2020-03-10,75
2020-03-11,75
2020-03-12,75
2020-03-13,74
2020-03-14,74
2020-03-15,73
2020-03-16,73
2020-03-17,73
2020-03-18,74
2020-03-19,74
2020-03-20,73
2020-03-21,73
2020-03-22,74
2020-03-23,74
2020-03-24,75
2020-03-25,77
2020-03-26,79
2020-03-27,80
2020-03-28,82
2020-03-29,83
2020-03-30,85
2020-03-31,85
2020-04-01,86
2020-04-02,86
2020-04-03,86
2020-04-04,85
2020-04-05,85
2020-04-06,83
2020-04-07,82
2020-04-08,81
2020-04-09,80
2020-04-10,81
2020-04-11,79
2020-04-12,78
2020-04-13,78
2020-04-14,77
2020-04-15,77
2020-04-16,77
2020-04-17,78
2020-04-18,78
2020-04-19,78
2020-04-20,79
2020-04-21,80
2020-04-22,80
2020-04-23,81
2020-04-24,83
2020-04-25,83
2020-04-26,85
2020-04-27,87
2020-04-28,87
2020-04-29,87
2020-04-30,87
2020-05-01,86
2020-05-02,87
2020-05-03,87
2020-05-04,87
2020-05-05,86
2020-05-06,86
2020-05-07,86
2020-05-08,85
2020-05-09,85
2020-05-10,85
2020-05-11,85
2020-05-12,85
2020-05-13,85
