date_obj,Oak%20longbow price
2019-09-09,52
2019-09-10,55
2019-09-11,58
2019-09-12,59
2019-09-13,57
2019-09-14,55
2019-09-15,53
2019-09-16,53
2019-09-17,53
2019-09-18,54
2019-09-19,55
2019-09-20,55
2019-09-21,53
2019-09-22,53
2019-09-23,53
2019-09-24,53
2019-09-25,51
2019-09-26,54
2019-09-27,57
2019-09-28,57
2019-09-29,60
2019-09-30,59
2019-10-01,56
2019-10-02,55
2019-10-03,53
2019-10-04,52
2019-10-05,53
2019-10-06,51
2019-10-07,50
2019-10-08,48
2019-10-09,50
2019-10-10,48
2019-10-11,48
2019-10-12,47
2019-10-13,47
2019-10-14,49
2019-10-15,50
2019-10-16,50
2019-10-17,47
2019-10-18,47
2019-10-19,45
2019-10-20,43
2019-10-21,42
2019-10-22,40
2019-10-23,39
2019-10-24,39
2019-10-25,40
2019-10-26,42
2019-10-27,45
2019-10-28,48
2019-10-29,51
2019-10-30,50
2019-10-31,49
2019-11-01,52
2019-11-02,55
2019-11-03,56
2019-11-04,56
2019-11-05,56
2019-11-06,55
2019-11-07,53
2019-11-08,51
2019-11-09,50
2019-11-10,51
2019-11-11,51
2019-11-12,49
2019-11-13,47
2019-11-14,47
2019-11-15,49
2019-11-16,48
2019-11-17,46
2019-11-18,45
2019-11-19,43
2019-11-20,44
2019-11-21,41
2019-11-22,40
2019-11-23,40
2019-11-24,39
2019-11-25,40
2019-11-26,41
2019-11-27,40
2019-11-28,40
2019-11-29,41
2019-11-30,41
2019-12-01,41
2019-12-02,40
2019-12-03,40
2019-12-04,39
2019-12-05,38
2019-12-06,37
2019-12-07,38
2019-12-08,39
2019-12-09,41
2019-12-10,43
2019-12-11,44
2019-12-12,46
2019-12-13,49
2019-12-14,50
2019-12-15,50
2019-12-16,51
2019-12-17,54
2019-12-18,57
2019-12-19,57
2019-12-20,60
2019-12-21,62
2019-12-22,61
2019-12-23,59
2019-12-24,57
2019-12-25,55
2019-12-26,53
2019-12-27,52
2019-12-28,52
2019-12-29,51
2019-12-30,50
2019-12-31,49
2020-01-01,49
2020-01-02,49
2020-01-03,49
2020-01-04,52
2020-01-05,54
2020-01-06,54
2020-01-07,56
2020-01-08,56
2020-01-09,56
2020-01-10,55
2020-01-11,56
2020-01-12,55
2020-01-13,54
2020-01-14,55
2020-01-15,57
2020-01-16,60
2020-01-17,63
2020-01-18,65
2020-01-19,65
2020-01-20,62
2020-01-21,59
2020-01-22,56
2020-01-23,57
2020-01-24,56
2020-01-25,54
2020-01-26,54
2020-01-27,53
2020-01-28,54
2020-01-29,51
2020-01-30,48
2020-01-31,47
2020-02-01,46
2020-02-02,45
2020-02-03,48
2020-02-04,49
2020-02-05,48
2020-02-06,50
2020-02-07,49
2020-02-08,48
2020-02-09,45
2020-02-10,46
2020-02-11,48
2020-02-12,48
2020-02-13,46
2020-02-14,47
2020-02-15,45
2020-02-16,44
2020-02-17,44
2020-02-18,45
2020-02-19,46
2020-02-20,46
2020-02-21,47
2020-02-22,48
2020-02-23,50
2020-02-24,50
2020-02-25,51
2020-02-26,51
2020-02-27,48
2020-02-28,45
2020-02-29,42
2020-03-01,42
2020-03-02,42
2020-03-03,43
2020-03-04,44
2020-03-05,43
2020-03-06,42
2020-03-07,45
2020-03-08,46
2020-03-09,45
2020-03-10,43
2020-03-11,41
2020-03-12,41
2020-03-13,41
2020-03-14,41
2020-03-15,42
2020-03-16,42
2020-03-17,43
2020-03-18,43
2020-03-19,45
2020-03-20,44
2020-03-21,43
2020-03-22,45
2020-03-23,44
2020-03-24,43
2020-03-25,42
2020-03-26,42
2020-03-27,43
2020-03-28,43
2020-03-29,40
2020-03-30,40
2020-03-31,39
2020-04-01,39
2020-04-02,38
2020-04-03,38
2020-04-04,39
2020-04-05,37
2020-04-06,37
2020-04-07,36
2020-04-08,36
2020-04-09,35
2020-04-10,34
2020-04-11,34
2020-04-12,36
2020-04-13,38
2020-04-14,40
2020-04-15,40
2020-04-16,40
2020-04-17,40
2020-04-18,39
2020-04-19,38
2020-04-20,37
2020-04-21,35
2020-04-22,34
2020-04-23,34
2020-04-24,33
2020-04-25,33
2020-04-26,33
2020-04-27,35
2020-04-28,36
2020-04-29,38
2020-04-30,40
2020-05-01,42
2020-05-02,45
2020-05-03,48
2020-05-04,51
2020-05-05,54
2020-05-06,57
2020-05-07,58
2020-05-08,60
2020-05-09,62
2020-05-10,65
2020-05-11,64
2020-05-12,66
2020-05-13,64
