date_obj,Fly%20fishing%20rod price
2019-08-25,134
2019-08-26,134
2019-08-26,134
2019-08-27,136
2019-08-27,136
2019-08-28,137
2019-08-29,135
2019-08-30,140
2019-08-31,139
2019-09-01,140
2019-09-02,140
2019-09-03,141
2019-09-04,141
2019-09-05,141
2019-09-06,137
2019-09-07,140
2019-09-08,134
2019-09-09,134
2019-09-10,138
2019-09-11,140
2019-09-12,141
2019-09-13,141
2019-09-14,141
2019-09-15,140
2019-09-16,143
2019-09-17,148
2019-09-18,152
2019-09-19,154
2019-09-20,153
2019-09-21,153
2019-09-22,151
2019-09-23,156
2019-09-24,150
2019-09-25,147
2019-09-26,150
2019-09-27,156
2019-09-28,157
2019-09-29,154
2019-09-30,150
2019-10-01,150
2019-10-02,148
2019-10-03,147
2019-10-04,146
2019-10-05,146
2019-10-06,141
2019-10-07,144
2019-10-08,147
2019-10-09,152
2019-10-10,154
2019-10-11,150
2019-10-12,149
2019-10-13,142
2019-10-14,134
2019-10-15,127
2019-10-16,122
2019-10-17,115
2019-10-18,109
2019-10-19,103
2019-10-20,97
2019-10-21,93
2019-10-22,88
2019-10-23,83
2019-10-24,78
2019-10-25,75
2019-10-26,71
2019-10-27,67
2019-10-28,63
2019-10-29,59
2019-10-30,56
2019-10-31,53
2019-11-01,50
2019-11-02,50
2019-11-03,49
2019-11-04,50
2019-11-05,50
2019-11-06,50
2019-11-07,49
2019-11-08,49
2019-11-09,49
2019-11-10,49
2019-11-11,50
2019-11-12,52
2019-11-13,55
2019-11-14,57
2019-11-15,57
2019-11-16,60
2019-11-17,63
2019-11-18,67
2019-11-19,71
2019-11-20,75
2019-11-21,79
2019-11-22,83
2019-11-23,88
2019-11-24,93
2019-11-25,97
2019-11-26,97
2019-11-27,102
2019-11-28,105
2019-11-29,110
2019-11-30,113
2019-12-01,108
2019-12-02,104
2019-12-03,108
2019-12-04,105
2019-12-05,101
2019-12-06,105
2019-12-07,109
2019-12-08,106
2019-12-09,104
2019-12-10,109
2019-12-11,114
2019-12-12,119
2019-12-13,123
2019-12-14,126
2019-12-15,125
2019-12-16,122
2019-12-17,128
2019-12-18,132
2019-12-19,139
2019-12-20,145
2019-12-21,146
2019-12-22,144
2019-12-23,150
2019-12-24,155
2019-12-25,161
2019-12-26,165
2019-12-27,157
2019-12-28,152
2019-12-29,151
2019-12-30,148
2019-12-31,143
2020-01-01,136
2020-01-02,129
2020-01-03,122
2020-01-04,115
2020-01-05,109
2020-01-06,103
2020-01-07,101
2020-01-08,101
2020-01-09,102
2020-01-10,106
2020-01-11,111
2020-01-12,107
2020-01-13,101
2020-01-14,95
2020-01-15,90
2020-01-16,89
2020-01-17,89
2020-01-18,85
2020-01-19,85
2020-01-20,80
2020-01-21,76
2020-01-22,72
2020-01-23,68
2020-01-24,64
2020-01-25,60
2020-01-26,61
2020-01-27,63
2020-01-28,61
2020-01-29,61
2020-01-30,61
2020-01-31,61
2020-02-01,64
2020-02-02,61
2020-02-03,60
2020-02-04,61
2020-02-05,64
2020-02-06,66
2020-02-07,64
2020-02-08,61
2020-02-09,63
2020-02-10,63
2020-02-11,64
2020-02-12,64
2020-02-13,63
2020-02-14,64
2020-02-15,63
2020-02-16,63
2020-02-17,63
2020-02-18,63
2020-02-19,63
2020-02-20,63
2020-02-21,65
2020-02-22,68
2020-02-23,71
2020-02-24,73
2020-02-25,76
2020-02-26,79
2020-02-27,81
2020-02-28,86
2020-02-29,91
2020-03-01,96
2020-03-02,101
2020-03-03,105
2020-03-04,103
2020-03-05,107
2020-03-06,108
2020-03-07,102
2020-03-08,96
2020-03-09,93
2020-03-10,92
2020-03-11,88
2020-03-12,83
2020-03-13,87
2020-03-14,90
2020-03-15,92
2020-03-16,95
2020-03-17,98
2020-03-18,101
2020-03-19,102
2020-03-20,103
2020-03-21,100
2020-03-22,95
2020-03-23,98
2020-03-24,101
2020-03-25,103
2020-03-26,109
2020-03-27,111
2020-03-28,114
2020-03-29,118
2020-03-30,123
2020-03-31,123
2020-04-01,126
2020-04-02,129
2020-04-03,132
2020-04-04,132
2020-04-05,134
2020-04-06,134
2020-04-07,132
2020-04-08,129
2020-04-09,126
2020-04-10,121
2020-04-11,117
2020-04-12,115
2020-04-13,118
2020-04-14,116
2020-04-15,119
2020-04-16,118
2020-04-17,115
2020-04-18,115
2020-04-19,114
2020-04-20,109
2020-04-21,103
2020-04-22,97
2020-04-23,92
2020-04-24,89
2020-04-25,89
2020-04-26,89
2020-04-27,88
2020-04-28,84
2020-04-29,85
2020-04-30,82
2020-05-01,83
2020-05-02,86
2020-05-03,90
2020-05-04,94
2020-05-05,96
2020-05-06,99
2020-05-07,102
2020-05-08,107
2020-05-09,108
2020-05-10,108
2020-05-11,112
2020-05-12,117
2020-05-13,120
