date_obj,Oak%20logs price
2019-09-08,23
2019-09-09,22
2019-09-10,20
2019-09-11,19
2019-09-12,18
2019-09-13,17
2019-09-14,16
2019-09-15,16
2019-09-16,17
2019-09-17,17
2019-09-18,16
2019-09-19,15
2019-09-20,14
2019-09-21,15
2019-09-22,16
2019-09-23,17
2019-09-24,18
2019-09-25,19
2019-09-26,19
2019-09-27,18
2019-09-28,17
2019-09-29,18
2019-09-30,19
2019-10-01,19
2019-10-02,18
2019-10-03,17
2019-10-04,17
2019-10-05,17
2019-10-06,17
2019-10-07,17
2019-10-08,17
2019-10-09,18
2019-10-10,18
2019-10-11,19
2019-10-12,20
2019-10-13,21
2019-10-14,22
2019-10-15,23
2019-10-16,24
2019-10-17,25
2019-10-18,26
2019-10-19,28
2019-10-20,29
2019-10-21,28
2019-10-22,27
2019-10-23,25
2019-10-24,26
2019-10-25,25
2019-10-26,25
2019-10-27,26
2019-10-28,26
2019-10-29,27
2019-10-30,27
2019-10-31,26
2019-11-01,25
2019-11-02,26
2019-11-03,28
2019-11-04,28
2019-11-05,29
2019-11-06,29
2019-11-07,30
2019-11-08,31
2019-11-09,31
2019-11-10,30
2019-11-11,30
2019-11-12,30
2019-11-13,30
2019-11-14,29
2019-11-15,31
2019-11-16,33
2019-11-17,34
2019-11-18,36
2019-11-19,38
2019-11-20,40
2019-11-21,41
2019-11-22,42
2019-11-23,45
2019-11-24,45
2019-11-25,43
2019-11-26,42
2019-11-27,41
2019-11-28,43
2019-11-29,46
2019-11-30,49
2019-12-01,46
2019-12-02,45
2019-12-03,44
2019-12-04,42
2019-12-05,39
2019-12-06,38
2019-12-07,38
2019-12-08,38
2019-12-09,37
2019-12-10,35
2019-12-11,33
2019-12-12,31
2019-12-13,29
2019-12-14,27
2019-12-15,25
2019-12-16,23
2019-12-17,21
2019-12-18,19
2019-12-19,19
2019-12-20,20
2019-12-21,21
2019-12-22,21
2019-12-23,21
2019-12-24,21
2019-12-25,20
2019-12-26,20
2019-12-27,20
2019-12-28,19
2019-12-29,19
2019-12-30,19
2019-12-31,18
2020-01-01,18
2020-01-02,18
2020-01-03,18
2020-01-04,17
2020-01-05,17
2020-01-06,16
2020-01-07,17
2020-01-08,18
2020-01-09,19
2020-01-10,19
2020-01-11,19
2020-01-12,18
2020-01-13,17
2020-01-14,16
2020-01-15,16
2020-01-16,16
2020-01-17,16
2020-01-18,16
2020-01-19,17
2020-01-20,18
2020-01-21,18
2020-01-22,18
2020-01-23,19
2020-01-24,19
2020-01-25,19
2020-01-26,18
2020-01-27,18
2020-01-28,18
2020-01-29,18
2020-01-30,17
2020-01-31,17
2020-02-01,17
2020-02-02,16
2020-02-03,16
2020-02-04,17
2020-02-05,17
2020-02-06,17
2020-02-07,17
2020-02-08,18
2020-02-09,19
2020-02-10,18
2020-02-11,17
2020-02-12,16
2020-02-13,16
2020-02-14,16
2020-02-15,17
2020-02-16,17
2020-02-17,17
2020-02-18,17
2020-02-19,17
2020-02-20,17
2020-02-21,17
2020-02-22,17
2020-02-23,17
2020-02-24,18
2020-02-25,17
2020-02-26,17
2020-02-27,16
2020-02-28,16
2020-02-29,17
2020-03-01,18
2020-03-02,18
2020-03-03,18
2020-03-04,18
2020-03-05,18
2020-03-06,18
2020-03-07,19
2020-03-08,19
2020-03-09,20
2020-03-10,19
2020-03-11,19
2020-03-12,19
2020-03-13,19
2020-03-14,20
2020-03-15,19
2020-03-16,19
2020-03-17,18
2020-03-18,18
2020-03-19,17
2020-03-20,17
2020-03-21,18
2020-03-22,19
2020-03-23,20
2020-03-24,21
2020-03-25,23
2020-03-26,22
2020-03-27,22
2020-03-28,24
2020-03-29,26
2020-03-30,28
2020-03-31,28
2020-04-01,28
2020-04-02,29
2020-04-03,31
2020-04-04,33
2020-04-05,35
2020-04-06,37
2020-04-07,39
2020-04-08,41
2020-04-09,44
2020-04-10,47
2020-04-11,49
2020-04-12,52
2020-04-13,55
2020-04-14,58
2020-04-15,61
2020-04-16,65
2020-04-17,69
2020-04-18,73
2020-04-19,77
2020-04-20,81
2020-04-21,86
2020-04-22,91
2020-04-23,96
2020-04-24,101
2020-04-25,107
2020-04-26,113
2020-04-27,117
2020-04-28,115
2020-04-29,118
2020-04-30,123
2020-05-01,129
2020-05-02,129
2020-05-03,127
2020-05-04,124
2020-05-05,119
2020-05-06,113
2020-05-07,107
2020-05-08,101
2020-05-09,106
2020-05-10,112
2020-05-11,115
2020-05-12,110
2020-05-13,113
