date_obj,Poison%20ivy%20berries price
2019-05-09,95
2019-05-10,93
2019-05-11,92
2019-05-12,91
2019-05-13,93
2019-05-14,93
2019-05-15,93
2019-05-16,95
2019-05-17,97
2019-05-18,99
2019-05-19,98
2019-05-20,97
2019-05-21,95
2019-05-22,94
2019-05-23,94
2019-05-24,93
2019-05-25,91
2019-05-26,89
2019-05-27,88
2019-05-28,87
2019-05-29,85
2019-05-30,84
2019-05-31,84
2019-06-01,83
2019-06-02,82
2019-06-03,80
2019-06-04,78
2019-06-05,77
2019-06-06,76
2019-06-07,77
2019-06-08,78
2019-06-09,78
2019-06-10,79
2019-06-11,78
2019-06-12,81
2019-06-13,83
2019-06-14,82
2019-06-15,84
2019-06-16,85
2019-06-17,83
2019-06-18,83
2019-06-19,81
2019-06-20,79
2019-06-21,76
2019-06-22,74
2019-06-23,72
2019-06-24,69
2019-06-25,67
2019-06-26,68
2019-06-27,69
2019-06-28,70
2019-06-29,72
2019-06-30,75
2019-07-01,73
2019-07-02,75
2019-07-03,77
2019-07-04,78
2019-07-05,78
2019-07-06,81
2019-07-07,86
2019-07-08,89
2019-07-09,93
2019-07-10,97
2019-07-11,100
2019-07-12,103
2019-07-13,105
2019-07-14,106
2019-07-15,106
2019-07-16,104
2019-07-17,101
2019-07-18,98
2019-07-19,97
2019-07-20,99
2019-07-21,103
2019-07-22,106
2019-07-23,104
2019-07-24,101
2019-07-25,99
2019-07-26,98
2019-07-27,96
2019-07-28,97
2019-07-29,95
2019-07-30,96
2019-07-31,97
2019-08-01,94
2019-08-02,92
2019-08-03,92
2019-08-04,91
2019-08-05,89
2019-08-06,90
2019-08-07,91
2019-08-08,90
2019-08-09,91
2019-08-10,92
2019-08-11,91
2019-08-12,91
2019-08-13,93
2019-08-14,96
2019-08-15,95
2019-08-16,94
2019-08-17,93
2019-08-18,91
2019-08-19,89
2019-08-20,88
2019-08-21,87
2019-08-22,86
2019-08-23,84
2019-08-24,83
2019-08-24,83
2019-08-25,83
2019-08-25,83
2019-08-26,83
2019-08-26,83
2019-08-27,83
2019-08-27,83
2019-08-28,84
2019-08-29,86
2019-08-30,87
2019-08-31,87
2019-09-01,86
2019-09-02,87
2019-09-03,88
2019-09-04,90
2019-09-05,91
2019-09-06,93
2019-09-07,91
2019-09-08,91
2019-09-09,93
2019-09-10,91
2019-09-11,89
2019-09-12,90
2019-09-13,90
2019-09-14,88
2019-09-15,87
2019-09-16,88
2019-09-17,87
2019-09-18,86
2019-09-19,86
2019-09-20,86
2019-09-21,86
2019-09-22,87
2019-09-23,85
2019-09-24,83
2019-09-25,83
2019-09-26,84
2019-09-27,84
2019-09-28,84
2019-09-29,85
2019-09-30,83
2019-10-01,84
2019-10-02,86
2019-10-03,86
2019-10-04,85
2019-10-05,84
2019-10-06,85
2019-10-07,85
2019-10-08,86
2019-10-09,85
2019-10-10,84
2019-10-11,84
2019-10-12,84
2019-10-13,85
2019-10-14,86
2019-10-15,86
2019-10-16,87
2019-10-17,85
2019-10-18,85
2019-10-19,87
2019-10-20,90
2019-10-21,92
2019-10-22,90
2019-10-23,92
2019-10-24,93
2019-10-25,94
2019-10-26,92
2019-10-27,91
2019-10-28,90
2019-10-29,88
2019-10-30,86
2019-10-31,86
2019-11-01,85
2019-11-02,84
2019-11-03,83
2019-11-04,85
2019-11-05,86
2019-11-06,84
2019-11-07,84
2019-11-08,84
2019-11-09,85
2019-11-10,85
2019-11-11,86
2019-11-12,85
2019-11-13,85
2019-11-14,84
2019-11-15,83
2019-11-16,85
2019-11-17,84
2019-11-18,85
2019-11-19,85
2019-11-20,88
2019-11-21,90
2019-11-22,92
2019-11-23,91
2019-11-24,92
2019-11-25,91
2019-11-26,89
2019-11-27,87
2019-11-28,87
2019-11-29,88
2019-11-30,88
2019-12-01,90
2019-12-02,90
2019-12-03,87
2019-12-04,85
2019-12-05,85
2019-12-06,83
2019-12-07,84
2019-12-08,84
2019-12-09,84
2019-12-10,84
2019-12-11,83
2019-12-12,85
2019-12-13,86
2019-12-14,86
2019-12-15,87
2019-12-16,87
2019-12-17,87
2019-12-18,85
2019-12-19,86
2019-12-20,88
2019-12-21,88
2019-12-22,88
2019-12-23,88
2019-12-24,88
2019-12-25,90
2019-12-26,88
2019-12-27,90
2019-12-28,87
2019-12-29,85
2019-12-30,86
2019-12-31,86
2020-01-01,86
2020-01-02,86
2020-01-03,88
2020-01-04,88
2020-01-05,88
2020-01-06,88
2020-01-07,89
2020-01-08,92
2020-01-09,92
2020-01-10,94
2020-01-11,93
2020-01-12,89
2020-01-13,85
2020-01-14,81
2020-01-15,80
2020-01-16,78
2020-01-17,76
2020-01-18,75
2020-01-19,73
2020-01-20,71
2020-01-21,71
2020-01-22,69
2020-01-23,66
2020-01-24,65
2020-01-25,64
2020-01-26,61
2020-01-27,59
2020-01-28,58
2020-01-29,59
2020-01-30,59
2020-01-31,59
2020-02-01,59
2020-02-02,61
2020-02-03,62
2020-02-04,65
2020-02-05,64
2020-02-06,64
2020-02-07,64
2020-02-08,65
2020-02-09,66
2020-02-10,65
2020-02-11,66
2020-02-12,65
2020-02-13,65
2020-02-14,65
2020-02-15,65
2020-02-16,66
2020-02-17,66
2020-02-18,70
2020-02-19,70
2020-02-20,67
2020-02-21,67
2020-02-22,66
2020-02-23,65
2020-02-24,65
2020-02-25,64
2020-02-26,62
2020-02-27,63
2020-02-28,64
2020-02-29,63
2020-03-01,65
2020-03-02,65
2020-03-03,66
2020-03-04,66
2020-03-05,65
2020-03-06,67
2020-03-07,67
2020-03-08,68
2020-03-09,70
2020-03-10,71
2020-03-11,72
2020-03-12,71
2020-03-13,71
2020-03-14,69
2020-03-15,69
2020-03-16,69
2020-03-17,70
2020-03-18,68
2020-03-19,67
2020-03-20,68
2020-03-21,68
2020-03-22,67
2020-03-23,69
2020-03-24,70
2020-03-25,69
2020-03-26,69
2020-03-27,69
2020-03-28,69
2020-03-29,70
2020-03-30,70
2020-03-31,72
2020-04-01,73
2020-04-02,73
2020-04-03,72
2020-04-04,73
2020-04-05,75
2020-04-06,75
2020-04-07,75
2020-04-08,75
2020-04-09,75
2020-04-10,73
2020-04-11,72
2020-04-12,73
2020-04-13,72
2020-04-14,68
2020-04-15,66
2020-04-16,68
2020-04-17,70
2020-04-18,73
2020-04-19,73
2020-04-20,70
2020-04-21,70
2020-04-22,69
2020-04-23,71
2020-04-24,71
2020-04-25,71
2020-04-26,74
2020-04-27,78
2020-04-28,82
2020-04-29,86
2020-04-30,90
2020-05-01,91
2020-05-02,96
2020-05-03,101
2020-05-04,107
2020-05-05,113
2020-05-06,119
2020-05-07,125
2020-05-08,131
2020-05-09,133
2020-05-10,134
2020-05-11,129
2020-05-12,125
2020-05-13,120
