date_obj,Iron%20sq%20shield price
2019-09-01,14
2019-09-02,14
2019-09-03,14
2019-09-04,14
2019-09-05,14
2019-09-06,15
2019-09-07,15
2019-09-08,15
2019-09-09,15
2019-09-10,15
2019-09-11,15
2019-09-12,15
2019-09-13,15
2019-09-14,15
2019-09-15,15
2019-09-16,16
2019-09-17,16
2019-09-18,16
2019-09-19,16
2019-09-20,16
2019-09-21,16
2019-09-22,16
2019-09-23,16
2019-09-24,17
2019-09-25,17
2019-09-26,17
2019-09-27,17
2019-09-28,17
2019-09-29,17
2019-09-30,17
2019-10-01,18
2019-10-02,18
2019-10-03,18
2019-10-04,19
2019-10-05,19
2019-10-06,20
2019-10-07,20
2019-10-08,20
2019-10-09,20
2019-10-10,21
2019-10-11,21
2019-10-12,22
2019-10-13,22
2019-10-14,24
2019-10-15,24
2019-10-16,26
2019-10-17,26
2019-10-18,27
2019-10-19,27
2019-10-20,28
2019-10-21,28
2019-10-22,30
2019-10-23,30
2019-10-24,32
2019-10-25,32
2019-10-26,33
2019-10-27,33
2019-10-28,34
2019-10-29,34
2019-10-30,34
2019-10-31,35
2019-11-01,35
2019-11-02,35
2019-11-03,35
2019-11-04,36
2019-11-05,36
2019-11-06,36
2019-11-07,36
2019-11-08,36
2019-11-09,36
2019-11-10,36
2019-11-11,35
2019-11-12,35
2019-11-13,35
2019-11-14,35
2019-11-15,35
2019-11-16,35
2019-11-17,35
2019-11-18,34
2019-11-19,34
2019-11-20,33
2019-11-21,33
2019-11-22,34
2019-11-23,35
2019-11-24,35
2019-11-25,34
2019-11-26,36
2019-11-27,36
2019-11-28,36
2019-11-29,36
2019-11-30,35
2019-12-01,35
2019-12-02,35
2019-12-03,35
2019-12-04,34
2019-12-05,34
2019-12-06,34
2019-12-07,34
2019-12-08,33
2019-12-09,32
2019-12-10,32
2019-12-11,32
2019-12-12,32
2019-12-13,32
2019-12-14,32
2019-12-15,31
2019-12-16,29
2019-12-17,28
2019-12-18,28
2019-12-19,28
2019-12-20,28
2019-12-21,28
2019-12-22,29
2019-12-23,29
2019-12-24,30
2019-12-25,31
2019-12-26,31
2019-12-27,31
2019-12-28,30
2019-12-29,30
2019-12-30,29
2019-12-31,30
2020-01-01,30
2020-01-02,29
2020-01-03,29
2020-01-04,27
2020-01-05,26
2020-01-06,25
2020-01-07,25
2020-01-08,25
2020-01-09,25
2020-01-10,23
2020-01-11,21
2020-01-12,19
2020-01-13,19
2020-01-14,18
2020-01-15,17
2020-01-16,16
2020-01-17,15
2020-01-18,15
2020-01-19,15
2020-01-20,15
2020-01-21,16
2020-01-22,17
2020-01-23,18
2020-01-24,19
2020-01-25,20
2020-01-26,21
2020-01-27,23
2020-01-28,23
2020-01-29,25
2020-01-30,26
2020-01-31,26
2020-02-01,27
2020-02-02,28
2020-02-03,28
2020-02-04,27
2020-02-05,26
2020-02-06,25
2020-02-07,24
2020-02-08,23
2020-02-09,22
2020-02-10,22
2020-02-11,22
2020-02-12,22
2020-02-13,22
2020-02-14,24
2020-02-15,24
2020-02-16,26
2020-02-17,26
2020-02-18,25
2020-02-19,24
2020-02-20,26
2020-02-21,26
2020-02-22,27
2020-02-23,29
2020-02-24,30
2020-02-25,30
2020-02-26,31
2020-02-27,31
2020-02-28,30
2020-02-29,30
2020-03-01,29
2020-03-02,29
2020-03-03,28
2020-03-04,28
2020-03-05,28
2020-03-06,28
2020-03-07,29
2020-03-08,29
2020-03-09,28
2020-03-10,28
2020-03-11,28
2020-03-12,28
2020-03-13,28
2020-03-14,28
2020-03-15,28
2020-03-16,29
2020-03-17,29
2020-03-18,31
2020-03-19,31
2020-03-20,33
2020-03-21,33
2020-03-22,33
2020-03-23,32
2020-03-24,31
2020-03-25,31
2020-03-26,31
2020-03-27,31
2020-03-28,31
2020-03-29,31
2020-03-30,29
2020-03-31,28
2020-04-01,27
2020-04-02,27
2020-04-03,27
2020-04-04,27
2020-04-05,27
2020-04-06,28
2020-04-07,28
2020-04-08,30
2020-04-09,30
2020-04-10,32
2020-04-11,32
2020-04-12,31
2020-04-13,31
2020-04-14,31
2020-04-15,32
2020-04-16,32
2020-04-17,31
2020-04-18,31
2020-04-19,31
2020-04-20,31
2020-04-21,32
2020-04-22,32
2020-04-23,32
2020-04-24,32
2020-04-25,32
2020-04-26,31
2020-04-27,30
2020-04-28,32
2020-04-29,32
2020-04-30,34
2020-05-01,34
2020-05-02,35
2020-05-03,36
2020-05-04,36
2020-05-05,36
2020-05-06,37
2020-05-07,37
2020-05-08,38
2020-05-09,38
2020-05-10,38
2020-05-11,38
2020-05-12,37
2020-05-13,39
