date_obj,Mithril%20bolts price
2019-09-08,60
2019-09-09,61
2019-09-10,61
2019-09-11,61
2019-09-12,60
2019-09-13,61
2019-09-14,61
2019-09-15,62
2019-09-16,61
2019-09-17,62
2019-09-18,63
2019-09-19,63
2019-09-20,65
2019-09-21,65
2019-09-22,65
2019-09-23,65
2019-09-24,65
2019-09-25,64
2019-09-26,63
2019-09-27,63
2019-09-28,64
2019-09-29,64
2019-09-30,64
2019-10-01,63
2019-10-02,64
2019-10-03,64
2019-10-04,64
2019-10-05,64
2019-10-06,64
2019-10-07,63
2019-10-08,63
2019-10-09,63
2019-10-10,63
2019-10-11,62
2019-10-12,62
2019-10-13,61
2019-10-14,60
2019-10-15,60
2019-10-16,61
2019-10-17,61
2019-10-18,61
2019-10-19,60
2019-10-20,59
2019-10-21,58
2019-10-22,59
2019-10-23,59
2019-10-24,57
2019-10-25,56
2019-10-26,55
2019-10-27,54
2019-10-28,54
2019-10-29,53
2019-10-30,52
2019-10-31,53
2019-11-01,53
2019-11-02,52
2019-11-03,52
2019-11-04,53
2019-11-05,53
2019-11-06,53
2019-11-07,53
2019-11-08,52
2019-11-09,53
2019-11-10,53
2019-11-11,54
2019-11-12,55
2019-11-13,55
2019-11-14,56
2019-11-15,56
2019-11-16,54
2019-11-17,54
2019-11-18,54
2019-11-19,55
2019-11-20,57
2019-11-21,57
2019-11-22,58
2019-11-23,58
2019-11-24,55
2019-11-25,56
2019-11-26,57
2019-11-27,57
2019-11-28,58
2019-11-29,60
2019-11-30,60
2019-12-01,59
2019-12-02,58
2019-12-03,58
2019-12-04,58
2019-12-05,58
2019-12-06,57
2019-12-07,56
2019-12-08,55
2019-12-09,55
2019-12-10,55
2019-12-11,54
2019-12-12,54
2019-12-13,54
2019-12-14,54
2019-12-15,54
2019-12-16,54
2019-12-17,54
2019-12-18,53
2019-12-19,54
2019-12-20,55
2019-12-21,55
2019-12-22,56
2019-12-23,56
2019-12-24,57
2019-12-25,56
2019-12-26,55
2019-12-27,55
2019-12-28,55
2019-12-29,55
2019-12-30,54
2019-12-31,53
2020-01-01,52
2020-01-02,52
2020-01-03,53
2020-01-04,54
2020-01-05,55
2020-01-06,55
2020-01-07,55
2020-01-08,55
2020-01-09,56
2020-01-10,56
2020-01-11,57
2020-01-12,57
2020-01-13,57
2020-01-14,57
2020-01-15,56
2020-01-16,56
2020-01-17,55
2020-01-18,55
2020-01-19,55
2020-01-20,56
2020-01-21,57
2020-01-22,56
2020-01-23,57
2020-01-24,56
2020-01-25,57
2020-01-26,56
2020-01-27,56
2020-01-28,57
2020-01-29,58
2020-01-30,58
2020-01-31,59
2020-02-01,59
2020-02-02,60
2020-02-03,60
2020-02-04,61
2020-02-05,62
2020-02-06,62
2020-02-07,61
2020-02-08,62
2020-02-09,59
2020-02-10,59
2020-02-11,58
2020-02-12,58
2020-02-13,57
2020-02-14,57
2020-02-15,57
2020-02-16,57
2020-02-17,57
2020-02-18,56
2020-02-19,56
2020-02-20,56
2020-02-21,56
2020-02-22,57
2020-02-23,58
2020-02-24,60
2020-02-25,62
2020-02-26,64
2020-02-27,66
2020-02-28,68
2020-02-29,71
2020-03-01,71
2020-03-02,71
2020-03-03,70
2020-03-04,68
2020-03-05,65
2020-03-06,64
2020-03-07,64
2020-03-08,63
2020-03-09,63
2020-03-10,62
2020-03-11,61
2020-03-12,60
2020-03-13,60
2020-03-14,60
2020-03-15,59
2020-03-16,59
2020-03-17,59
2020-03-18,60
2020-03-19,61
2020-03-20,63
2020-03-21,64
2020-03-22,66
2020-03-23,67
2020-03-24,68
2020-03-25,68
2020-03-26,69
2020-03-27,69
2020-03-28,70
2020-03-29,69
2020-03-30,68
2020-03-31,68
2020-04-01,68
2020-04-02,67
2020-04-03,64
2020-04-04,65
2020-04-05,66
2020-04-06,67
2020-04-07,68
2020-04-08,69
2020-04-09,71
2020-04-10,72
2020-04-11,73
2020-04-12,73
2020-04-13,73
2020-04-14,74
2020-04-15,74
2020-04-16,72
2020-04-17,71
2020-04-18,69
2020-04-19,67
2020-04-20,67
2020-04-21,66
2020-04-22,67
2020-04-23,69
2020-04-24,72
2020-04-25,74
2020-04-26,74
2020-04-27,73
2020-04-28,71
2020-04-29,69
2020-04-30,68
2020-05-01,69
2020-05-02,68
2020-05-03,68
2020-05-04,68
2020-05-05,69
2020-05-06,68
2020-05-07,68
2020-05-08,69
2020-05-09,70
2020-05-10,69
2020-05-11,67
2020-05-12,65
2020-05-13,62
