date_obj,Acorn price
2019-08-13,18
2019-08-14,19
2019-08-15,20
2019-08-16,20
2019-08-17,19
2019-08-18,19
2019-08-19,20
2019-08-20,21
2019-08-21,23
2019-08-22,25
2019-08-23,24
2019-08-24,25
2019-08-24,25
2019-08-25,23
2019-08-25,23
2019-08-26,23
2019-08-27,23
2019-08-27,23
2019-08-28,24
2019-08-29,25
2019-08-30,27
2019-08-31,28
2019-09-01,28
2019-09-02,28
2019-09-03,29
2019-09-04,29
2019-09-05,28
2019-09-06,27
2019-09-07,29
2019-09-08,29
2019-09-09,30
2019-09-10,29
2019-09-11,30
2019-09-12,30
2019-09-13,31
2019-09-14,31
2019-09-15,31
2019-09-16,31
2019-09-17,31
2019-09-18,32
2019-09-19,33
2019-09-20,33
2019-09-21,32
2019-09-22,32
2019-09-23,32
2019-09-24,33
2019-09-25,33
2019-09-26,35
2019-09-27,36
2019-09-28,38
2019-09-29,40
2019-09-30,42
2019-10-01,44
2019-10-02,47
2019-10-03,49
2019-10-04,50
2019-10-05,49
2019-10-06,47
2019-10-07,48
2019-10-08,50
2019-10-09,51
2019-10-10,52
2019-10-11,51
2019-10-12,51
2019-10-13,52
2019-10-14,51
2019-10-15,48
2019-10-16,49
2019-10-17,50
2019-10-18,49
2019-10-19,48
2019-10-20,47
2019-10-21,48
2019-10-22,50
2019-10-23,51
2019-10-24,52
2019-10-25,50
2019-10-26,51
2019-10-27,49
2019-10-28,48
2019-10-29,45
2019-10-30,43
2019-10-31,41
2019-11-01,40
2019-11-02,40
2019-11-03,40
2019-11-04,39
2019-11-05,37
2019-11-06,36
2019-11-07,34
2019-11-08,33
2019-11-09,32
2019-11-10,31
2019-11-11,31
2019-11-12,31
2019-11-13,31
2019-11-14,30
2019-11-15,29
2019-11-16,29
2019-11-17,28
2019-11-18,27
2019-11-19,28
2019-11-20,28
2019-11-21,28
2019-11-22,28
2019-11-23,28
2019-11-24,28
2019-11-25,29
2019-11-26,29
2019-11-27,29
2019-11-28,29
2019-11-29,30
2019-11-30,30
2019-12-01,28
2019-12-02,28
2019-12-03,28
2019-12-04,29
2019-12-05,29
2019-12-06,30
2019-12-07,30
2019-12-08,30
2019-12-09,29
2019-12-10,27
2019-12-11,26
2019-12-12,25
2019-12-13,25
2019-12-14,24
2019-12-15,22
2019-12-16,20
2019-12-17,19
2019-12-18,19
2019-12-19,19
2019-12-20,19
2019-12-21,19
2019-12-22,19
2019-12-23,19
2019-12-24,20
2019-12-25,21
2019-12-26,23
2019-12-27,25
2019-12-28,26
2019-12-29,26
2019-12-30,27
2019-12-31,28
2020-01-01,29
2020-01-02,30
2020-01-03,30
2020-01-04,29
2020-01-05,30
2020-01-06,31
2020-01-07,30
2020-01-08,29
2020-01-09,30
2020-01-10,30
2020-01-11,30
2020-01-12,31
2020-01-13,32
2020-01-14,33
2020-01-15,34
2020-01-16,35
2020-01-17,35
2020-01-18,35
2020-01-19,35
2020-01-20,35
2020-01-21,35
2020-01-22,34
2020-01-23,33
2020-01-24,32
2020-01-25,31
2020-01-26,31
2020-01-27,31
2020-01-28,32
2020-01-29,31
2020-01-30,31
2020-01-31,31
2020-02-01,31
2020-02-02,31
2020-02-03,32
2020-02-04,33
2020-02-05,32
2020-02-06,32
2020-02-07,32
2020-02-08,32
2020-02-09,31
2020-02-10,29
2020-02-11,29
2020-02-12,29
2020-02-13,29
2020-02-14,29
2020-02-15,28
2020-02-16,28
2020-02-17,28
2020-02-18,27
2020-02-19,25
2020-02-20,23
2020-02-21,21
2020-02-22,19
2020-02-23,18
2020-02-24,18
2020-02-25,18
2020-02-26,19
2020-02-27,19
2020-02-28,20
2020-02-29,19
2020-03-01,19
2020-03-02,20
2020-03-03,21
2020-03-04,22
2020-03-05,23
2020-03-06,25
2020-03-07,26
2020-03-08,27
2020-03-09,28
2020-03-10,30
2020-03-11,31
2020-03-12,32
2020-03-13,34
2020-03-14,34
2020-03-15,35
2020-03-16,36
2020-03-17,35
2020-03-18,36
2020-03-19,36
2020-03-20,36
2020-03-21,37
2020-03-22,37
2020-03-23,37
2020-03-24,37
2020-03-25,38
2020-03-26,37
2020-03-27,38
2020-03-28,39
2020-03-29,41
2020-03-30,41
2020-03-31,42
2020-04-01,45
2020-04-02,48
2020-04-03,50
2020-04-04,51
2020-04-05,51
2020-04-06,51
2020-04-07,49
2020-04-08,47
2020-04-09,48
2020-04-10,47
2020-04-11,48
2020-04-12,48
2020-04-13,46
2020-04-14,48
2020-04-15,49
2020-04-16,46
2020-04-17,45
2020-04-18,45
2020-04-19,45
2020-04-20,46
2020-04-21,47
2020-04-22,46
2020-04-23,48
2020-04-24,47
2020-04-25,46
2020-04-26,46
2020-04-27,47
2020-04-28,49
2020-04-29,48
2020-04-30,49
2020-05-01,48
2020-05-02,50
2020-05-03,49
2020-05-04,49
2020-05-05,50
2020-05-06,50
2020-05-07,48
2020-05-08,47
2020-05-09,47
2020-05-10,47
2020-05-11,47
2020-05-12,46
2020-05-13,47
