date_obj,Iron%20pickaxe price
2019-08-30,36
2019-08-31,37
2019-09-01,38
2019-09-02,37
2019-09-03,38
2019-09-04,38
2019-09-05,39
2019-09-06,39
2019-09-07,40
2019-09-08,40
2019-09-09,41
2019-09-10,41
2019-09-11,42
2019-09-12,43
2019-09-13,43
2019-09-14,43
2019-09-15,42
2019-09-16,43
2019-09-17,44
2019-09-18,45
2019-09-19,46
2019-09-20,46
2019-09-21,48
2019-09-22,49
2019-09-23,50
2019-09-24,50
2019-09-25,51
2019-09-26,53
2019-09-27,54
2019-09-28,56
2019-09-29,57
2019-09-30,58
2019-10-01,59
2019-10-02,59
2019-10-03,59
2019-10-04,59
2019-10-05,61
2019-10-06,63
2019-10-07,65
2019-10-08,61
2019-10-09,57
2019-10-10,59
2019-10-11,61
2019-10-12,61
2019-10-13,62
2019-10-14,62
2019-10-15,60
2019-10-16,61
2019-10-17,63
2019-10-18,61
2019-10-19,63
2019-10-20,65
2019-10-21,64
2019-10-22,65
2019-10-23,67
2019-10-24,66
2019-10-25,66
2019-10-26,66
2019-10-27,65
2019-10-28,61
2019-10-29,59
2019-10-30,57
2019-10-31,55
2019-11-01,53
2019-11-02,50
2019-11-03,48
2019-11-04,46
2019-11-05,44
2019-11-06,42
2019-11-07,40
2019-11-08,39
2019-11-09,38
2019-11-10,36
2019-11-11,35
2019-11-12,35
2019-11-13,36
2019-11-14,37
2019-11-15,37
2019-11-16,37
2019-11-17,37
2019-11-18,37
2019-11-19,37
2019-11-20,36
2019-11-21,35
2019-11-22,35
2019-11-23,36
2019-11-24,36
2019-11-25,36
2019-11-26,37
2019-11-27,37
2019-11-28,39
2019-11-29,41
2019-11-30,43
2019-12-01,44
2019-12-02,45
2019-12-03,47
2019-12-04,47
2019-12-05,49
2019-12-06,51
2019-12-07,53
2019-12-08,56
2019-12-09,58
2019-12-10,59
2019-12-11,59
2019-12-12,59
2019-12-13,60
2019-12-14,62
2019-12-15,63
2019-12-16,64
2019-12-17,65
2019-12-18,65
2019-12-19,68
2019-12-20,69
2019-12-21,71
2019-12-22,75
2019-12-23,78
2019-12-24,81
2019-12-25,85
2019-12-26,86
2019-12-27,88
2019-12-28,85
2019-12-29,84
2019-12-30,83
2019-12-31,82
2020-01-01,77
2020-01-02,73
2020-01-03,69
2020-01-04,65
2020-01-05,61
2020-01-06,57
2020-01-07,54
2020-01-08,51
2020-01-09,49
2020-01-10,46
2020-01-11,45
2020-01-12,44
2020-01-13,42
2020-01-14,43
2020-01-15,43
2020-01-16,43
2020-01-17,44
2020-01-18,46
2020-01-19,44
2020-01-20,43
2020-01-21,43
2020-01-22,46
2020-01-23,48
2020-01-24,50
2020-01-25,50
2020-01-26,50
2020-01-27,51
2020-01-28,50
2020-01-29,50
2020-01-30,50
2020-01-31,50
2020-02-01,50
2020-02-02,49
2020-02-03,50
2020-02-04,50
2020-02-05,50
2020-02-06,52
2020-02-07,52
2020-02-08,52
2020-02-09,52
2020-02-10,51
2020-02-11,50
2020-02-12,50
2020-02-13,51
2020-02-14,52
2020-02-15,52
2020-02-16,51
2020-02-17,52
2020-02-18,54
2020-02-19,54
2020-02-20,56
2020-02-21,57
2020-02-22,57
2020-02-23,56
2020-02-24,56
2020-02-25,55
2020-02-26,52
2020-02-27,51
2020-02-28,51
2020-02-29,50
2020-03-01,49
2020-03-02,47
2020-03-03,46
2020-03-04,46
2020-03-05,45
2020-03-06,44
2020-03-07,41
2020-03-08,38
2020-03-09,36
2020-03-10,36
2020-03-11,36
2020-03-12,37
2020-03-13,37
2020-03-14,38
2020-03-15,38
2020-03-16,38
2020-03-17,38
2020-03-18,38
2020-03-19,38
2020-03-20,38
2020-03-21,38
2020-03-22,38
2020-03-23,38
2020-03-24,37
2020-03-25,36
2020-03-26,36
2020-03-27,37
2020-03-28,36
2020-03-29,35
2020-03-30,35
2020-03-31,35
2020-04-01,35
2020-04-02,34
2020-04-03,32
2020-04-04,31
2020-04-05,30
2020-04-06,29
2020-04-07,28
2020-04-08,27
2020-04-09,26
2020-04-10,25
2020-04-11,23
2020-04-12,22
2020-04-13,21
2020-04-14,21
2020-04-15,21
2020-04-16,21
2020-04-17,22
2020-04-18,22
2020-04-19,22
2020-04-20,21
2020-04-21,20
2020-04-22,20
2020-04-23,20
2020-04-24,20
2020-04-25,20
2020-04-26,20
2020-04-27,20
2020-04-28,20
2020-04-29,21
2020-04-30,22
2020-05-01,23
2020-05-02,23
2020-05-03,23
2020-05-04,23
2020-05-05,23
2020-05-06,24
2020-05-07,25
2020-05-08,26
2020-05-09,26
2020-05-10,27
2020-05-11,27
2020-05-12,27
2020-05-13,27
