date_obj,Small%20fishing%20net price
2019-09-05,113
2019-09-06,107
2019-09-07,101
2019-09-08,99
2019-09-09,97
2019-09-10,99
2019-09-11,98
2019-09-12,94
2019-09-13,96
2019-09-14,97
2019-09-15,101
2019-09-16,96
2019-09-17,94
2019-09-18,95
2019-09-19,90
2019-09-20,85
2019-09-21,80
2019-09-22,77
2019-09-23,79
2019-09-24,79
2019-09-25,76
2019-09-26,72
2019-09-27,69
2019-09-28,68
2019-09-29,67
2019-09-30,67
2019-10-01,63
2019-10-02,59
2019-10-03,56
2019-10-04,54
2019-10-05,53
2019-10-06,53
2019-10-07,53
2019-10-08,54
2019-10-09,54
2019-10-10,52
2019-10-11,50
2019-10-12,50
2019-10-13,50
2019-10-14,52
2019-10-15,54
2019-10-16,57
2019-10-17,60
2019-10-18,62
2019-10-19,62
2019-10-20,58
2019-10-21,55
2019-10-22,52
2019-10-23,49
2019-10-24,46
2019-10-25,43
2019-10-26,40
2019-10-27,38
2019-10-28,36
2019-10-29,34
2019-10-30,32
2019-10-31,30
2019-11-01,31
2019-11-02,30
2019-11-03,30
2019-11-04,31
2019-11-05,33
2019-11-06,35
2019-11-07,37
2019-11-08,39
2019-11-09,39
2019-11-10,37
2019-11-11,35
2019-11-12,35
2019-11-13,36
2019-11-14,35
2019-11-15,36
2019-11-16,38
2019-11-17,40
2019-11-18,41
2019-11-19,44
2019-11-20,47
2019-11-21,50
2019-11-22,53
2019-11-23,56
2019-11-24,59
2019-11-25,60
2019-11-26,62
2019-11-27,65
2019-11-28,68
2019-11-29,71
2019-11-30,72
2019-12-01,74
2019-12-02,75
2019-12-03,76
2019-12-04,79
2019-12-05,83
2019-12-06,87
2019-12-07,92
2019-12-08,96
2019-12-09,96
2019-12-10,98
2019-12-11,98
2019-12-12,93
2019-12-13,93
2019-12-14,96
2019-12-15,95
2019-12-16,96
2019-12-17,91
2019-12-18,90
2019-12-19,92
2019-12-20,97
2019-12-21,99
2019-12-22,99
2019-12-23,101
2019-12-24,105
2019-12-25,110
2019-12-26,114
2019-12-27,118
2019-12-28,117
2019-12-29,112
2019-12-30,110
2019-12-31,114
2020-01-01,109
2020-01-02,105
2020-01-03,101
2020-01-04,100
2020-01-05,101
2020-01-06,100
2020-01-07,98
2020-01-08,96
2020-01-09,92
2020-01-10,92
2020-01-11,90
2020-01-12,85
2020-01-13,80
2020-01-14,76
2020-01-15,72
2020-01-16,68
2020-01-17,64
2020-01-18,60
2020-01-19,57
2020-01-20,54
2020-01-21,54
2020-01-22,53
2020-01-23,54
2020-01-24,57
2020-01-25,59
2020-01-26,60
2020-01-27,60
2020-01-28,61
2020-01-29,64
2020-01-30,68
2020-01-31,71
2020-02-01,73
2020-02-02,76
2020-02-03,79
2020-02-04,83
2020-02-05,87
2020-02-06,85
2020-02-07,85
2020-02-08,87
2020-02-09,91
2020-02-10,92
2020-02-11,96
2020-02-12,97
2020-02-13,95
2020-02-14,94
2020-02-15,93
2020-02-16,89
2020-02-17,87
2020-02-18,84
2020-02-19,79
2020-02-20,75
2020-02-21,76
2020-02-22,74
2020-02-23,70
2020-02-24,66
2020-02-25,65
2020-02-26,64
2020-02-27,62
2020-02-28,60
2020-02-29,59
2020-03-01,59
2020-03-02,59
2020-03-03,59
2020-03-04,58
2020-03-05,56
2020-03-06,57
2020-03-07,54
2020-03-08,53
2020-03-09,55
2020-03-10,56
2020-03-11,59
2020-03-12,59
2020-03-13,58
2020-03-14,56
2020-03-15,54
2020-03-16,51
2020-03-17,49
2020-03-18,48
2020-03-19,48
2020-03-20,47
2020-03-21,45
2020-03-22,45
2020-03-23,44
2020-03-24,44
2020-03-25,44
2020-03-26,44
2020-03-27,44
2020-03-28,46
2020-03-29,49
2020-03-30,52
2020-03-31,54
2020-04-01,56
2020-04-02,58
2020-04-03,61
2020-04-04,64
2020-04-05,66
2020-04-06,69
2020-04-07,72
2020-04-08,74
2020-04-09,77
2020-04-10,80
2020-04-11,83
2020-04-12,86
2020-04-13,89
2020-04-14,94
2020-04-15,97
2020-04-16,101
2020-04-17,106
2020-04-18,106
2020-04-19,103
2020-04-20,101
2020-04-21,100
2020-04-22,95
2020-04-23,92
2020-04-24,96
2020-04-25,100
2020-04-26,104
2020-04-27,107
2020-04-28,108
2020-04-29,105
2020-04-30,104
2020-05-01,105
2020-05-02,106
2020-05-03,111
2020-05-04,114
2020-05-05,117
2020-05-06,119
2020-05-07,122
2020-05-08,124
2020-05-09,123
2020-05-10,124
2020-05-11,124
2020-05-12,124
2020-05-13,126
