date_obj,Rune%20arrow price
2019-09-03,68
2019-09-04,70
2019-09-05,71
2019-09-06,71
2019-09-07,70
2019-09-08,71
2019-09-09,73
2019-09-10,76
2019-09-11,79
2019-09-12,80
2019-09-13,79
2019-09-14,81
2019-09-15,81
2019-09-16,82
2019-09-17,84
2019-09-18,84
2019-09-19,84
2019-09-20,83
2019-09-21,83
2019-09-22,81
2019-09-23,80
2019-09-24,78
2019-09-25,76
2019-09-26,73
2019-09-27,71
2019-09-28,68
2019-09-29,66
2019-09-30,68
2019-10-01,70
2019-10-02,73
2019-10-03,74
2019-10-04,72
2019-10-05,71
2019-10-06,70
2019-10-07,71
2019-10-08,73
2019-10-09,74
2019-10-10,75
2019-10-11,73
2019-10-12,72
2019-10-13,72
2019-10-14,71
2019-10-15,71
2019-10-16,72
2019-10-17,72
2019-10-18,71
2019-10-19,70
2019-10-20,70
2019-10-21,69
2019-10-22,69
2019-10-23,69
2019-10-24,69
2019-10-25,69
2019-10-26,68
2019-10-27,67
2019-10-28,67
2019-10-29,67
2019-10-30,68
2019-10-31,69
2019-11-01,68
2019-11-02,68
2019-11-03,67
2019-11-04,67
2019-11-05,66
2019-11-06,67
2019-11-07,67
2019-11-08,67
2019-11-09,66
2019-11-10,65
2019-11-11,65
2019-11-12,65
2019-11-13,65
2019-11-14,65
2019-11-15,65
2019-11-16,65
2019-11-17,65
2019-11-18,66
2019-11-19,66
2019-11-20,67
2019-11-21,67
2019-11-22,66
2019-11-23,67
2019-11-24,67
2019-11-25,67
2019-11-26,67
2019-11-27,66
2019-11-28,67
2019-11-29,67
2019-11-30,68
2019-12-01,67
2019-12-02,67
2019-12-03,68
2019-12-04,68
2019-12-05,69
2019-12-06,69
2019-12-07,68
2019-12-08,68
2019-12-09,67
2019-12-10,67
2019-12-11,67
2019-12-12,66
2019-12-13,67
2019-12-14,67
2019-12-15,67
2019-12-16,67
2019-12-17,67
2019-12-18,67
2019-12-19,67
2019-12-20,67
2019-12-21,69
2019-12-22,69
2019-12-23,70
2019-12-24,73
2019-12-25,73
2019-12-26,76
2019-12-27,78
2019-12-28,79
2019-12-29,79
2019-12-30,80
2019-12-31,79
2020-01-01,78
2020-01-02,77
2020-01-03,75
2020-01-04,72
2020-01-05,69
2020-01-06,66
2020-01-07,65
2020-01-08,65
2020-01-09,66
2020-01-10,66
2020-01-11,68
2020-01-12,67
2020-01-13,66
2020-01-14,67
2020-01-15,67
2020-01-16,66
2020-01-17,65
2020-01-18,64
2020-01-19,64
2020-01-20,64
2020-01-21,64
2020-01-22,64
2020-01-23,65
2020-01-24,66
2020-01-25,65
2020-01-26,64
2020-01-27,64
2020-01-28,64
2020-01-29,64
2020-01-30,64
2020-01-31,64
2020-02-01,63
2020-02-02,62
2020-02-03,62
2020-02-04,62
2020-02-05,61
2020-02-06,60
2020-02-07,58
2020-02-08,56
2020-02-09,55
2020-02-10,55
2020-02-11,56
2020-02-12,57
2020-02-13,58
2020-02-14,60
2020-02-15,59
2020-02-16,58
2020-02-17,58
2020-02-18,59
2020-02-19,59
2020-02-20,60
2020-02-21,60
2020-02-22,60
2020-02-23,60
2020-02-24,61
2020-02-25,61
2020-02-26,61
2020-02-27,62
2020-02-28,61
2020-02-29,61
2020-03-01,61
2020-03-02,62
2020-03-03,62
2020-03-04,62
2020-03-05,62
2020-03-06,62
2020-03-07,62
2020-03-08,62
2020-03-09,62
2020-03-10,62
2020-03-11,62
2020-03-12,62
2020-03-13,62
2020-03-14,62
2020-03-15,63
2020-03-16,63
2020-03-17,63
2020-03-18,63
2020-03-19,64
2020-03-20,65
2020-03-21,65
2020-03-22,64
2020-03-23,65
2020-03-24,67
2020-03-25,69
2020-03-26,71
2020-03-27,71
2020-03-28,70
2020-03-29,69
2020-03-30,70
2020-03-31,70
2020-04-01,71
2020-04-02,72
2020-04-03,72
2020-04-04,72
2020-04-05,73
2020-04-06,73
2020-04-07,76
2020-04-08,79
2020-04-09,81
2020-04-10,81
2020-04-11,80
2020-04-12,80
2020-04-13,80
2020-04-14,83
2020-04-15,86
2020-04-16,86
2020-04-17,85
2020-04-18,82
2020-04-19,79
2020-04-20,79
2020-04-21,81
2020-04-22,85
2020-04-23,88
2020-04-24,88
2020-04-25,86
2020-04-26,85
2020-04-27,84
2020-04-28,85
2020-04-29,85
2020-04-30,86
2020-05-01,84
2020-05-02,82
2020-05-03,80
2020-05-04,80
2020-05-05,82
2020-05-06,84
2020-05-07,84
2020-05-08,83
2020-05-09,82
2020-05-10,82
2020-05-11,83
2020-05-12,85
2020-05-13,86
