date_obj,Bronze%20med%20helm price
2019-08-25,56
2019-08-25,56
2019-08-26,57
2019-08-26,57
2019-08-27,56
2019-08-27,56
2019-08-28,54
2019-08-29,54
2019-08-30,53
2019-08-31,53
2019-09-01,52
2019-09-02,52
2019-09-03,51
2019-09-04,51
2019-09-05,52
2019-09-06,52
2019-09-07,53
2019-09-08,53
2019-09-09,53
2019-09-10,54
2019-09-11,55
2019-09-12,56
2019-09-13,57
2019-09-14,57
2019-09-15,55
2019-09-16,54
2019-09-17,54
2019-09-18,54
2019-09-19,53
2019-09-20,52
2019-09-21,53
2019-09-22,52
2019-09-23,51
2019-09-24,51
2019-09-25,51
2019-09-26,52
2019-09-27,53
2019-09-28,55
2019-09-29,57
2019-09-30,59
2019-10-01,59
2019-10-02,56
2019-10-03,53
2019-10-04,52
2019-10-05,52
2019-10-06,54
2019-10-07,53
2019-10-08,51
2019-10-09,49
2019-10-10,52
2019-10-11,54
2019-10-12,54
2019-10-13,53
2019-10-14,52
2019-10-15,51
2019-10-16,52
2019-10-17,52
2019-10-18,53
2019-10-19,52
2019-10-20,52
2019-10-21,54
2019-10-22,53
2019-10-23,53
2019-10-24,53
2019-10-25,52
2019-10-26,52
2019-10-27,54
2019-10-28,54
2019-10-29,55
2019-10-30,57
2019-10-31,58
2019-11-01,57
2019-11-02,58
2019-11-03,59
2019-11-04,59
2019-11-05,60
2019-11-06,60
2019-11-07,60
2019-11-08,60
2019-11-09,60
2019-11-10,60
2019-11-11,62
2019-11-12,64
2019-11-13,65
2019-11-14,68
2019-11-15,71
2019-11-16,75
2019-11-17,74
2019-11-18,76
2019-11-19,76
2019-11-20,75
2019-11-21,74
2019-11-22,73
2019-11-23,70
2019-11-24,69
2019-11-25,70
2019-11-26,72
2019-11-27,70
2019-11-28,73
2019-11-29,73
2019-11-30,75
2019-12-01,77
2019-12-02,77
2019-12-03,77
2019-12-04,78
2019-12-05,76
2019-12-06,77
2019-12-07,78
2019-12-08,78
2019-12-09,77
2019-12-10,76
2019-12-11,78
2019-12-12,79
2019-12-13,78
2019-12-14,78
2019-12-15,78
2019-12-16,79
2019-12-17,78
2019-12-18,77
2019-12-19,77
2019-12-20,78
2019-12-21,78
2019-12-22,80
2019-12-23,82
2019-12-24,85
2019-12-25,86
2019-12-26,82
2019-12-27,79
2019-12-28,77
2019-12-29,76
2019-12-30,76
2019-12-31,76
2020-01-01,77
2020-01-02,76
2020-01-03,78
2020-01-04,77
2020-01-05,78
2020-01-06,79
2020-01-07,78
2020-01-08,77
2020-01-09,78
2020-01-10,76
2020-01-11,74
2020-01-12,73
2020-01-13,72
2020-01-14,71
2020-01-15,74
2020-01-16,76
2020-01-17,76
2020-01-18,76
2020-01-19,76
2020-01-20,75
2020-01-21,76
2020-01-22,75
2020-01-23,76
2020-01-24,75
2020-01-25,75
2020-01-26,76
2020-01-27,76
2020-01-28,76
2020-01-29,76
2020-01-30,75
2020-01-31,76
2020-02-01,75
2020-02-02,76
2020-02-03,77
2020-02-04,76
2020-02-05,75
2020-02-06,76
2020-02-07,76
2020-02-08,77
2020-02-09,77
2020-02-10,77
2020-02-11,77
2020-02-12,78
2020-02-13,77
2020-02-14,76
2020-02-15,76
2020-02-16,77
2020-02-17,77
2020-02-18,76
2020-02-19,76
2020-02-20,76
2020-02-21,76
2020-02-22,76
2020-02-23,75
2020-02-24,76
2020-02-25,76
2020-02-26,76
2020-02-27,76
2020-02-28,75
2020-02-29,75
2020-03-01,75
2020-03-02,76
2020-03-03,76
2020-03-04,76
2020-03-05,75
2020-03-06,73
2020-03-07,72
2020-03-08,73
2020-03-09,73
2020-03-10,74
2020-03-11,74
2020-03-12,75
2020-03-13,77
2020-03-14,77
2020-03-15,78
2020-03-16,77
2020-03-17,76
2020-03-18,77
2020-03-19,77
2020-03-20,76
2020-03-21,75
2020-03-22,73
2020-03-23,73
2020-03-24,73
2020-03-25,72
2020-03-26,73
2020-03-27,74
2020-03-28,72
2020-03-29,71
2020-03-30,72
2020-03-31,74
2020-04-01,71
2020-04-02,71
2020-04-03,73
2020-04-04,73
2020-04-05,73
2020-04-06,73
2020-04-07,75
2020-04-08,76
2020-04-09,76
2020-04-10,75
2020-04-11,73
2020-04-12,75
2020-04-13,76
2020-04-14,77
2020-04-15,76
2020-04-16,76
2020-04-17,77
2020-04-18,76
2020-04-19,76
2020-04-20,77
2020-04-21,76
2020-04-22,77
2020-04-23,77
2020-04-24,77
2020-04-25,78
2020-04-26,78
2020-04-27,77
2020-04-28,75
2020-04-29,74
2020-04-30,75
2020-05-01,74
2020-05-02,74
2020-05-03,76
2020-05-04,75
2020-05-05,75
2020-05-06,74
2020-05-07,72
2020-05-08,73
2020-05-09,73
2020-05-10,71
2020-05-11,71
2020-05-12,70
2020-05-13,67
