date_obj,Calquat%20tree%20seed price
2019-08-19,85
2019-08-20,87
2019-08-21,87
2019-08-22,86
2019-08-23,88
2019-08-24,88
2019-08-24,88
2019-08-25,83
2019-08-25,83
2019-08-26,85
2019-08-27,88
2019-08-27,88
2019-08-28,91
2019-08-29,94
2019-08-30,95
2019-08-31,97
2019-09-01,97
2019-09-02,100
2019-09-03,101
2019-09-04,104
2019-09-05,106
2019-09-06,105
2019-09-07,104
2019-09-08,102
2019-09-09,99
2019-09-10,102
2019-09-11,105
2019-09-12,107
2019-09-13,108
2019-09-14,108
2019-09-15,104
2019-09-16,106
2019-09-17,109
2019-09-18,107
2019-09-19,104
2019-09-20,105
2019-09-21,107
2019-09-22,105
2019-09-23,106
2019-09-24,108
2019-09-25,107
2019-09-26,109
2019-09-27,105
2019-09-28,109
2019-09-29,112
2019-09-30,113
2019-10-01,115
2019-10-02,116
2019-10-03,119
2019-10-04,122
2019-10-05,118
2019-10-06,115
2019-10-07,115
2019-10-08,116
2019-10-09,117
2019-10-10,115
2019-10-11,118
2019-10-12,118
2019-10-13,117
2019-10-14,120
2019-10-15,120
2019-10-16,123
2019-10-17,123
2019-10-18,124
2019-10-19,122
2019-10-20,121
2019-10-21,121
2019-10-22,115
2019-10-23,114
2019-10-24,119
2019-10-25,123
2019-10-26,126
2019-10-27,126
2019-10-28,129
2019-10-29,133
2019-10-30,133
2019-10-31,132
2019-11-01,132
2019-11-02,128
2019-11-03,121
2019-11-04,118
2019-11-05,116
2019-11-06,119
2019-11-07,123
2019-11-08,123
2019-11-09,126
2019-11-10,130
2019-11-11,132
2019-11-12,136
2019-11-13,142
2019-11-14,148
2019-11-15,149
2019-11-16,150
2019-11-17,149
2019-11-18,148
2019-11-19,145
2019-11-20,143
2019-11-21,136
2019-11-22,133
2019-11-23,129
2019-11-24,126
2019-11-25,126
2019-11-26,127
2019-11-27,129
2019-11-28,131
2019-11-29,127
2019-11-30,123
2019-12-01,121
2019-12-02,119
2019-12-03,120
2019-12-04,120
2019-12-05,116
2019-12-06,115
2019-12-07,113
2019-12-08,111
2019-12-09,106
2019-12-10,101
2019-12-11,100
2019-12-12,96
2019-12-13,91
2019-12-14,86
2019-12-15,83
2019-12-16,78
2019-12-17,76
2019-12-18,75
2019-12-19,77
2019-12-20,79
2019-12-21,77
2019-12-22,75
2019-12-23,72
2019-12-24,72
2019-12-25,69
2019-12-26,66
2019-12-27,67
2019-12-28,68
2019-12-29,68
2019-12-30,67
2019-12-31,69
2020-01-01,68
2020-01-02,69
2020-01-03,72
2020-01-04,74
2020-01-05,76
2020-01-06,80
2020-01-07,84
2020-01-08,87
2020-01-09,92
2020-01-10,97
2020-01-11,101
2020-01-12,104
2020-01-13,109
2020-01-14,110
2020-01-15,108
2020-01-16,111
2020-01-17,114
2020-01-18,109
2020-01-19,113
2020-01-20,118
2020-01-21,119
2020-01-22,124
2020-01-23,131
2020-01-24,136
2020-01-25,140
2020-01-26,143
2020-01-27,146
2020-01-28,142
2020-01-29,136
2020-01-30,138
2020-01-31,137
2020-02-01,135
2020-02-02,134
2020-02-03,134
2020-02-04,133
2020-02-05,129
2020-02-06,125
2020-02-07,119
2020-02-08,113
2020-02-09,107
2020-02-10,102
2020-02-11,96
2020-02-12,91
2020-02-13,87
2020-02-14,84
2020-02-15,82
2020-02-16,82
2020-02-17,81
2020-02-18,79
2020-02-19,79
2020-02-20,78
2020-02-21,74
2020-02-22,71
2020-02-23,68
2020-02-24,64
2020-02-25,61
2020-02-26,59
2020-02-27,58
2020-02-28,59
2020-02-29,59
2020-03-01,60
2020-03-02,62
2020-03-03,63
2020-03-04,66
2020-03-05,67
2020-03-06,70
2020-03-07,72
2020-03-08,76
2020-03-09,77
2020-03-10,80
2020-03-11,84
2020-03-12,85
2020-03-13,84
2020-03-14,83
2020-03-15,79
2020-03-16,77
2020-03-17,74
2020-03-18,71
2020-03-19,73
2020-03-20,76
2020-03-21,78
2020-03-22,77
2020-03-23,75
2020-03-24,77
2020-03-25,81
2020-03-26,86
2020-03-27,90
2020-03-28,92
2020-03-29,95
2020-03-30,98
2020-03-31,96
2020-04-01,100
2020-04-02,105
2020-04-03,103
2020-04-04,99
2020-04-05,95
2020-04-06,91
2020-04-07,86
2020-04-08,82
2020-04-09,80
2020-04-10,77
2020-04-11,75
2020-04-12,72
2020-04-13,69
2020-04-14,67
2020-04-15,64
2020-04-16,60
2020-04-17,62
2020-04-18,66
2020-04-19,70
2020-04-20,74
2020-04-21,78
2020-04-22,82
2020-04-23,87
2020-04-24,91
2020-04-25,96
2020-04-26,101
2020-04-27,103
2020-04-28,107
2020-04-29,102
2020-04-30,100
2020-05-01,104
2020-05-02,108
2020-05-03,107
2020-05-04,112
2020-05-05,116
2020-05-06,117
2020-05-07,120
2020-05-08,126
2020-05-09,131
2020-05-10,136
2020-05-11,142
2020-05-12,149
2020-05-13,152
