date_obj,Iron%20platelegs price
2019-09-01,62
2019-09-02,62
2019-09-03,60
2019-09-04,60
2019-09-05,60
2019-09-06,57
2019-09-07,55
2019-09-08,54
2019-09-09,55
2019-09-10,55
2019-09-11,57
2019-09-12,59
2019-09-13,61
2019-09-14,62
2019-09-15,62
2019-09-16,63
2019-09-17,66
2019-09-18,67
2019-09-19,69
2019-09-20,70
2019-09-21,70
2019-09-22,71
2019-09-23,68
2019-09-24,65
2019-09-25,66
2019-09-26,70
2019-09-27,71
2019-09-28,71
2019-09-29,72
2019-09-30,73
2019-10-01,76
2019-10-02,78
2019-10-03,78
2019-10-04,82
2019-10-05,83
2019-10-06,82
2019-10-07,82
2019-10-08,85
2019-10-09,87
2019-10-10,89
2019-10-11,87
2019-10-12,82
2019-10-13,77
2019-10-14,74
2019-10-15,73
2019-10-16,73
2019-10-17,75
2019-10-18,78
2019-10-19,79
2019-10-20,79
2019-10-21,80
2019-10-22,81
2019-10-23,85
2019-10-24,86
2019-10-25,89
2019-10-26,86
2019-10-27,88
2019-10-28,88
2019-10-29,91
2019-10-30,90
2019-10-31,92
2019-11-01,90
2019-11-02,90
2019-11-03,85
2019-11-04,85
2019-11-05,82
2019-11-06,85
2019-11-07,87
2019-11-08,86
2019-11-09,83
2019-11-10,81
2019-11-11,80
2019-11-12,81
2019-11-13,82
2019-11-14,82
2019-11-15,82
2019-11-16,84
2019-11-17,83
2019-11-18,81
2019-11-19,78
2019-11-20,76
2019-11-21,74
2019-11-22,72
2019-11-23,71
2019-11-24,71
2019-11-25,70
2019-11-26,70
2019-11-27,70
2019-11-28,69
2019-11-29,66
2019-11-30,66
2019-12-01,64
2019-12-02,63
2019-12-03,63
2019-12-04,63
2019-12-05,60
2019-12-06,58
2019-12-07,59
2019-12-08,62
2019-12-09,63
2019-12-10,63
2019-12-11,65
2019-12-12,65
2019-12-13,66
2019-12-14,68
2019-12-15,71
2019-12-16,75
2019-12-17,79
2019-12-18,83
2019-12-19,86
2019-12-20,87
2019-12-21,89
2019-12-22,89
2019-12-23,90
2019-12-24,90
2019-12-25,87
2019-12-26,87
2019-12-27,87
2019-12-28,84
2019-12-29,82
2019-12-30,79
2019-12-31,77
2020-01-01,81
2020-01-02,85
2020-01-03,86
2020-01-04,86
2020-01-05,89
2020-01-06,87
2020-01-07,86
2020-01-08,81
2020-01-09,80
2020-01-10,81
2020-01-11,77
2020-01-12,74
2020-01-13,73
2020-01-14,71
2020-01-15,72
2020-01-16,75
2020-01-17,78
2020-01-18,80
2020-01-19,83
2020-01-20,86
2020-01-21,87
2020-01-22,89
2020-01-23,87
2020-01-24,85
2020-01-25,82
2020-01-26,80
2020-01-27,79
2020-01-28,80
2020-01-29,80
2020-01-30,80
2020-01-31,82
2020-02-01,83
2020-02-02,81
2020-02-03,79
2020-02-04,79
2020-02-05,79
2020-02-06,78
2020-02-07,77
2020-02-08,79
2020-02-09,79
2020-02-10,79
2020-02-11,78
2020-02-12,78
2020-02-13,79
2020-02-14,81
2020-02-15,83
2020-02-16,88
2020-02-17,92
2020-02-18,96
2020-02-19,93
2020-02-20,97
2020-02-21,94
2020-02-22,99
2020-02-23,101
2020-02-24,102
2020-02-25,102
2020-02-26,102
2020-02-27,103
2020-02-28,103
2020-02-29,102
2020-03-01,103
2020-03-02,101
2020-03-03,97
2020-03-04,94
2020-03-05,92
2020-03-06,88
2020-03-07,86
2020-03-08,83
2020-03-09,81
2020-03-10,80
2020-03-11,79
2020-03-12,80
2020-03-13,81
2020-03-14,80
2020-03-15,80
2020-03-16,82
2020-03-17,79
2020-03-18,76
2020-03-19,76
2020-03-20,74
2020-03-21,74
2020-03-22,74
2020-03-23,70
2020-03-24,68
2020-03-25,65
2020-03-26,65
2020-03-27,66
2020-03-28,65
2020-03-29,63
2020-03-30,62
2020-03-31,61
2020-04-01,61
2020-04-02,59
2020-04-03,57
2020-04-04,54
2020-04-05,51
2020-04-06,52
2020-04-07,51
2020-04-08,50
2020-04-09,51
2020-04-10,49
2020-04-11,49
2020-04-12,50
2020-04-13,48
2020-04-14,46
2020-04-15,48
2020-04-16,49
2020-04-17,47
2020-04-18,46
2020-04-19,46
2020-04-20,48
2020-04-21,49
2020-04-22,50
2020-04-23,51
2020-04-24,51
2020-04-25,50
2020-04-26,52
2020-04-27,52
2020-04-28,52
2020-04-29,50
2020-04-30,51
2020-05-01,50
2020-05-02,50
2020-05-03,50
2020-05-04,51
2020-05-05,52
2020-05-06,52
2020-05-07,54
2020-05-08,54
2020-05-09,54
2020-05-10,55
2020-05-11,57
2020-05-12,59
2020-05-13,60
