date_obj,Bronze%20platebody price
2019-08-24,54
2019-08-25,53
2019-08-25,53
2019-08-26,54
2019-08-26,54
2019-08-27,54
2019-08-27,54
2019-08-28,53
2019-08-29,50
2019-08-30,49
2019-08-31,46
2019-09-01,44
2019-09-02,47
2019-09-03,49
2019-09-04,51
2019-09-05,52
2019-09-06,53
2019-09-07,52
2019-09-08,50
2019-09-09,50
2019-09-10,53
2019-09-11,55
2019-09-12,57
2019-09-13,58
2019-09-14,59
2019-09-15,57
2019-09-16,55
2019-09-17,55
2019-09-18,55
2019-09-19,56
2019-09-20,55
2019-09-21,57
2019-09-22,58
2019-09-23,59
2019-09-24,60
2019-09-25,61
2019-09-26,60
2019-09-27,60
2019-09-28,59
2019-09-29,58
2019-09-30,57
2019-10-01,55
2019-10-02,53
2019-10-03,51
2019-10-04,48
2019-10-05,45
2019-10-06,44
2019-10-07,45
2019-10-08,48
2019-10-09,48
2019-10-10,51
2019-10-11,54
2019-10-12,56
2019-10-13,57
2019-10-14,57
2019-10-15,57
2019-10-16,56
2019-10-17,56
2019-10-18,56
2019-10-19,55
2019-10-20,56
2019-10-21,57
2019-10-22,58
2019-10-23,58
2019-10-24,60
2019-10-25,59
2019-10-26,59
2019-10-27,60
2019-10-28,60
2019-10-29,60
2019-10-30,59
2019-10-31,60
2019-11-01,60
2019-11-02,60
2019-11-03,61
2019-11-04,60
2019-11-05,60
2019-11-06,60
2019-11-07,57
2019-11-08,54
2019-11-09,52
2019-11-10,50
2019-11-11,50
2019-11-12,53
2019-11-13,55
2019-11-14,56
2019-11-15,57
2019-11-16,59
2019-11-17,59
2019-11-18,60
2019-11-19,59
2019-11-20,61
2019-11-21,61
2019-11-22,61
2019-11-23,63
2019-11-24,64
2019-11-25,63
2019-11-26,64
2019-11-27,64
2019-11-28,64
2019-11-29,64
2019-11-30,62
2019-12-01,61
2019-12-02,62
2019-12-03,64
2019-12-04,65
2019-12-05,65
2019-12-06,66
2019-12-07,68
2019-12-08,68
2019-12-09,68
2019-12-10,69
2019-12-11,68
2019-12-12,68
2019-12-13,69
2019-12-14,68
2019-12-15,68
2019-12-16,67
2019-12-17,66
2019-12-18,66
2019-12-19,65
2019-12-20,63
2019-12-21,61
2019-12-22,59
2019-12-23,58
2019-12-24,57
2019-12-25,55
2019-12-26,54
2019-12-27,53
2019-12-28,52
2019-12-29,53
2019-12-30,53
2019-12-31,54
2020-01-01,55
2020-01-02,54
2020-01-03,53
2020-01-04,51
2020-01-05,51
2020-01-06,49
2020-01-07,48
2020-01-08,48
2020-01-09,46
2020-01-10,45
2020-01-11,44
2020-01-12,44
2020-01-13,44
2020-01-14,44
2020-01-15,46
2020-01-16,48
2020-01-17,49
2020-01-18,50
2020-01-19,53
2020-01-20,56
2020-01-21,56
2020-01-22,57
2020-01-23,57
2020-01-24,56
2020-01-25,57
2020-01-26,58
2020-01-27,60
2020-01-28,60
2020-01-29,60
2020-01-30,61
2020-01-31,59
2020-02-01,60
2020-02-02,61
2020-02-03,64
2020-02-04,67
2020-02-05,69
2020-02-06,69
2020-02-07,70
2020-02-08,71
2020-02-09,70
2020-02-10,68
2020-02-11,68
2020-02-12,67
2020-02-13,64
2020-02-14,62
2020-02-15,62
2020-02-16,59
2020-02-17,58
2020-02-18,57
2020-02-19,56
2020-02-20,56
2020-02-21,56
2020-02-22,56
2020-02-23,55
2020-02-24,52
2020-02-25,54
2020-02-26,57
2020-02-27,59
2020-02-28,59
2020-02-29,59
2020-03-01,60
2020-03-02,61
2020-03-03,62
2020-03-04,62
2020-03-05,64
2020-03-06,65
2020-03-07,68
2020-03-08,69
2020-03-09,70
2020-03-10,71
2020-03-11,71
2020-03-12,70
2020-03-13,70
2020-03-14,67
2020-03-15,64
2020-03-16,66
2020-03-17,66
2020-03-18,67
2020-03-19,71
2020-03-20,72
2020-03-21,74
2020-03-22,77
2020-03-23,79
2020-03-24,76
2020-03-25,72
2020-03-26,73
2020-03-27,77
2020-03-28,78
2020-03-29,79
2020-03-30,82
2020-03-31,86
2020-04-01,85
2020-04-02,81
2020-04-03,81
2020-04-04,77
2020-04-05,75
2020-04-06,72
2020-04-07,70
2020-04-08,67
2020-04-09,65
2020-04-10,62
2020-04-11,60
2020-04-12,57
2020-04-13,55
2020-04-14,53
2020-04-15,51
2020-04-16,48
2020-04-17,46
2020-04-18,44
2020-04-19,43
2020-04-20,41
2020-04-21,40
2020-04-22,39
2020-04-23,39
2020-04-24,39
2020-04-25,37
2020-04-26,36
2020-04-27,34
2020-04-28,33
2020-04-29,33
2020-04-30,33
2020-05-01,32
2020-05-02,31
2020-05-03,30
2020-05-04,30
2020-05-05,30
2020-05-06,28
2020-05-07,26
2020-05-08,25
2020-05-09,24
2020-05-10,22
2020-05-11,21
2020-05-12,20
2020-05-13,20
