date_obj,Limpwurt%20seed price
2019-07-22,95
2019-07-23,93
2019-07-24,91
2019-07-25,90
2019-07-26,92
2019-07-27,92
2019-07-28,93
2019-07-29,95
2019-07-30,96
2019-07-31,98
2019-08-01,99
2019-08-02,102
2019-08-03,103
2019-08-04,103
2019-08-05,101
2019-08-06,102
2019-08-07,101
2019-08-08,103
2019-08-09,103
2019-08-10,101
2019-08-11,101
2019-08-12,99
2019-08-13,101
2019-08-14,98
2019-08-15,98
2019-08-16,97
2019-08-17,95
2019-08-18,98
2019-08-19,98
2019-08-20,100
2019-08-21,101
2019-08-22,103
2019-08-23,105
2019-08-24,107
2019-08-24,107
2019-08-25,111
2019-08-25,111
2019-08-26,115
2019-08-26,115
2019-08-27,119
2019-08-27,119
2019-08-28,121
2019-08-29,126
2019-08-30,127
2019-08-31,124
2019-09-01,125
2019-09-02,126
2019-09-03,125
2019-09-04,123
2019-09-05,123
2019-09-06,119
2019-09-07,115
2019-09-08,114
2019-09-09,116
2019-09-10,117
2019-09-11,117
2019-09-12,119
2019-09-13,119
2019-09-14,120
2019-09-15,118
2019-09-16,115
2019-09-17,114
2019-09-18,115
2019-09-19,117
2019-09-20,115
2019-09-21,114
2019-09-22,117
2019-09-23,119
2019-09-24,115
2019-09-25,116
2019-09-26,117
2019-09-27,117
2019-09-28,118
2019-09-29,114
2019-09-30,109
2019-10-01,109
2019-10-02,112
2019-10-03,115
2019-10-04,117
2019-10-05,119
2019-10-06,120
2019-10-07,119
2019-10-08,120
2019-10-09,122
2019-10-10,123
2019-10-11,121
2019-10-12,121
2019-10-13,122
2019-10-14,123
2019-10-15,124
2019-10-16,124
2019-10-17,123
2019-10-18,123
2019-10-19,123
2019-10-20,124
2019-10-21,123
2019-10-22,125
2019-10-23,125
2019-10-24,129
2019-10-25,128
2019-10-26,129
2019-10-27,129
2019-10-28,130
2019-10-29,131
2019-10-30,132
2019-10-31,132
2019-11-01,132
2019-11-02,130
2019-11-03,133
2019-11-04,133
2019-11-05,133
2019-11-06,133
2019-11-07,133
2019-11-08,131
2019-11-09,129
2019-11-10,123
2019-11-11,117
2019-11-12,112
2019-11-13,108
2019-11-14,102
2019-11-15,98
2019-11-16,98
2019-11-17,94
2019-11-18,90
2019-11-19,86
2019-11-20,83
2019-11-21,79
2019-11-22,75
2019-11-23,72
2019-11-24,69
2019-11-25,67
2019-11-26,63
2019-11-27,61
2019-11-28,57
2019-11-29,56
2019-11-30,54
2019-12-01,53
2019-12-02,50
2019-12-03,48
2019-12-04,48
2019-12-05,46
2019-12-06,44
2019-12-07,43
2019-12-08,41
2019-12-09,41
2019-12-10,39
2019-12-11,39
2019-12-12,38
2019-12-13,36
2019-12-14,36
2019-12-15,37
2019-12-16,37
2019-12-17,39
2019-12-18,41
2019-12-19,41
2019-12-20,42
2019-12-21,42
2019-12-22,41
2019-12-23,40
2019-12-24,40
2019-12-25,38
2019-12-26,37
2019-12-27,36
2019-12-28,36
2019-12-29,34
2019-12-30,35
2019-12-31,34
2020-01-01,32
2020-01-02,31
2020-01-03,31
2020-01-04,31
2020-01-05,32
2020-01-06,31
2020-01-07,30
2020-01-08,29
2020-01-09,29
2020-01-10,29
2020-01-11,29
2020-01-12,29
2020-01-13,29
2020-01-14,29
2020-01-15,30
2020-01-16,32
2020-01-17,34
2020-01-18,36
2020-01-19,38
2020-01-20,40
2020-01-21,42
2020-01-22,45
2020-01-23,48
2020-01-24,51
2020-01-25,54
2020-01-26,57
2020-01-27,59
2020-01-28,61
2020-01-29,64
2020-01-30,67
2020-01-31,69
2020-02-01,70
2020-02-02,69
2020-02-03,67
2020-02-04,68
2020-02-05,66
2020-02-06,66
2020-02-07,68
2020-02-08,68
2020-02-09,68
2020-02-10,66
2020-02-11,67
2020-02-12,70
2020-02-13,73
2020-02-14,77
2020-02-15,80
2020-02-16,83
2020-02-17,87
2020-02-18,88
2020-02-19,90
2020-02-20,94
2020-02-21,98
2020-02-22,98
2020-02-23,97
2020-02-24,97
2020-02-25,96
2020-02-26,97
2020-02-27,98
2020-02-28,97
2020-02-29,95
2020-03-01,96
2020-03-02,99
2020-03-03,101
2020-03-04,100
2020-03-05,99
2020-03-06,99
2020-03-07,98
2020-03-08,97
2020-03-09,95
2020-03-10,95
2020-03-11,94
2020-03-12,93
2020-03-13,94
2020-03-14,95
2020-03-15,95
2020-03-16,95
2020-03-17,93
2020-03-18,89
2020-03-19,87
2020-03-20,85
2020-03-21,82
2020-03-22,78
2020-03-23,75
2020-03-24,71
2020-03-25,67
2020-03-26,63
2020-03-27,59
2020-03-28,57
2020-03-29,54
2020-03-30,51
2020-03-31,49
2020-04-01,46
2020-04-02,43
2020-04-03,40
2020-04-04,38
2020-04-05,38
2020-04-06,37
2020-04-07,36
2020-04-08,37
2020-04-09,38
2020-04-10,39
2020-04-11,40
2020-04-12,39
2020-04-13,40
2020-04-14,42
2020-04-15,43
2020-04-16,45
2020-04-17,47
2020-04-18,48
2020-04-19,49
2020-04-20,50
2020-04-21,53
2020-04-22,56
2020-04-23,57
2020-04-24,59
2020-04-25,61
2020-04-26,63
2020-04-27,65
2020-04-28,68
2020-04-29,71
2020-04-30,74
2020-05-01,75
2020-05-02,78
2020-05-03,77
2020-05-04,74
2020-05-05,75
2020-05-06,73
2020-05-07,72
2020-05-08,72
2020-05-09,69
2020-05-10,66
2020-05-11,63
2020-05-12,59
2020-05-13,56
