date_obj,Needle price
2019-09-08,32
2019-09-09,32
2019-09-10,31
2019-09-11,31
2019-09-12,32
2019-09-13,31
2019-09-14,31
2019-09-15,31
2019-09-16,31
2019-09-17,31
2019-09-18,31
2019-09-19,31
2019-09-20,30
2019-09-21,30
2019-09-22,30
2019-09-23,31
2019-09-24,31
2019-09-25,31
2019-09-26,31
2019-09-27,31
2019-09-28,30
2019-09-29,30
2019-09-30,30
2019-10-01,30
2019-10-02,30
2019-10-03,31
2019-10-04,31
2019-10-05,31
2019-10-06,31
2019-10-07,31
2019-10-08,31
2019-10-09,31
2019-10-10,31
2019-10-11,31
2019-10-12,31
2019-10-13,29
2019-10-14,30
2019-10-15,31
2019-10-16,31
2019-10-17,31
2019-10-18,31
2019-10-19,31
2019-10-20,31
2019-10-21,31
2019-10-22,31
2019-10-23,31
2019-10-24,31
2019-10-25,32
2019-10-26,32
2019-10-27,33
2019-10-28,31
2019-10-29,29
2019-10-30,27
2019-10-31,25
2019-11-01,24
2019-11-02,23
2019-11-03,23
2019-11-04,22
2019-11-05,20
2019-11-06,20
2019-11-07,19
2019-11-08,20
2019-11-09,20
2019-11-10,19
2019-11-11,19
2019-11-12,19
2019-11-13,19
2019-11-14,19
2019-11-15,18
2019-11-16,19
2019-11-17,20
2019-11-18,21
2019-11-19,23
2019-11-20,25
2019-11-21,27
2019-11-22,27
2019-11-23,26
2019-11-24,26
2019-11-25,27
2019-11-26,28
2019-11-27,27
2019-11-28,26
2019-11-29,25
2019-11-30,26
2019-12-01,28
2019-12-02,28
2019-12-03,27
2019-12-04,26
2019-12-05,27
2019-12-06,28
2019-12-07,28
2019-12-08,28
2019-12-09,30
2019-12-10,31
2019-12-11,33
2019-12-12,34
2019-12-13,33
2019-12-14,32
2019-12-15,31
2019-12-16,31
2019-12-17,32
2019-12-18,32
2019-12-19,33
2019-12-20,34
2019-12-21,33
2019-12-22,32
2019-12-23,34
2019-12-24,35
2019-12-25,34
2019-12-26,34
2019-12-27,34
2019-12-28,33
2019-12-29,33
2019-12-30,32
2019-12-31,30
2020-01-01,28
2020-01-02,26
2020-01-03,24
2020-01-04,22
2020-01-05,20
2020-01-06,19
2020-01-07,18
2020-01-08,17
2020-01-09,16
2020-01-10,16
2020-01-11,16
2020-01-12,15
2020-01-13,15
2020-01-14,15
2020-01-15,14
2020-01-16,14
2020-01-17,15
2020-01-18,16
2020-01-19,17
2020-01-20,18
2020-01-21,19
2020-01-22,20
2020-01-23,21
2020-01-24,21
2020-01-25,20
2020-01-26,20
2020-01-27,21
2020-01-28,22
2020-01-29,24
2020-01-30,25
2020-01-31,25
2020-02-01,27
2020-02-02,27
2020-02-03,26
2020-02-04,25
2020-02-05,24
2020-02-06,23
2020-02-07,21
2020-02-08,20
2020-02-09,20
2020-02-10,19
2020-02-11,19
2020-02-12,19
2020-02-13,18
2020-02-14,18
2020-02-15,18
2020-02-16,17
2020-02-17,16
2020-02-18,16
2020-02-19,17
2020-02-20,18
2020-02-21,18
2020-02-22,18
2020-02-23,18
2020-02-24,19
2020-02-25,19
2020-02-26,19
2020-02-27,20
2020-02-28,21
2020-02-29,23
2020-03-01,25
2020-03-02,27
2020-03-03,29
2020-03-04,31
2020-03-05,33
2020-03-06,35
2020-03-07,37
2020-03-08,39
2020-03-09,41
2020-03-10,43
2020-03-11,40
2020-03-12,38
2020-03-13,37
2020-03-14,36
2020-03-15,34
2020-03-16,33
2020-03-17,33
2020-03-18,33
2020-03-19,35
2020-03-20,36
2020-03-21,36
2020-03-22,35
2020-03-23,34
2020-03-24,33
2020-03-25,33
2020-03-26,33
2020-03-27,33
2020-03-28,34
2020-03-29,36
2020-03-30,38
2020-03-31,40
2020-04-01,42
2020-04-02,44
2020-04-03,41
2020-04-04,39
2020-04-05,37
2020-04-06,36
2020-04-07,35
2020-04-08,36
2020-04-09,37
2020-04-10,39
2020-04-11,41
2020-04-12,42
2020-04-13,42
2020-04-14,43
2020-04-15,46
2020-04-16,48
2020-04-17,51
2020-04-18,54
2020-04-19,57
2020-04-20,60
2020-04-21,63
2020-04-22,66
2020-04-23,68
2020-04-24,68
2020-04-25,70
2020-04-26,69
2020-04-27,68
2020-04-28,66
2020-04-29,63
2020-04-30,62
2020-05-01,66
2020-05-02,68
2020-05-03,71
2020-05-04,71
2020-05-05,70
2020-05-06,68
2020-05-07,65
2020-05-08,63
2020-05-09,65
2020-05-10,63
2020-05-11,59
2020-05-12,56
2020-05-13,53
