date_obj,Redberries price
2019-09-07,34
2019-09-08,36
2019-09-09,38
2019-09-10,40
2019-09-11,40
2019-09-12,42
2019-09-13,44
2019-09-14,47
2019-09-15,48
2019-09-16,50
2019-09-17,50
2019-09-18,51
2019-09-19,51
2019-09-20,51
2019-09-21,51
2019-09-22,51
2019-09-23,52
2019-09-24,55
2019-09-25,56
2019-09-26,58
2019-09-27,58
2019-09-28,57
2019-09-29,58
2019-09-30,60
2019-10-01,63
2019-10-02,66
2019-10-03,65
2019-10-04,65
2019-10-05,66
2019-10-06,67
2019-10-07,66
2019-10-08,68
2019-10-09,69
2019-10-10,68
2019-10-11,69
2019-10-12,69
2019-10-13,72
2019-10-14,68
2019-10-15,67
2019-10-16,66
2019-10-17,65
2019-10-18,67
2019-10-19,66
2019-10-20,66
2019-10-21,65
2019-10-22,67
2019-10-23,67
2019-10-24,64
2019-10-25,60
2019-10-26,61
2019-10-27,60
2019-10-28,58
2019-10-29,59
2019-10-30,61
2019-10-31,60
2019-11-01,58
2019-11-02,56
2019-11-03,54
2019-11-04,52
2019-11-05,50
2019-11-06,51
2019-11-07,53
2019-11-08,52
2019-11-09,50
2019-11-10,52
2019-11-11,51
2019-11-12,51
2019-11-13,49
2019-11-14,47
2019-11-15,47
2019-11-16,47
2019-11-17,47
2019-11-18,46
2019-11-19,43
2019-11-20,43
2019-11-21,40
2019-11-22,38
2019-11-23,36
2019-11-24,37
2019-11-25,37
2019-11-26,37
2019-11-27,36
2019-11-28,35
2019-11-29,34
2019-11-30,34
2019-12-01,34
2019-12-02,33
2019-12-03,33
2019-12-04,34
2019-12-05,35
2019-12-06,34
2019-12-07,32
2019-12-08,31
2019-12-09,30
2019-12-10,30
2019-12-11,29
2019-12-12,30
2019-12-13,31
2019-12-14,33
2019-12-15,34
2019-12-16,32
2019-12-17,31
2019-12-18,33
2019-12-19,32
2019-12-20,33
2019-12-21,33
2019-12-22,33
2019-12-23,34
2019-12-24,34
2019-12-25,33
2019-12-26,32
2019-12-27,32
2019-12-28,32
2019-12-29,34
2019-12-30,35
2019-12-31,37
2020-01-01,37
2020-01-02,39
2020-01-03,41
2020-01-04,44
2020-01-05,47
2020-01-06,50
2020-01-07,52
2020-01-08,49
2020-01-09,48
2020-01-10,49
2020-01-11,51
2020-01-12,51
2020-01-13,54
2020-01-14,57
2020-01-15,58
2020-01-16,61
2020-01-17,64
2020-01-18,66
2020-01-19,66
2020-01-20,67
2020-01-21,64
2020-01-22,64
2020-01-23,61
2020-01-24,62
2020-01-25,63
2020-01-26,66
2020-01-27,70
2020-01-28,74
2020-01-29,74
2020-01-30,71
2020-01-31,71
2020-02-01,74
2020-02-02,72
2020-02-03,73
2020-02-04,71
2020-02-05,72
2020-02-06,71
2020-02-07,68
2020-02-08,70
2020-02-09,66
2020-02-10,65
2020-02-11,63
2020-02-12,63
2020-02-13,62
2020-02-14,60
2020-02-15,57
2020-02-16,54
2020-02-17,51
2020-02-18,49
2020-02-19,47
2020-02-20,49
2020-02-21,50
2020-02-22,49
2020-02-23,49
2020-02-24,48
2020-02-25,46
2020-02-26,45
2020-02-27,42
2020-02-28,42
2020-02-29,41
2020-03-01,43
2020-03-02,42
2020-03-03,42
2020-03-04,43
2020-03-05,42
2020-03-06,42
2020-03-07,42
2020-03-08,42
2020-03-09,44
2020-03-10,45
2020-03-11,47
2020-03-12,49
2020-03-13,50
2020-03-14,51
2020-03-15,50
2020-03-16,50
2020-03-17,50
2020-03-18,51
2020-03-19,51
2020-03-20,49
2020-03-21,48
2020-03-22,46
2020-03-23,45
2020-03-24,43
2020-03-25,40
2020-03-26,38
2020-03-27,40
2020-03-28,41
2020-03-29,43
2020-03-30,46
2020-03-31,49
2020-04-01,51
2020-04-02,52
2020-04-03,52
2020-04-04,52
2020-04-05,50
2020-04-06,49
2020-04-07,51
2020-04-08,54
2020-04-09,57
2020-04-10,60
2020-04-11,62
2020-04-12,65
2020-04-13,65
2020-04-14,66
2020-04-15,70
2020-04-16,74
2020-04-17,78
2020-04-18,82
2020-04-19,87
2020-04-20,92
2020-04-21,88
2020-04-22,85
2020-04-23,84
2020-04-24,84
2020-04-25,79
2020-04-26,77
2020-04-27,74
2020-04-28,71
2020-04-29,67
2020-04-30,65
2020-05-01,64
2020-05-02,64
2020-05-03,65
2020-05-04,69
2020-05-05,73
2020-05-06,77
2020-05-07,81
2020-05-08,86
2020-05-09,91
2020-05-10,96
2020-05-11,101
2020-05-12,107
2020-05-13,112
