date_obj,Steel%20scimitar price
2019-09-06,64
2019-09-07,64
2019-09-08,62
2019-09-09,58
2019-09-10,56
2019-09-11,55
2019-09-12,55
2019-09-13,55
2019-09-14,55
2019-09-15,54
2019-09-16,54
2019-09-17,55
2019-09-18,53
2019-09-19,52
2019-09-20,51
2019-09-21,49
2019-09-22,47
2019-09-23,48
2019-09-24,49
2019-09-25,47
2019-09-26,46
2019-09-27,44
2019-09-28,44
2019-09-29,41
2019-09-30,43
2019-10-01,46
2019-10-02,49
2019-10-03,52
2019-10-04,52
2019-10-05,52
2019-10-06,52
2019-10-07,52
2019-10-08,52
2019-10-09,52
2019-10-10,51
2019-10-11,51
2019-10-12,51
2019-10-13,50
2019-10-14,50
2019-10-15,49
2019-10-16,48
2019-10-17,48
2019-10-18,50
2019-10-19,49
2019-10-20,50
2019-10-21,51
2019-10-22,52
2019-10-23,54
2019-10-24,55
2019-10-25,55
2019-10-26,54
2019-10-27,52
2019-10-28,52
2019-10-29,51
2019-10-30,51
2019-10-31,53
2019-11-01,52
2019-11-02,53
2019-11-03,53
2019-11-04,55
2019-11-05,55
2019-11-06,56
2019-11-07,57
2019-11-08,57
2019-11-09,57
2019-11-10,56
2019-11-11,55
2019-11-12,54
2019-11-13,53
2019-11-14,53
2019-11-15,54
2019-11-16,54
2019-11-17,54
2019-11-18,53
2019-11-19,52
2019-11-20,52
2019-11-21,51
2019-11-22,51
2019-11-23,52
2019-11-24,51
2019-11-25,50
2019-11-26,52
2019-11-27,52
2019-11-28,55
2019-11-29,58
2019-11-30,60
2019-12-01,61
2019-12-02,65
2019-12-03,67
2019-12-04,68
2019-12-05,69
2019-12-06,73
2019-12-07,77
2019-12-08,81
2019-12-09,82
2019-12-10,82
2019-12-11,83
2019-12-12,80
2019-12-13,81
2019-12-14,80
2019-12-15,80
2019-12-16,81
2019-12-17,81
2019-12-18,81
2019-12-19,81
2019-12-20,82
2019-12-21,83
2019-12-22,84
2019-12-23,85
2019-12-24,84
2019-12-25,84
2019-12-26,84
2019-12-27,86
2019-12-28,87
2019-12-29,87
2019-12-30,88
2019-12-31,89
2020-01-01,90
2020-01-02,90
2020-01-03,92
2020-01-04,91
2020-01-05,91
2020-01-06,93
2020-01-07,93
2020-01-08,93
2020-01-09,95
2020-01-10,96
2020-01-11,96
2020-01-12,95
2020-01-13,96
2020-01-14,97
2020-01-15,97
2020-01-16,97
2020-01-17,97
2020-01-18,96
2020-01-19,96
2020-01-20,95
2020-01-21,95
2020-01-22,98
2020-01-23,101
2020-01-24,102
2020-01-25,103
2020-01-26,101
2020-01-27,101
2020-01-28,103
2020-01-29,104
2020-01-30,103
2020-01-31,101
2020-02-01,101
2020-02-02,102
2020-02-03,100
2020-02-04,98
2020-02-05,99
2020-02-06,98
2020-02-07,100
2020-02-08,98
2020-02-09,96
2020-02-10,94
2020-02-11,95
2020-02-12,97
2020-02-13,100
2020-02-14,98
2020-02-15,94
2020-02-16,91
2020-02-17,88
2020-02-18,89
2020-02-19,90
2020-02-20,92
2020-02-21,90
2020-02-22,89
2020-02-23,86
2020-02-24,84
2020-02-25,87
2020-02-26,89
2020-02-27,87
2020-02-28,87
2020-02-29,89
2020-03-01,93
2020-03-02,93
2020-03-03,97
2020-03-04,99
2020-03-05,101
2020-03-06,101
2020-03-07,96
2020-03-08,95
2020-03-09,97
2020-03-10,96
2020-03-11,98
2020-03-12,100
2020-03-13,101
2020-03-14,101
2020-03-15,101
2020-03-16,103
2020-03-17,103
2020-03-18,104
2020-03-19,104
2020-03-20,104
2020-03-21,104
2020-03-22,105
2020-03-23,104
2020-03-24,102
2020-03-25,99
2020-03-26,97
2020-03-27,99
2020-03-28,96
2020-03-29,93
2020-03-30,91
2020-03-31,86
2020-04-01,82
2020-04-02,77
2020-04-03,74
2020-04-04,71
2020-04-05,68
2020-04-06,65
2020-04-07,64
2020-04-08,62
2020-04-09,59
2020-04-10,59
2020-04-11,57
2020-04-12,56
2020-04-13,56
2020-04-14,55
2020-04-15,56
2020-04-16,57
2020-04-17,57
2020-04-18,57
2020-04-19,56
2020-04-20,56
2020-04-21,56
2020-04-22,55
2020-04-23,56
2020-04-24,58
2020-04-25,57
2020-04-26,57
2020-04-27,55
2020-04-28,52
2020-04-29,50
2020-04-30,50
2020-05-01,50
2020-05-02,50
2020-05-03,50
2020-05-04,50
2020-05-05,51
2020-05-06,50
2020-05-07,50
2020-05-08,51
2020-05-09,52
2020-05-10,52
2020-05-11,52
2020-05-12,50
2020-05-13,50
