date_obj,Black%20knife price
2019-08-25,36
2019-08-26,35
2019-08-27,36
2019-08-27,36
2019-08-28,36
2019-08-29,35
2019-08-30,35
2019-08-31,35
2019-09-01,35
2019-09-02,35
2019-09-03,35
2019-09-04,35
2019-09-05,35
2019-09-06,35
2019-09-07,35
2019-09-08,35
2019-09-09,36
2019-09-10,37
2019-09-11,37
2019-09-12,37
2019-09-13,36
2019-09-14,36
2019-09-15,37
2019-09-16,37
2019-09-17,37
2019-09-18,38
2019-09-19,38
2019-09-20,37
2019-09-21,37
2019-09-22,37
2019-09-23,38
2019-09-24,39
2019-09-25,39
2019-09-26,40
2019-09-27,40
2019-09-28,40
2019-09-29,40
2019-09-30,40
2019-10-01,40
2019-10-02,41
2019-10-03,40
2019-10-04,40
2019-10-05,40
2019-10-06,40
2019-10-07,39
2019-10-08,39
2019-10-09,39
2019-10-10,39
2019-10-11,39
2019-10-12,38
2019-10-13,39
2019-10-14,39
2019-10-15,39
2019-10-16,39
2019-10-17,39
2019-10-18,39
2019-10-19,39
2019-10-20,39
2019-10-21,38
2019-10-22,38
2019-10-23,39
2019-10-24,40
2019-10-25,40
2019-10-26,40
2019-10-27,41
2019-10-28,41
2019-10-29,39
2019-10-30,40
2019-10-31,41
2019-11-01,42
2019-11-02,43
2019-11-03,43
2019-11-04,43
2019-11-05,44
2019-11-06,45
2019-11-07,45
2019-11-08,45
2019-11-09,45
2019-11-10,44
2019-11-11,43
2019-11-12,43
2019-11-13,43
2019-11-14,43
2019-11-15,44
2019-11-16,44
2019-11-17,44
2019-11-18,44
2019-11-19,44
2019-11-20,44
2019-11-21,44
2019-11-22,44
2019-11-23,44
2019-11-24,45
2019-11-25,46
2019-11-26,47
2019-11-27,45
2019-11-28,45
2019-11-29,45
2019-11-30,46
2019-12-01,47
2019-12-02,48
2019-12-03,47
2019-12-04,49
2019-12-05,49
2019-12-06,50
2019-12-07,50
2019-12-08,49
2019-12-09,48
2019-12-10,49
2019-12-11,50
2019-12-12,49
2019-12-13,49
2019-12-14,50
2019-12-15,50
2019-12-16,50
2019-12-17,51
2019-12-18,50
2019-12-19,50
2019-12-20,49
2019-12-21,50
2019-12-22,51
2019-12-23,51
2019-12-24,51
2019-12-25,52
2019-12-26,52
2019-12-27,52
2019-12-28,53
2019-12-29,54
2019-12-30,54
2019-12-31,52
2020-01-01,53
2020-01-02,53
2020-01-03,54
2020-01-04,54
2020-01-05,54
2020-01-06,52
2020-01-07,53
2020-01-08,53
2020-01-09,53
2020-01-10,53
2020-01-11,52
2020-01-12,52
2020-01-13,53
2020-01-14,53
2020-01-15,53
2020-01-16,54
2020-01-17,54
2020-01-18,53
2020-01-19,54
2020-01-20,54
2020-01-21,55
2020-01-22,55
2020-01-23,55
2020-01-24,55
2020-01-25,54
2020-01-26,54
2020-01-27,54
2020-01-28,54
2020-01-29,54
2020-01-30,54
2020-01-31,54
2020-02-01,54
2020-02-02,54
2020-02-03,53
2020-02-04,53
2020-02-05,53
2020-02-06,53
2020-02-07,52
2020-02-08,53
2020-02-09,52
2020-02-10,52
2020-02-11,51
2020-02-12,51
2020-02-13,50
2020-02-14,51
2020-02-15,51
2020-02-16,51
2020-02-17,51
2020-02-18,51
2020-02-19,50
2020-02-20,49
2020-02-21,48
2020-02-22,49
2020-02-23,49
2020-02-24,49
2020-02-25,49
2020-02-26,48
2020-02-27,47
2020-02-28,47
2020-02-29,47
2020-03-01,46
2020-03-02,44
2020-03-03,44
2020-03-04,44
2020-03-05,44
2020-03-06,44
2020-03-07,44
2020-03-08,42
2020-03-09,41
2020-03-10,41
2020-03-11,41
2020-03-12,41
2020-03-13,43
2020-03-14,43
2020-03-15,44
2020-03-16,44
2020-03-17,44
2020-03-18,44
2020-03-19,44
2020-03-20,44
2020-03-21,44
2020-03-22,44
2020-03-23,43
2020-03-24,43
2020-03-25,44
2020-03-26,45
2020-03-27,44
2020-03-28,43
2020-03-29,44
2020-03-30,45
2020-03-31,46
2020-04-01,47
2020-04-02,46
2020-04-03,47
2020-04-04,48
2020-04-05,48
2020-04-06,49
2020-04-07,49
2020-04-08,49
2020-04-09,50
2020-04-10,49
2020-04-11,48
2020-04-12,47
2020-04-13,46
2020-04-14,46
2020-04-15,46
2020-04-16,44
2020-04-17,44
2020-04-18,44
2020-04-19,44
2020-04-20,44
2020-04-21,44
2020-04-22,44
2020-04-23,44
2020-04-24,45
2020-04-25,44
2020-04-26,44
2020-04-27,45
2020-04-28,45
2020-04-29,45
2020-04-30,45
2020-05-01,45
2020-05-02,46
2020-05-03,46
2020-05-04,46
2020-05-05,46
2020-05-06,46
2020-05-07,46
2020-05-08,45
2020-05-09,44
2020-05-10,45
2020-05-11,46
2020-05-12,46
2020-05-13,45
