date_obj,Silver%20ore price
2019-09-06,62
2019-09-07,61
2019-09-08,59
2019-09-09,60
2019-09-10,60
2019-09-11,60
2019-09-12,60
2019-09-13,60
2019-09-14,62
2019-09-15,61
2019-09-16,62
2019-09-17,63
2019-09-18,64
2019-09-19,64
2019-09-20,63
2019-09-21,63
2019-09-22,63
2019-09-23,63
2019-09-24,62
2019-09-25,63
2019-09-26,62
2019-09-27,61
2019-09-28,62
2019-09-29,62
2019-09-30,63
2019-10-01,63
2019-10-02,64
2019-10-03,64
2019-10-04,64
2019-10-05,63
2019-10-06,64
2019-10-07,64
2019-10-08,64
2019-10-09,63
2019-10-10,64
2019-10-11,64
2019-10-12,63
2019-10-13,61
2019-10-14,61
2019-10-15,61
2019-10-16,61
2019-10-17,61
2019-10-18,59
2019-10-19,56
2019-10-20,54
2019-10-21,56
2019-10-22,56
2019-10-23,57
2019-10-24,57
2019-10-25,56
2019-10-26,55
2019-10-27,54
2019-10-28,54
2019-10-29,54
2019-10-30,54
2019-10-31,54
2019-11-01,54
2019-11-02,54
2019-11-03,54
2019-11-04,55
2019-11-05,55
2019-11-06,55
2019-11-07,54
2019-11-08,54
2019-11-09,54
2019-11-10,53
2019-11-11,52
2019-11-12,52
2019-11-13,53
2019-11-14,54
2019-11-15,54
2019-11-16,53
2019-11-17,54
2019-11-18,54
2019-11-19,54
2019-11-20,52
2019-11-21,53
2019-11-22,52
2019-11-23,51
2019-11-24,51
2019-11-25,51
2019-11-26,50
2019-11-27,51
2019-11-28,51
2019-11-29,51
2019-11-30,51
2019-12-01,51
2019-12-02,51
2019-12-03,52
2019-12-04,52
2019-12-05,53
2019-12-06,52
2019-12-07,52
2019-12-08,52
2019-12-09,52
2019-12-10,53
2019-12-11,53
2019-12-12,53
2019-12-13,53
2019-12-14,53
2019-12-15,53
2019-12-16,53
2019-12-17,53
2019-12-18,53
2019-12-19,52
2019-12-20,52
2019-12-21,51
2019-12-22,49
2019-12-23,48
2019-12-24,48
2019-12-25,48
2019-12-26,48
2019-12-27,48
2019-12-28,48
2019-12-29,48
2019-12-30,48
2019-12-31,48
2020-01-01,48
2020-01-02,48
2020-01-03,47
2020-01-04,47
2020-01-05,48
2020-01-06,48
2020-01-07,49
2020-01-08,49
2020-01-09,49
2020-01-10,49
2020-01-11,49
2020-01-12,49
2020-01-13,49
2020-01-14,49
2020-01-15,49
2020-01-16,48
2020-01-17,46
2020-01-18,47
2020-01-19,47
2020-01-20,48
2020-01-21,48
2020-01-22,48
2020-01-23,49
2020-01-24,49
2020-01-25,49
2020-01-26,49
2020-01-27,51
2020-01-28,54
2020-01-29,57
2020-01-30,57
2020-01-31,55
2020-02-01,56
2020-02-02,56
2020-02-03,56
2020-02-04,56
2020-02-05,54
2020-02-06,53
2020-02-07,51
2020-02-08,50
2020-02-09,52
2020-02-10,55
2020-02-11,57
2020-02-12,60
2020-02-13,59
2020-02-14,58
2020-02-15,55
2020-02-16,54
2020-02-17,53
2020-02-18,53
2020-02-19,54
2020-02-20,55
2020-02-21,53
2020-02-22,52
2020-02-23,52
2020-02-24,52
2020-02-25,52
2020-02-26,52
2020-02-27,53
2020-02-28,54
2020-02-29,54
2020-03-01,55
2020-03-02,55
2020-03-03,57
2020-03-04,57
2020-03-05,57
2020-03-06,57
2020-03-07,57
2020-03-08,57
2020-03-09,57
2020-03-10,57
2020-03-11,56
2020-03-12,57
2020-03-13,57
2020-03-14,57
2020-03-15,57
2020-03-16,57
2020-03-17,56
2020-03-18,55
2020-03-19,56
2020-03-20,57
2020-03-21,56
2020-03-22,56
2020-03-23,56
2020-03-24,57
2020-03-25,57
2020-03-26,58
2020-03-27,59
2020-03-28,57
2020-03-29,58
2020-03-30,60
2020-03-31,62
2020-04-01,65
2020-04-02,67
2020-04-03,67
2020-04-04,68
2020-04-05,71
2020-04-06,71
2020-04-07,72
2020-04-08,70
2020-04-09,67
2020-04-10,64
2020-04-11,64
2020-04-12,64
2020-04-13,64
2020-04-14,64
2020-04-15,65
2020-04-16,65
2020-04-17,66
2020-04-18,68
2020-04-19,69
2020-04-20,70
2020-04-21,69
2020-04-22,70
2020-04-23,69
2020-04-24,70
2020-04-25,70
2020-04-26,70
2020-04-27,71
2020-04-28,71
2020-04-29,72
2020-04-30,71
2020-05-01,71
2020-05-02,69
2020-05-03,67
2020-05-04,69
2020-05-05,70
2020-05-06,70
2020-05-07,73
2020-05-08,75
2020-05-09,78
2020-05-10,80
2020-05-11,80
2020-05-12,80
2020-05-13,81
