date_obj,Iron%20spear price
2019-08-11,3
2019-08-12,3
2019-08-13,2
2019-08-14,2
2019-08-15,3
2019-08-16,3
2019-08-17,3
2019-08-18,4
2019-08-19,4
2019-08-20,4
2019-08-21,3
2019-08-22,3
2019-08-23,3
2019-08-24,3
2019-08-24,3
2019-08-25,2
2019-08-25,2
2019-08-26,2
2019-08-26,2
2019-08-27,2
2019-08-27,2
2019-08-28,2
2019-08-29,2
2019-08-30,2
2019-08-31,2
2019-09-01,2
2019-09-02,2
2019-09-03,2
2019-09-04,3
2019-09-05,3
2019-09-06,3
2019-09-07,4
2019-09-08,4
2019-09-09,4
2019-09-10,5
2019-09-11,5
2019-09-12,5
2019-09-13,6
2019-09-14,6
2019-09-15,7
2019-09-16,7
2019-09-17,7
2019-09-18,8
2019-09-19,8
2019-09-20,8
2019-09-21,8
2019-09-22,8
2019-09-23,9
2019-09-24,9
2019-09-25,9
2019-09-26,8
2019-09-27,8
2019-09-28,8
2019-09-29,8
2019-09-30,8
2019-10-01,8
2019-10-02,8
2019-10-03,8
2019-10-04,8
2019-10-05,8
2019-10-06,8
2019-10-07,8
2019-10-08,9
2019-10-09,9
2019-10-10,9
2019-10-11,9
2019-10-12,9
2019-10-13,9
2019-10-14,9
2019-10-15,9
2019-10-16,8
2019-10-17,8
2019-10-18,8
2019-10-19,7
2019-10-20,7
2019-10-21,7
2019-10-22,8
2019-10-23,8
2019-10-24,8
2019-10-25,9
2019-10-26,9
2019-10-27,9
2019-10-28,10
2019-10-29,10
2019-10-30,10
2019-10-31,10
2019-11-01,10
2019-11-02,10
2019-11-03,10
2019-11-04,9
2019-11-05,9
2019-11-06,9
2019-11-07,8
2019-11-08,8
2019-11-09,8
2019-11-10,8
2019-11-11,8
2019-11-12,8
2019-11-13,8
2019-11-14,8
2019-11-15,8
2019-11-16,8
2019-11-17,8
2019-11-18,8
2019-11-19,8
2019-11-20,8
2019-11-21,8
2019-11-22,8
2019-11-23,8
2019-11-24,8
2019-11-25,7
2019-11-26,7
2019-11-27,6
2019-11-28,6
2019-11-29,5
2019-11-30,5
2019-12-01,5
2019-12-02,5
2019-12-03,4
2019-12-04,4
2019-12-05,4
2019-12-06,4
2019-12-07,4
2019-12-08,4
2019-12-09,4
2019-12-10,5
2019-12-11,5
2019-12-12,5
2019-12-13,6
2019-12-14,6
2019-12-15,6
2019-12-16,7
2019-12-17,7
2019-12-18,7
2019-12-19,8
2019-12-20,8
2019-12-21,9
2019-12-22,9
2019-12-23,9
2019-12-24,10
2019-12-25,10
2019-12-26,10
2019-12-27,10
2019-12-28,10
2019-12-29,10
2019-12-30,10
2019-12-31,10
2020-01-01,10
2020-01-02,10
2020-01-03,10
2020-01-04,10
2020-01-05,10
2020-01-06,10
2020-01-07,10
2020-01-08,10
2020-01-09,10
2020-01-10,10
2020-01-11,10
2020-01-12,10
2020-01-13,10
2020-01-14,10
2020-01-15,10
2020-01-16,10
2020-01-17,10
2020-01-18,10
2020-01-19,10
2020-01-20,10
2020-01-21,10
2020-01-22,11
2020-01-23,11
2020-01-24,12
2020-01-25,12
2020-01-26,13
2020-01-27,13
2020-01-28,13
2020-01-29,14
2020-01-30,14
2020-01-31,15
2020-02-01,15
2020-02-02,16
2020-02-03,16
2020-02-04,16
2020-02-05,17
2020-02-06,17
2020-02-07,17
2020-02-08,17
2020-02-09,17
2020-02-10,18
2020-02-11,18
2020-02-12,19
2020-02-13,19
2020-02-14,20
2020-02-15,20
2020-02-16,20
2020-02-17,20
2020-02-18,20
2020-02-19,20
2020-02-20,20
2020-02-21,20
2020-02-22,21
2020-02-23,21
2020-02-24,21
2020-02-25,21
2020-02-26,19
2020-02-27,19
2020-02-28,20
2020-02-29,20
2020-03-01,20
2020-03-02,21
2020-03-03,21
2020-03-04,22
2020-03-05,22
2020-03-06,24
2020-03-07,24
2020-03-08,25
2020-03-09,25
2020-03-10,27
2020-03-11,27
2020-03-12,29
2020-03-13,29
2020-03-14,30
2020-03-15,30
2020-03-16,30
2020-03-17,30
2020-03-18,30
2020-03-19,30
2020-03-20,30
2020-03-21,30
2020-03-22,30
2020-03-23,30
2020-03-24,30
2020-03-25,30
2020-03-26,30
2020-03-27,30
2020-03-28,30
2020-03-29,30
2020-03-30,31
2020-03-31,31
2020-04-01,30
2020-04-02,30
2020-04-03,30
2020-04-04,30
2020-04-05,30
2020-04-06,30
2020-04-07,30
2020-04-08,31
2020-04-09,31
2020-04-10,32
2020-04-11,30
2020-04-12,30
2020-04-13,30
2020-04-14,30
2020-04-15,30
2020-04-16,30
2020-04-17,30
2020-04-18,30
2020-04-19,31
2020-04-20,31
2020-04-21,30
2020-04-22,30
2020-04-23,30
2020-04-24,31
2020-04-25,31
2020-04-26,31
2020-04-27,33
2020-04-28,35
2020-04-29,35
2020-04-30,35
2020-05-01,35
2020-05-02,34
2020-05-03,35
2020-05-04,35
2020-05-05,35
2020-05-06,36
2020-05-07,36
2020-05-08,35
2020-05-09,36
2020-05-10,36
2020-05-11,35
2020-05-12,35
2020-05-13,37
