date_obj,Ring%20mould price
2019-09-07,9
2019-09-08,10
2019-09-09,10
2019-09-10,11
2019-09-11,12
2019-09-12,13
2019-09-13,14
2019-09-14,15
2019-09-15,16
2019-09-16,17
2019-09-17,18
2019-09-18,18
2019-09-19,18
2019-09-20,19
2019-09-21,20
2019-09-22,21
2019-09-23,22
2019-09-24,22
2019-09-25,22
2019-09-26,24
2019-09-27,26
2019-09-28,26
2019-09-29,28
2019-09-30,28
2019-10-01,26
2019-10-02,24
2019-10-03,22
2019-10-04,20
2019-10-05,19
2019-10-06,19
2019-10-07,20
2019-10-08,21
2019-10-09,22
2019-10-10,22
2019-10-11,22
2019-10-12,23
2019-10-13,24
2019-10-14,24
2019-10-15,22
2019-10-16,21
2019-10-17,20
2019-10-18,20
2019-10-19,19
2019-10-20,19
2019-10-21,20
2019-10-22,20
2019-10-23,20
2019-10-24,19
2019-10-25,19
2019-10-26,18
2019-10-27,17
2019-10-28,16
2019-10-29,15
2019-10-30,14
2019-10-31,14
2019-11-01,13
2019-11-02,12
2019-11-03,11
2019-11-04,10
2019-11-05,11
2019-11-06,11
2019-11-07,11
2019-11-08,11
2019-11-09,11
2019-11-10,10
2019-11-11,11
2019-11-12,11
2019-11-13,11
2019-11-14,11
2019-11-15,11
2019-11-16,11
2019-11-17,10
2019-11-18,9
2019-11-19,9
2019-11-20,10
2019-11-21,10
2019-11-22,10
2019-11-23,11
2019-11-24,12
2019-11-25,12
2019-11-26,11
2019-11-27,11
2019-11-28,11
2019-11-29,11
2019-11-30,12
2019-12-01,13
2019-12-02,14
2019-12-03,15
2019-12-04,16
2019-12-05,16
2019-12-06,15
2019-12-07,15
2019-12-08,16
2019-12-09,15
2019-12-10,16
2019-12-11,16
2019-12-12,15
2019-12-13,16
2019-12-14,16
2019-12-15,17
2019-12-16,18
2019-12-17,19
2019-12-18,20
2019-12-19,19
2019-12-20,18
2019-12-21,18
2019-12-22,17
2019-12-23,16
2019-12-24,15
2019-12-25,14
2019-12-26,13
2019-12-27,12
2019-12-28,13
2019-12-29,13
2019-12-30,14
2019-12-31,15
2020-01-01,15
2020-01-02,14
2020-01-03,13
2020-01-04,14
2020-01-05,15
2020-01-06,15
2020-01-07,16
2020-01-08,17
2020-01-09,18
2020-01-10,19
2020-01-11,20
2020-01-12,21
2020-01-13,23
2020-01-14,25
2020-01-15,27
2020-01-16,29
2020-01-17,31
2020-01-18,33
2020-01-19,35
2020-01-20,37
2020-01-21,39
2020-01-22,41
2020-01-23,44
2020-01-24,47
2020-01-25,47
2020-01-26,50
2020-01-27,53
2020-01-28,56
2020-01-29,59
2020-01-30,58
2020-01-31,61
2020-02-01,64
2020-02-02,60
2020-02-03,57
2020-02-04,54
2020-02-05,51
2020-02-06,48
2020-02-07,48
2020-02-08,49
2020-02-09,48
2020-02-10,46
2020-02-11,45
2020-02-12,43
2020-02-13,46
2020-02-14,49
2020-02-15,51
2020-02-16,53
2020-02-17,55
2020-02-18,58
2020-02-19,61
2020-02-20,62
2020-02-21,59
2020-02-22,60
2020-02-23,60
2020-02-24,60
2020-02-25,60
2020-02-26,59
2020-02-27,61
2020-02-28,60
2020-02-29,62
2020-03-01,62
2020-03-02,63
2020-03-03,62
2020-03-04,65
2020-03-05,67
2020-03-06,68
2020-03-07,71
2020-03-08,70
2020-03-09,69
2020-03-10,70
2020-03-11,71
2020-03-12,73
2020-03-13,76
2020-03-14,79
2020-03-15,82
2020-03-16,83
2020-03-17,84
2020-03-18,89
2020-03-19,93
2020-03-20,93
2020-03-21,89
2020-03-22,88
2020-03-23,87
2020-03-24,88
2020-03-25,87
2020-03-26,87
2020-03-27,87
2020-03-28,87
2020-03-29,86
2020-03-30,84
2020-03-31,79
2020-04-01,80
2020-04-02,78
2020-04-03,81
2020-04-04,85
2020-04-05,87
2020-04-06,86
2020-04-07,84
2020-04-08,87
2020-04-09,92
2020-04-10,97
2020-04-11,100
2020-04-12,99
2020-04-13,100
2020-04-14,95
2020-04-15,95
2020-04-16,91
2020-04-17,86
2020-04-18,82
2020-04-19,83
2020-04-20,86
2020-04-21,91
2020-04-22,96
2020-04-23,101
2020-04-24,107
2020-04-25,112
2020-04-26,115
2020-04-27,118
2020-04-28,122
2020-04-29,126
2020-04-30,126
2020-05-01,129
2020-05-02,133
2020-05-03,136
2020-05-04,139
2020-05-05,141
2020-05-06,145
2020-05-07,145
2020-05-08,140
2020-05-09,141
2020-05-10,139
2020-05-11,143
2020-05-12,146
2020-05-13,142
