date_obj,Silver%20sickle price
2019-09-02,66
2019-09-03,69
2019-09-04,71
2019-09-05,75
2019-09-06,77
2019-09-07,81
2019-09-08,84
2019-09-09,89
2019-09-10,93
2019-09-11,96
2019-09-12,101
2019-09-13,107
2019-09-14,111
2019-09-15,109
2019-09-16,105
2019-09-17,104
2019-09-18,99
2019-09-19,97
2019-09-20,92
2019-09-21,89
2019-09-22,91
2019-09-23,87
2019-09-24,89
2019-09-25,89
2019-09-26,92
2019-09-27,95
2019-09-28,93
2019-09-29,92
2019-09-30,97
2019-10-01,96
2019-10-02,98
2019-10-03,101
2019-10-04,106
2019-10-05,111
2019-10-06,110
2019-10-07,116
2019-10-08,121
2019-10-09,123
2019-10-10,130
2019-10-11,136
2019-10-12,137
2019-10-13,138
2019-10-14,131
2019-10-15,124
2019-10-16,121
2019-10-17,116
2019-10-18,115
2019-10-19,115
2019-10-20,109
2019-10-21,103
2019-10-22,99
2019-10-23,97
2019-10-24,96
2019-10-25,99
2019-10-26,104
2019-10-27,109
2019-10-28,107
2019-10-29,106
2019-10-30,103
2019-10-31,106
2019-11-01,112
2019-11-02,113
2019-11-03,107
2019-11-04,101
2019-11-05,95
2019-11-06,90
2019-11-07,90
2019-11-08,91
2019-11-09,92
2019-11-10,89
2019-11-11,89
2019-11-12,94
2019-11-13,98
2019-11-14,102
2019-11-15,107
2019-11-16,109
2019-11-17,114
2019-11-18,114
2019-11-19,110
2019-11-20,105
2019-11-21,100
2019-11-22,99
2019-11-23,99
2019-11-24,101
2019-11-25,102
2019-11-26,105
2019-11-27,105
2019-11-28,102
2019-11-29,100
2019-11-30,100
2019-12-01,100
2019-12-02,103
2019-12-03,106
2019-12-04,103
2019-12-05,100
2019-12-06,100
2019-12-07,101
2019-12-08,103
2019-12-09,107
2019-12-10,108
2019-12-11,108
2019-12-12,112
2019-12-13,114
2019-12-14,112
2019-12-15,113
2019-12-16,113
2019-12-17,116
2019-12-18,116
2019-12-19,116
2019-12-20,113
2019-12-21,107
2019-12-22,101
2019-12-23,99
2019-12-24,100
2019-12-25,101
2019-12-26,102
2019-12-27,97
2019-12-28,92
2019-12-29,87
2019-12-30,82
2019-12-31,84
2020-01-01,86
2020-01-02,84
2020-01-03,83
2020-01-04,79
2020-01-05,79
2020-01-06,76
2020-01-07,79
2020-01-08,79
2020-01-09,76
2020-01-10,78
2020-01-11,80
2020-01-12,82
2020-01-13,87
2020-01-14,90
2020-01-15,91
2020-01-16,91
2020-01-17,87
2020-01-18,91
2020-01-19,89
2020-01-20,84
2020-01-21,79
2020-01-22,81
2020-01-23,84
2020-01-24,84
2020-01-25,81
2020-01-26,80
2020-01-27,78
2020-01-28,78
2020-01-29,80
2020-01-30,80
2020-01-31,83
2020-02-01,87
2020-02-02,87
2020-02-03,86
2020-02-04,87
2020-02-05,91
2020-02-06,93
2020-02-07,90
2020-02-08,88
2020-02-09,84
2020-02-10,84
2020-02-11,83
2020-02-12,80
2020-02-13,79
2020-02-14,76
2020-02-15,72
2020-02-16,69
2020-02-17,66
2020-02-18,69
2020-02-19,72
2020-02-20,75
2020-02-21,75
2020-02-22,76
2020-02-23,79
2020-02-24,79
2020-02-25,77
2020-02-26,77
2020-02-27,80
2020-02-28,82
2020-02-29,85
2020-03-01,87
2020-03-02,92
2020-03-03,89
2020-03-04,91
2020-03-05,89
2020-03-06,88
2020-03-07,85
2020-03-08,87
2020-03-09,86
2020-03-10,89
2020-03-11,91
2020-03-12,93
2020-03-13,95
2020-03-14,98
2020-03-15,93
2020-03-16,88
2020-03-17,83
2020-03-18,78
2020-03-19,74
2020-03-20,70
2020-03-21,66
2020-03-22,62
2020-03-23,62
2020-03-24,59
2020-03-25,57
2020-03-26,57
2020-03-27,56
2020-03-28,56
2020-03-29,57
2020-03-30,59
2020-03-31,56
2020-04-01,57
2020-04-02,59
2020-04-03,60
2020-04-04,57
2020-04-05,54
2020-04-06,56
2020-04-07,58
2020-04-08,60
2020-04-09,57
2020-04-10,59
2020-04-11,61
2020-04-12,63
2020-04-13,63
2020-04-14,66
2020-04-15,67
2020-04-16,70
2020-04-17,69
2020-04-18,72
2020-04-19,74
2020-04-20,78
2020-04-21,80
2020-04-22,83
2020-04-23,88
2020-04-24,90
2020-04-25,90
2020-04-26,90
2020-04-27,90
2020-04-28,85
2020-04-29,86
2020-04-30,87
2020-05-01,86
2020-05-02,86
2020-05-03,84
2020-05-04,88
2020-05-05,89
2020-05-06,90
2020-05-07,87
2020-05-08,82
2020-05-09,81
2020-05-10,85
2020-05-11,90
2020-05-12,91
2020-05-13,93
