date_obj,Dwellberries price
2019-08-27,64
2019-08-27,64
2019-08-28,68
2019-08-29,68
2019-08-30,72
2019-08-31,72
2019-09-01,75
2019-09-02,75
2019-09-03,78
2019-09-04,78
2019-09-05,82
2019-09-06,82
2019-09-07,87
2019-09-08,87
2019-09-09,88
2019-09-10,88
2019-09-11,91
2019-09-12,91
2019-09-13,93
2019-09-14,93
2019-09-15,92
2019-09-16,92
2019-09-17,87
2019-09-18,87
2019-09-19,82
2019-09-20,82
2019-09-21,78
2019-09-22,78
2019-09-23,74
2019-09-24,74
2019-09-25,70
2019-09-26,70
2019-09-27,66
2019-09-28,66
2019-09-29,63
2019-09-30,63
2019-10-01,65
2019-10-02,65
2019-10-03,65
2019-10-04,63
2019-10-05,63
2019-10-06,66
2019-10-07,66
2019-10-08,64
2019-10-09,64
2019-10-10,64
2019-10-11,62
2019-10-12,62
2019-10-13,60
2019-10-14,60
2019-10-15,59
2019-10-16,59
2019-10-17,57
2019-10-18,57
2019-10-19,58
2019-10-20,58
2019-10-21,60
2019-10-22,60
2019-10-23,61
2019-10-24,61
2019-10-25,59
2019-10-26,59
2019-10-27,57
2019-10-28,57
2019-10-29,55
2019-10-30,55
2019-10-31,55
2019-11-01,55
2019-11-02,57
2019-11-03,57
2019-11-04,56
2019-11-05,56
2019-11-06,56
2019-11-07,58
2019-11-08,58
2019-11-09,57
2019-11-10,57
2019-11-11,56
2019-11-12,56
2019-11-13,56
2019-11-14,55
2019-11-15,55
2019-11-16,58
2019-11-17,58
2019-11-18,59
2019-11-19,59
2019-11-20,59
2019-11-21,59
2019-11-22,59
2019-11-23,59
2019-11-24,59
2019-11-25,61
2019-11-26,61
2019-11-27,65
2019-11-28,65
2019-11-29,66
2019-11-30,66
2019-12-01,63
2019-12-02,63
2019-12-03,60
2019-12-04,60
2019-12-05,60
2019-12-06,59
2019-12-07,59
2019-12-08,58
2019-12-09,58
2019-12-10,56
2019-12-11,56
2019-12-12,56
2019-12-13,57
2019-12-14,57
2019-12-15,54
2019-12-16,54
2019-12-17,55
2019-12-18,55
2019-12-19,55
2019-12-20,57
2019-12-21,57
2019-12-22,57
2019-12-23,57
2019-12-24,59
2019-12-25,59
2019-12-26,60
2019-12-27,60
2019-12-28,58
2019-12-29,58
2019-12-30,57
2019-12-31,57
2020-01-01,58
2020-01-02,58
2020-01-03,56
2020-01-04,56
2020-01-05,57
2020-01-06,57
2020-01-07,57
2020-01-08,57
2020-01-09,57
2020-01-10,58
2020-01-11,58
2020-01-12,57
2020-01-13,57
2020-01-14,57
2020-01-15,55
2020-01-16,55
2020-01-17,56
2020-01-18,56
2020-01-19,56
2020-01-20,56
2020-01-21,56
2020-01-22,56
2020-01-23,56
2020-01-24,56
2020-01-25,56
2020-01-26,55
2020-01-27,55
2020-01-28,55
2020-01-29,55
2020-01-30,55
2020-01-31,55
2020-02-01,55
2020-02-02,55
2020-02-03,55
2020-02-04,55
2020-02-05,55
2020-02-06,55
2020-02-07,56
2020-02-08,56
2020-02-09,56
2020-02-10,58
2020-02-11,58
2020-02-12,58
2020-02-13,58
2020-02-14,59
2020-02-15,59
2020-02-16,58
2020-02-17,58
2020-02-18,58
2020-02-19,58
2020-02-20,57
2020-02-21,57
2020-02-22,59
2020-02-23,59
2020-02-24,62
2020-02-25,62
2020-02-26,63
2020-02-27,63
2020-02-28,62
2020-02-29,62
2020-03-01,61
2020-03-02,61
2020-03-03,59
2020-03-04,59
2020-03-05,58
2020-03-06,58
2020-03-07,58
2020-03-08,58
2020-03-09,57
2020-03-10,57
2020-03-11,57
2020-03-12,57
2020-03-13,57
2020-03-14,59
2020-03-15,59
2020-03-16,59
2020-03-17,59
2020-03-18,58
2020-03-19,58
2020-03-20,58
2020-03-21,58
2020-03-22,58
2020-03-23,60
2020-03-24,62
2020-03-25,62
2020-03-26,64
2020-03-27,64
2020-03-28,62
2020-03-29,60
2020-03-30,60
2020-03-31,57
2020-04-01,56
2020-04-02,55
2020-04-03,55
2020-04-04,56
2020-04-05,56
2020-04-06,57
2020-04-07,57
2020-04-08,57
2020-04-09,57
2020-04-10,57
2020-04-11,57
2020-04-12,57
2020-04-13,58
2020-04-14,59
2020-04-15,59
2020-04-16,59
2020-04-17,59
2020-04-18,61
2020-04-19,65
2020-04-20,64
2020-04-21,62
2020-04-22,64
2020-04-23,66
2020-04-24,67
2020-04-25,66
2020-04-26,66
2020-04-27,68
2020-04-28,69
2020-04-29,69
2020-04-30,69
2020-05-01,69
2020-05-02,70
2020-05-03,69
2020-05-04,69
2020-05-05,67
2020-05-06,71
2020-05-07,69
2020-05-08,69
2020-05-09,65
2020-05-10,61
2020-05-11,61
2020-05-12,57
2020-05-13,56
