date_obj,Maple%20longbow%20(u) price
2019-08-30,60
2019-08-31,61
2019-09-01,61
2019-09-02,62
2019-09-03,61
2019-09-04,61
2019-09-05,60
2019-09-06,59
2019-09-07,59
2019-09-08,59
2019-09-09,59
2019-09-10,58
2019-09-11,57
2019-09-12,56
2019-09-13,56
2019-09-14,55
2019-09-15,55
2019-09-16,53
2019-09-17,52
2019-09-18,52
2019-09-19,52
2019-09-20,51
2019-09-21,51
2019-09-22,50
2019-09-23,49
2019-09-24,48
2019-09-25,46
2019-09-26,44
2019-09-27,43
2019-09-28,41
2019-09-29,39
2019-09-30,38
2019-10-01,38
2019-10-02,38
2019-10-03,38
2019-10-04,38
2019-10-05,39
2019-10-06,38
2019-10-07,38
2019-10-08,38
2019-10-09,38
2019-10-10,39
2019-10-11,39
2019-10-12,39
2019-10-13,39
2019-10-14,39
2019-10-15,40
2019-10-16,41
2019-10-17,43
2019-10-18,44
2019-10-19,43
2019-10-20,44
2019-10-21,45
2019-10-22,46
2019-10-23,47
2019-10-24,47
2019-10-25,47
2019-10-26,48
2019-10-27,48
2019-10-28,48
2019-10-29,48
2019-10-30,48
2019-10-31,49
2019-11-01,50
2019-11-02,50
2019-11-03,50
2019-11-04,51
2019-11-05,51
2019-11-06,52
2019-11-07,53
2019-11-08,54
2019-11-09,55
2019-11-10,53
2019-11-11,51
2019-11-12,50
2019-11-13,50
2019-11-14,51
2019-11-15,52
2019-11-16,51
2019-11-17,51
2019-11-18,52
2019-11-19,54
2019-11-20,55
2019-11-21,55
2019-11-22,56
2019-11-23,56
2019-11-24,56
2019-11-25,56
2019-11-26,56
2019-11-27,57
2019-11-28,58
2019-11-29,60
2019-11-30,62
2019-12-01,63
2019-12-02,65
2019-12-03,66
2019-12-04,67
2019-12-05,67
2019-12-06,68
2019-12-07,66
2019-12-08,63
2019-12-09,61
2019-12-10,59
2019-12-11,58
2019-12-12,57
2019-12-13,56
2019-12-14,55
2019-12-15,54
2019-12-16,53
2019-12-17,53
2019-12-18,54
2019-12-19,54
2019-12-20,53
2019-12-21,52
2019-12-22,52
2019-12-23,51
2019-12-24,51
2019-12-25,51
2019-12-26,52
2019-12-27,53
2019-12-28,53
2019-12-29,53
2019-12-30,53
2019-12-31,54
2020-01-01,55
2020-01-02,56
2020-01-03,57
2020-01-04,58
2020-01-05,59
2020-01-06,61
2020-01-07,64
2020-01-08,65
2020-01-09,67
2020-01-10,67
2020-01-11,66
2020-01-12,66
2020-01-13,63
2020-01-14,64
2020-01-15,64
2020-01-16,64
2020-01-17,63
2020-01-18,63
2020-01-19,63
2020-01-20,63
2020-01-21,63
2020-01-22,64
2020-01-23,64
2020-01-24,65
2020-01-25,64
2020-01-26,64
2020-01-27,64
2020-01-28,65
2020-01-29,64
2020-01-30,64
2020-01-31,64
2020-02-01,64
2020-02-02,64
2020-02-03,63
2020-02-04,62
2020-02-05,61
2020-02-06,60
2020-02-07,58
2020-02-08,56
2020-02-09,55
2020-02-10,53
2020-02-11,52
2020-02-12,51
2020-02-13,50
2020-02-14,49
2020-02-15,47
2020-02-16,46
2020-02-17,44
2020-02-18,43
2020-02-19,42
2020-02-20,40
2020-02-21,39
2020-02-22,38
2020-02-23,37
2020-02-24,36
2020-02-25,35
2020-02-26,35
2020-02-27,34
2020-02-28,34
2020-02-29,34
2020-03-01,34
2020-03-02,34
2020-03-03,34
2020-03-04,35
2020-03-05,36
2020-03-06,37
2020-03-07,38
2020-03-08,38
2020-03-09,38
2020-03-10,39
2020-03-11,39
2020-03-12,40
2020-03-13,41
2020-03-14,42
2020-03-15,42
2020-03-16,43
2020-03-17,43
2020-03-18,44
2020-03-19,45
2020-03-20,45
2020-03-21,45
2020-03-22,44
2020-03-23,43
2020-03-24,44
2020-03-25,43
2020-03-26,43
2020-03-27,42
2020-03-28,40
2020-03-29,38
2020-03-30,36
2020-03-31,34
2020-04-01,33
2020-04-02,32
2020-04-03,31
2020-04-04,30
2020-04-05,29
2020-04-06,28
2020-04-07,28
2020-04-08,29
2020-04-09,29
2020-04-10,30
2020-04-11,31
2020-04-12,31
2020-04-13,30
2020-04-14,31
2020-04-15,32
2020-04-16,33
2020-04-17,33
2020-04-18,33
2020-04-19,34
2020-04-20,35
2020-04-21,37
2020-04-22,39
2020-04-23,39
2020-04-24,39
2020-04-25,40
2020-04-26,40
2020-04-27,40
2020-04-28,40
2020-04-29,40
2020-04-30,39
2020-05-01,38
2020-05-02,37
2020-05-03,37
2020-05-04,36
2020-05-05,37
2020-05-06,37
2020-05-07,37
2020-05-08,38
2020-05-09,39
2020-05-10,40
2020-05-11,41
2020-05-12,41
2020-05-13,41
