date_obj,Fire%20tiara price
2019-08-15,92
2019-08-16,93
2019-08-17,94
2019-08-18,92
2019-08-19,91
2019-08-20,91
2019-08-21,95
2019-08-22,96
2019-08-23,93
2019-08-24,88
2019-08-24,88
2019-08-25,83
2019-08-25,83
2019-08-26,81
2019-08-26,81
2019-08-27,83
2019-08-27,83
2019-08-28,84
2019-08-29,85
2019-08-30,83
2019-08-31,81
2019-09-01,77
2019-09-02,76
2019-09-03,72
2019-09-04,68
2019-09-05,64
2019-09-06,60
2019-09-07,57
2019-09-08,55
2019-09-09,54
2019-09-10,55
2019-09-11,55
2019-09-12,54
2019-09-13,56
2019-09-14,55
2019-09-15,53
2019-09-16,50
2019-09-17,48
2019-09-18,47
2019-09-19,44
2019-09-20,42
2019-09-21,39
2019-09-22,38
2019-09-23,38
2019-09-24,37
2019-09-25,37
2019-09-26,37
2019-09-27,39
2019-09-28,38
2019-09-29,36
2019-09-30,37
2019-10-01,35
2019-10-02,37
2019-10-03,37
2019-10-04,37
2019-10-05,36
2019-10-06,36
2019-10-07,35
2019-10-08,36
2019-10-09,35
2019-10-10,34
2019-10-11,33
2019-10-12,31
2019-10-13,29
2019-10-14,27
2019-10-15,25
2019-10-16,24
2019-10-17,24
2019-10-18,23
2019-10-19,22
2019-10-20,23
2019-10-21,21
2019-10-22,21
2019-10-23,21
2019-10-24,23
2019-10-25,23
2019-10-26,24
2019-10-27,26
2019-10-28,25
2019-10-29,25
2019-10-30,26
2019-10-31,25
2019-11-01,24
2019-11-02,24
2019-11-03,24
2019-11-04,25
2019-11-05,24
2019-11-06,24
2019-11-07,25
2019-11-08,26
2019-11-09,27
2019-11-10,26
2019-11-11,27
2019-11-12,27
2019-11-13,28
2019-11-14,30
2019-11-15,31
2019-11-16,33
2019-11-17,34
2019-11-18,34
2019-11-19,36
2019-11-20,36
2019-11-21,36
2019-11-22,35
2019-11-23,35
2019-11-24,36
2019-11-25,35
2019-11-26,34
2019-11-27,35
2019-11-28,35
2019-11-29,35
2019-11-30,35
2019-12-01,36
2019-12-02,38
2019-12-03,39
2019-12-04,40
2019-12-05,42
2019-12-06,42
2019-12-07,42
2019-12-08,39
2019-12-09,38
2019-12-10,38
2019-12-11,37
2019-12-12,35
2019-12-13,33
2019-12-14,33
2019-12-15,31
2019-12-16,30
2019-12-17,31
2019-12-18,32
2019-12-19,33
2019-12-20,34
2019-12-21,34
2019-12-22,35
2019-12-23,33
2019-12-24,31
2019-12-25,30
2019-12-26,29
2019-12-27,28
2019-12-28,28
2019-12-29,27
2019-12-30,27
2019-12-31,28
2020-01-01,28
2020-01-02,28
2020-01-03,27
2020-01-04,25
2020-01-05,23
2020-01-06,21
2020-01-07,19
2020-01-08,19
2020-01-09,19
2020-01-10,19
2020-01-11,19
2020-01-12,20
2020-01-13,20
2020-01-14,21
2020-01-15,21
2020-01-16,22
2020-01-17,21
2020-01-18,19
2020-01-19,20
2020-01-20,20
2020-01-21,21
2020-01-22,23
2020-01-23,23
2020-01-24,23
2020-01-25,25
2020-01-26,27
2020-01-27,26
2020-01-28,26
2020-01-29,25
2020-01-30,24
2020-01-31,22
2020-02-01,20
2020-02-02,19
2020-02-03,19
2020-02-04,19
2020-02-05,19
2020-02-06,18
2020-02-07,18
2020-02-08,18
2020-02-09,18
2020-02-10,17
2020-02-11,17
2020-02-12,18
2020-02-13,19
2020-02-14,19
2020-02-15,20
2020-02-16,20
2020-02-17,20
2020-02-18,20
2020-02-19,20
2020-02-20,21
2020-02-21,20
2020-02-22,20
2020-02-23,20
2020-02-24,20
2020-02-25,20
2020-02-26,20
2020-02-27,20
2020-02-28,20
2020-02-29,21
2020-03-01,20
2020-03-02,20
2020-03-03,20
2020-03-04,20
2020-03-05,20
2020-03-06,20
2020-03-07,21
2020-03-08,22
2020-03-09,22
2020-03-10,22
2020-03-11,21
2020-03-12,21
2020-03-13,22
2020-03-14,22
2020-03-15,22
2020-03-16,23
2020-03-17,25
2020-03-18,26
2020-03-19,26
2020-03-20,25
2020-03-21,24
2020-03-22,22
2020-03-23,21
2020-03-24,21
2020-03-25,22
2020-03-26,22
2020-03-27,20
2020-03-28,21
2020-03-29,21
2020-03-30,23
2020-03-31,25
2020-04-01,25
2020-04-02,25
2020-04-03,24
2020-04-04,24
2020-04-05,26
2020-04-06,26
2020-04-07,28
2020-04-08,27
2020-04-09,25
2020-04-10,23
2020-04-11,21
2020-04-12,21
2020-04-13,21
2020-04-14,21
2020-04-15,21
2020-04-16,22
2020-04-17,21
2020-04-18,19
2020-04-19,18
2020-04-20,18
2020-04-21,18
2020-04-22,19
2020-04-23,20
2020-04-24,20
2020-04-25,21
2020-04-26,20
2020-04-27,21
2020-04-28,22
2020-04-29,21
2020-04-30,22
2020-05-01,23
2020-05-02,22
2020-05-03,24
2020-05-04,26
2020-05-05,28
2020-05-06,30
2020-05-07,32
2020-05-08,33
2020-05-09,35
2020-05-10,35
2020-05-11,37
2020-05-12,39
2020-05-13,39
