date_obj,Woad%20leaf price
2019-09-05,46
2019-09-06,46
2019-09-07,46
2019-09-08,46
2019-09-09,46
2019-09-10,48
2019-09-11,48
2019-09-12,48
2019-09-13,50
2019-09-14,50
2019-09-15,51
2019-09-16,51
2019-09-17,51
2019-09-18,52
2019-09-19,52
2019-09-20,52
2019-09-21,52
2019-09-22,51
2019-09-23,51
2019-09-24,51
2019-09-25,50
2019-09-26,50
2019-09-27,50
2019-09-28,51
2019-09-29,51
2019-09-30,51
2019-10-01,49
2019-10-02,49
2019-10-03,49
2019-10-04,50
2019-10-05,50
2019-10-06,51
2019-10-07,51
2019-10-08,51
2019-10-09,51
2019-10-10,51
2019-10-11,51
2019-10-12,51
2019-10-13,51
2019-10-14,51
2019-10-15,51
2019-10-16,50
2019-10-17,50
2019-10-18,50
2019-10-19,49
2019-10-20,49
2019-10-21,49
2019-10-22,49
2019-10-23,49
2019-10-24,49
2019-10-25,50
2019-10-26,50
2019-10-27,50
2019-10-28,49
2019-10-29,49
2019-10-30,49
2019-10-31,49
2019-11-01,50
2019-11-02,50
2019-11-03,50
2019-11-04,50
2019-11-05,50
2019-11-06,50
2019-11-07,50
2019-11-08,50
2019-11-09,50
2019-11-10,49
2019-11-11,49
2019-11-12,49
2019-11-13,47
2019-11-14,47
2019-11-15,47
2019-11-16,45
2019-11-17,45
2019-11-18,45
2019-11-19,45
2019-11-20,45
2019-11-21,45
2019-11-22,45
2019-11-23,45
2019-11-24,45
2019-11-25,45
2019-11-26,46
2019-11-27,46
2019-11-28,46
2019-11-29,48
2019-11-30,48
2019-12-01,48
2019-12-02,50
2019-12-03,50
2019-12-04,50
2019-12-05,52
2019-12-06,52
2019-12-07,52
2019-12-08,51
2019-12-09,51
2019-12-10,51
2019-12-11,50
2019-12-12,50
2019-12-13,50
2019-12-14,50
2019-12-15,49
2019-12-16,49
2019-12-17,49
2019-12-18,48
2019-12-19,48
2019-12-20,48
2019-12-21,47
2019-12-22,47
2019-12-23,47
2019-12-24,49
2019-12-25,49
2019-12-26,49
2019-12-27,51
2019-12-28,51
2019-12-29,51
2019-12-30,50
2019-12-31,50
2020-01-01,50
2020-01-02,48
2020-01-03,48
2020-01-04,48
2020-01-05,46
2020-01-06,46
2020-01-07,46
2020-01-08,44
2020-01-09,44
2020-01-10,44
2020-01-11,41
2020-01-12,41
2020-01-13,41
2020-01-14,40
2020-01-15,40
2020-01-16,40
2020-01-17,40
2020-01-18,40
2020-01-19,40
2020-01-20,38
2020-01-21,38
2020-01-22,38
2020-01-23,37
2020-01-24,37
2020-01-25,37
2020-01-26,37
2020-01-27,37
2020-01-28,37
2020-01-29,38
2020-01-30,38
2020-01-31,38
2020-02-01,39
2020-02-02,39
2020-02-03,39
2020-02-04,40
2020-02-05,40
2020-02-06,41
2020-02-07,41
2020-02-08,41
2020-02-09,41
2020-02-10,41
2020-02-11,43
2020-02-12,43
2020-02-13,44
2020-02-14,44
2020-02-15,44
2020-02-16,44
2020-02-17,45
2020-02-18,45
2020-02-19,47
2020-02-20,47
2020-02-21,47
2020-02-22,50
2020-02-23,50
2020-02-24,50
2020-02-25,52
2020-02-26,52
2020-02-27,52
2020-02-28,53
2020-02-29,53
2020-03-01,53
2020-03-02,52
2020-03-03,52
2020-03-04,52
2020-03-05,49
2020-03-06,49
2020-03-07,49
2020-03-08,47
2020-03-09,47
2020-03-10,45
2020-03-11,45
2020-03-12,45
2020-03-13,44
2020-03-14,44
2020-03-15,44
2020-03-16,42
2020-03-17,42
2020-03-18,42
2020-03-19,40
2020-03-20,40
2020-03-21,40
2020-03-22,40
2020-03-23,39
2020-03-24,39
2020-03-25,39
2020-03-26,39
2020-03-27,37
2020-03-28,37
2020-03-29,36
2020-03-30,36
2020-03-31,36
2020-04-01,36
2020-04-02,36
2020-04-03,36
2020-04-04,36
2020-04-05,36
2020-04-06,35
2020-04-07,35
2020-04-08,36
2020-04-09,38
2020-04-10,38
2020-04-11,40
2020-04-12,42
2020-04-13,42
2020-04-14,45
2020-04-15,48
2020-04-16,51
2020-04-17,54
2020-04-18,57
2020-04-19,60
2020-04-20,60
2020-04-21,61
2020-04-22,63
2020-04-23,63
2020-04-24,63
2020-04-25,63
2020-04-26,64
2020-04-27,64
2020-04-28,64
2020-04-29,65
2020-04-30,65
2020-05-01,65
2020-05-02,69
2020-05-03,71
2020-05-04,71
2020-05-05,71
2020-05-06,68
2020-05-07,68
2020-05-08,64
2020-05-09,61
2020-05-10,61
2020-05-11,63
2020-05-12,63
2020-05-13,67
