date_obj,Gold%20bar price
2019-08-26,89
2019-08-27,91
2019-08-27,91
2019-08-28,94
2019-08-29,94
2019-08-30,97
2019-08-31,97
2019-09-01,97
2019-09-02,96
2019-09-03,96
2019-09-04,98
2019-09-05,98
2019-09-06,97
2019-09-07,95
2019-09-08,95
2019-09-09,94
2019-09-10,93
2019-09-11,93
2019-09-12,92
2019-09-13,93
2019-09-14,93
2019-09-15,93
2019-09-16,93
2019-09-17,91
2019-09-18,91
2019-09-19,91
2019-09-20,89
2019-09-21,89
2019-09-22,88
2019-09-23,86
2019-09-24,84
2019-09-25,83
2019-09-26,82
2019-09-27,81
2019-09-28,79
2019-09-29,77
2019-09-30,77
2019-10-01,78
2019-10-02,80
2019-10-03,81
2019-10-04,80
2019-10-05,79
2019-10-06,79
2019-10-07,80
2019-10-08,79
2019-10-09,79
2019-10-10,79
2019-10-11,79
2019-10-12,79
2019-10-13,78
2019-10-14,77
2019-10-15,77
2019-10-16,78
2019-10-17,76
2019-10-18,77
2019-10-19,77
2019-10-20,77
2019-10-21,77
2019-10-22,77
2019-10-23,77
2019-10-24,77
2019-10-25,77
2019-10-26,78
2019-10-27,78
2019-10-28,78
2019-10-29,79
2019-10-30,79
2019-10-31,79
2019-11-01,79
2019-11-02,80
2019-11-03,80
2019-11-04,79
2019-11-05,78
2019-11-06,76
2019-11-07,74
2019-11-08,72
2019-11-09,70
2019-11-10,69
2019-11-11,66
2019-11-12,64
2019-11-13,64
2019-11-14,65
2019-11-15,68
2019-11-16,70
2019-11-17,70
2019-11-18,71
2019-11-19,71
2019-11-20,70
2019-11-21,69
2019-11-22,70
2019-11-23,69
2019-11-24,69
2019-11-25,71
2019-11-26,72
2019-11-27,73
2019-11-28,73
2019-11-29,72
2019-11-30,72
2019-12-01,72
2019-12-02,72
2019-12-03,72
2019-12-04,71
2019-12-05,71
2019-12-06,71
2019-12-07,70
2019-12-08,71
2019-12-09,71
2019-12-10,73
2019-12-11,75
2019-12-12,77
2019-12-13,76
2019-12-14,77
2019-12-15,76
2019-12-16,77
2019-12-17,79
2019-12-18,80
2019-12-19,79
2019-12-20,80
2019-12-21,80
2019-12-22,78
2019-12-23,78
2019-12-24,76
2019-12-25,77
2019-12-26,77
2019-12-27,77
2019-12-28,77
2019-12-29,77
2019-12-30,77
2019-12-31,77
2020-01-01,76
2020-01-02,77
2020-01-03,77
2020-01-04,77
2020-01-05,77
2020-01-06,78
2020-01-07,80
2020-01-08,79
2020-01-09,78
2020-01-10,77
2020-01-11,76
2020-01-12,74
2020-01-13,72
2020-01-14,69
2020-01-15,68
2020-01-16,67
2020-01-17,67
2020-01-18,67
2020-01-19,67
2020-01-20,67
2020-01-21,68
2020-01-22,69
2020-01-23,68
2020-01-24,67
2020-01-25,66
2020-01-26,66
2020-01-27,65
2020-01-28,66
2020-01-29,67
2020-01-30,68
2020-01-31,69
2020-02-01,68
2020-02-02,67
2020-02-03,68
2020-02-04,68
2020-02-05,69
2020-02-06,68
2020-02-07,69
2020-02-08,68
2020-02-09,68
2020-02-10,68
2020-02-11,67
2020-02-12,66
2020-02-13,67
2020-02-14,67
2020-02-15,67
2020-02-16,67
2020-02-17,65
2020-02-18,65
2020-02-19,65
2020-02-20,65
2020-02-21,65
2020-02-22,65
2020-02-23,65
2020-02-24,67
2020-02-25,68
2020-02-26,69
2020-02-27,69
2020-02-28,69
2020-02-29,68
2020-03-01,67
2020-03-02,66
2020-03-03,66
2020-03-04,66
2020-03-05,65
2020-03-06,65
2020-03-07,66
2020-03-08,66
2020-03-09,66
2020-03-10,66
2020-03-11,66
2020-03-12,66
2020-03-13,67
2020-03-14,67
2020-03-15,67
2020-03-16,67
2020-03-17,67
2020-03-18,67
2020-03-19,67
2020-03-20,67
2020-03-21,64
2020-03-22,61
2020-03-23,60
2020-03-24,60
2020-03-25,61
2020-03-26,61
2020-03-27,61
2020-03-28,59
2020-03-29,57
2020-03-30,55
2020-03-31,53
2020-04-01,51
2020-04-02,50
2020-04-03,48
2020-04-04,47
2020-04-05,46
2020-04-06,47
2020-04-07,47
2020-04-08,48
2020-04-09,49
2020-04-10,50
2020-04-11,50
2020-04-12,50
2020-04-13,50
2020-04-14,50
2020-04-15,49
2020-04-16,47
2020-04-17,47
2020-04-18,46
2020-04-19,45
2020-04-20,44
2020-04-21,43
2020-04-22,44
2020-04-23,45
2020-04-24,46
2020-04-25,45
2020-04-26,45
2020-04-27,46
2020-04-28,46
2020-04-29,45
2020-04-30,45
2020-05-01,45
2020-05-02,46
2020-05-03,46
2020-05-04,45
2020-05-05,46
2020-05-06,47
2020-05-07,47
2020-05-08,47
2020-05-09,47
2020-05-10,47
2020-05-11,47
2020-05-12,47
2020-05-13,48
