date_obj,Blue%20flowers price
2019-08-07,52
2019-08-08,52
2019-08-09,52
2019-08-10,52
2019-08-11,54
2019-08-12,54
2019-08-13,54
2019-08-14,54
2019-08-15,57
2019-08-16,57
2019-08-17,57
2019-08-18,57
2019-08-19,57
2019-08-20,58
2019-08-21,58
2019-08-22,58
2019-08-23,58
2019-08-24,58
2019-08-24,58
2019-08-25,58
2019-08-25,58
2019-08-26,60
2019-08-27,60
2019-08-27,60
2019-08-28,60
2019-08-29,60
2019-08-30,60
2019-08-31,60
2019-09-01,62
2019-09-02,62
2019-09-03,62
2019-09-04,62
2019-09-05,62
2019-09-06,62
2019-09-07,62
2019-09-08,62
2019-09-09,62
2019-09-10,62
2019-09-11,62
2019-09-12,62
2019-09-13,62
2019-09-14,62
2019-09-15,60
2019-09-16,60
2019-09-17,60
2019-09-18,60
2019-09-19,60
2019-09-20,60
2019-09-21,63
2019-09-22,63
2019-09-23,63
2019-09-24,63
2019-09-25,63
2019-09-26,63
2019-09-27,63
2019-09-28,66
2019-09-29,66
2019-09-30,66
2019-10-01,66
2019-10-02,66
2019-10-03,66
2019-10-04,66
2019-10-05,70
2019-10-06,70
2019-10-07,70
2019-10-08,70
2019-10-09,70
2019-10-10,70
2019-10-11,70
2019-10-12,74
2019-10-13,74
2019-10-14,74
2019-10-15,74
2019-10-16,74
2019-10-17,74
2019-10-18,74
2019-10-19,76
2019-10-20,76
2019-10-21,76
2019-10-22,76
2019-10-23,76
2019-10-24,76
2019-10-25,76
2019-10-26,76
2019-10-27,79
2019-10-28,79
2019-10-29,79
2019-10-30,79
2019-10-31,79
2019-11-01,79
2019-11-02,79
2019-11-03,81
2019-11-04,81
2019-11-05,81
2019-11-06,81
2019-11-07,81
2019-11-08,81
2019-11-09,81
2019-11-10,85
2019-11-11,85
2019-11-12,85
2019-11-13,85
2019-11-14,85
2019-11-15,85
2019-11-16,85
2019-11-17,85
2019-11-18,82
2019-11-19,82
2019-11-20,82
2019-11-21,82
2019-11-22,82
2019-11-23,82
2019-11-24,82
2019-11-25,82
2019-11-26,78
2019-11-27,78
2019-11-28,78
2019-11-29,78
2019-11-30,78
2019-12-01,78
2019-12-02,78
2019-12-03,78
2019-12-04,79
2019-12-05,79
2019-12-06,79
2019-12-07,79
2019-12-08,79
2019-12-09,79
2019-12-10,79
2019-12-11,79
2019-12-12,79
2019-12-13,82
2019-12-14,82
2019-12-15,82
2019-12-16,82
2019-12-17,82
2019-12-18,82
2019-12-19,82
2019-12-20,82
2019-12-21,82
2019-12-22,81
2019-12-23,81
2019-12-24,81
2019-12-25,81
2019-12-26,81
2019-12-27,81
2019-12-28,81
2019-12-29,81
2019-12-30,79
2019-12-31,79
2020-01-01,79
2020-01-02,79
2020-01-03,79
2020-01-04,79
2020-01-05,79
2020-01-06,81
2020-01-07,81
2020-01-08,81
2020-01-09,81
2020-01-10,81
2020-01-11,81
2020-01-12,80
2020-01-13,80
2020-01-14,80
2020-01-15,80
2020-01-16,80
2020-01-17,80
2020-01-18,80
2020-01-19,77
2020-01-20,77
2020-01-21,77
2020-01-22,77
2020-01-23,77
2020-01-24,73
2020-01-25,73
2020-01-26,73
2020-01-27,73
2020-01-28,71
2020-01-29,71
2020-01-30,71
2020-01-31,71
2020-02-01,71
2020-02-02,72
2020-02-03,72
2020-02-04,72
2020-02-05,72
2020-02-06,72
2020-02-07,73
2020-02-08,73
2020-02-09,73
2020-02-10,73
2020-02-11,73
2020-02-12,72
2020-02-13,72
2020-02-14,72
2020-02-15,72
2020-02-16,72
2020-02-17,69
2020-02-18,69
2020-02-19,69
2020-02-20,69
2020-02-21,69
2020-02-22,67
2020-02-23,67
2020-02-24,67
2020-02-25,67
2020-02-26,67
2020-02-27,67
2020-02-28,67
2020-02-29,67
2020-03-01,67
2020-03-02,67
2020-03-03,67
2020-03-04,67
2020-03-05,70
2020-03-06,70
2020-03-07,70
2020-03-08,70
2020-03-09,70
2020-03-10,70
2020-03-11,73
2020-03-12,73
2020-03-13,73
2020-03-14,73
2020-03-15,73
2020-03-16,73
2020-03-17,75
2020-03-18,75
2020-03-19,75
2020-03-20,75
2020-03-21,75
2020-03-22,75
2020-03-23,75
2020-03-24,75
2020-03-25,75
2020-03-26,73
2020-03-27,73
2020-03-28,73
2020-03-29,73
2020-03-30,73
2020-03-31,73
2020-04-01,73
2020-04-02,73
2020-04-03,73
2020-04-04,73
2020-04-05,73
2020-04-06,72
2020-04-07,72
2020-04-08,72
2020-04-09,72
2020-04-10,72
2020-04-11,72
2020-04-12,72
2020-04-13,72
2020-04-14,72
2020-04-15,69
2020-04-16,69
2020-04-17,69
2020-04-18,69
2020-04-19,67
2020-04-20,67
2020-04-21,67
2020-04-22,69
2020-04-23,69
2020-04-24,69
2020-04-25,69
2020-04-26,71
2020-04-27,71
2020-04-28,71
2020-04-29,71
2020-04-30,70
2020-05-01,70
2020-05-02,70
2020-05-03,70
2020-05-04,73
2020-05-05,73
2020-05-06,73
2020-05-07,77
2020-05-08,77
2020-05-09,77
2020-05-10,77
2020-05-11,81
2020-05-12,81
2020-05-13,81
