date_obj,Fremennik%20gloves price
2019-07-28,247
2019-07-29,245
2019-07-30,243
2019-07-31,243
2019-08-01,254
2019-08-02,254
2019-08-03,245
2019-08-04,241
2019-08-05,234
2019-08-06,234
2019-08-07,236
2019-08-08,237
2019-08-09,235
2019-08-10,239
2019-08-11,239
2019-08-12,245
2019-08-13,258
2019-08-14,270
2019-08-15,271
2019-08-16,270
2019-08-17,280
2019-08-18,281
2019-08-19,276
2019-08-20,274
2019-08-21,273
2019-08-22,272
2019-08-23,265
2019-08-24,265
2019-08-24,265
2019-08-25,263
2019-08-25,263
2019-08-26,263
2019-08-26,263
2019-08-27,262
2019-08-27,262
2019-08-28,276
2019-08-29,283
2019-08-30,274
2019-08-31,281
2019-09-01,275
2019-09-02,272
2019-09-03,272
2019-09-04,271
2019-09-05,267
2019-09-06,258
2019-09-07,250
2019-09-08,247
2019-09-09,238
2019-09-10,234
2019-09-11,235
2019-09-12,240
2019-09-13,240
2019-09-14,243
2019-09-15,237
2019-09-16,237
2019-09-17,237
2019-09-18,240
2019-09-19,237
2019-09-20,245
2019-09-21,252
2019-09-22,250
2019-09-23,244
2019-09-24,244
2019-09-25,240
2019-09-26,242
2019-09-27,242
2019-09-28,242
2019-09-29,243
2019-09-30,251
2019-10-01,254
2019-10-02,262
2019-10-03,266
2019-10-04,266
2019-10-05,267
2019-10-06,257
2019-10-07,255
2019-10-08,251
2019-10-09,251
2019-10-10,243
2019-10-11,240
2019-10-12,235
2019-10-13,240
2019-10-14,237
2019-10-15,234
2019-10-16,245
2019-10-17,258
2019-10-18,271
2019-10-19,285
2019-10-20,281
2019-10-21,274
2019-10-22,267
2019-10-23,256
2019-10-24,248
2019-10-25,257
2019-10-26,267
2019-10-27,281
2019-10-28,296
2019-10-29,296
2019-10-30,297
2019-10-31,289
2019-11-01,284
2019-11-02,291
2019-11-03,293
2019-11-04,293
2019-11-05,294
2019-11-06,298
2019-11-07,307
2019-11-08,302
2019-11-09,298
2019-11-10,294
2019-11-11,300
2019-11-12,290
2019-11-13,283
2019-11-14,277
2019-11-15,273
2019-11-16,271
2019-11-17,271
2019-11-18,269
2019-11-19,261
2019-11-20,258
2019-11-21,258
2019-11-22,258
2019-11-23,254
2019-11-24,251
2019-11-25,246
2019-11-26,242
2019-11-27,248
2019-11-28,248
2019-11-29,248
2019-11-30,248
2019-12-01,248
2019-12-02,245
2019-12-03,243
2019-12-04,240
2019-12-05,240
2019-12-06,242
2019-12-07,238
2019-12-08,233
2019-12-09,235
2019-12-10,238
2019-12-11,236
2019-12-12,236
2019-12-13,234
2019-12-14,234
2019-12-15,243
2019-12-16,246
2019-12-17,242
2019-12-18,242
2019-12-19,237
2019-12-20,243
2019-12-21,248
2019-12-22,244
2019-12-23,244
2019-12-24,240
2019-12-25,235
2019-12-26,240
2019-12-27,236
2019-12-28,234
2019-12-29,235
2019-12-30,234
2019-12-31,232
2020-01-01,230
2020-01-02,221
2020-01-03,223
2020-01-04,211
2020-01-05,204
2020-01-06,195
2020-01-07,189
2020-01-08,189
2020-01-09,183
2020-01-10,176
2020-01-11,174
2020-01-12,174
2020-01-13,166
2020-01-14,158
2020-01-15,160
2020-01-16,162
2020-01-17,155
2020-01-18,149
2020-01-19,141
2020-01-20,138
2020-01-21,138
2020-01-22,144
2020-01-23,148
2020-01-24,148
2020-01-25,147
2020-01-26,149
2020-01-27,150
2020-01-28,153
2020-01-29,159
2020-01-30,167
2020-01-31,176
2020-02-01,185
2020-02-02,189
2020-02-03,184
2020-02-04,182
2020-02-05,178
2020-02-06,176
2020-02-07,170
2020-02-08,165
2020-02-09,164
2020-02-10,161
2020-02-11,161
2020-02-12,156
2020-02-13,153
2020-02-14,151
2020-02-15,147
2020-02-16,141
2020-02-17,140
2020-02-18,140
2020-02-19,141
2020-02-20,138
2020-02-21,138
2020-02-22,138
2020-02-23,135
2020-02-24,131
2020-02-25,126
2020-02-26,123
2020-02-27,122
2020-02-28,122
2020-02-29,122
2020-03-01,120
2020-03-02,119
2020-03-03,117
2020-03-04,111
2020-03-05,109
2020-03-06,106
2020-03-07,101
2020-03-08,98
2020-03-09,95
2020-03-10,92
2020-03-11,92
2020-03-12,93
2020-03-13,88
2020-03-14,84
2020-03-15,87
2020-03-16,87
2020-03-17,85
2020-03-18,84
2020-03-19,81
2020-03-20,82
2020-03-21,82
2020-03-22,82
2020-03-23,78
2020-03-24,77
2020-03-25,75
2020-03-26,75
2020-03-27,72
2020-03-28,72
2020-03-29,73
2020-03-30,75
2020-03-31,79
2020-04-01,81
2020-04-02,86
2020-04-03,91
2020-04-04,96
2020-04-05,101
2020-04-06,104
2020-04-07,100
2020-04-08,101
2020-04-09,102
2020-04-10,103
2020-04-11,101
2020-04-12,99
2020-04-13,98
2020-04-14,96
2020-04-15,98
2020-04-16,103
2020-04-17,109
2020-04-18,115
2020-04-19,121
2020-04-20,128
2020-04-21,134
2020-04-22,139
2020-04-23,139
2020-04-24,140
2020-04-25,141
2020-04-26,143
2020-04-27,143
2020-04-28,142
2020-04-29,141
2020-04-30,141
2020-05-01,140
2020-05-02,141
2020-05-03,145
2020-05-04,148
2020-05-05,150
2020-05-06,153
2020-05-07,155
2020-05-08,155
2020-05-09,157
2020-05-10,158
2020-05-11,159
2020-05-12,159
2020-05-13,158
