date_obj,Steel%20sword price
2019-09-07,68
2019-09-08,67
2019-09-09,67
2019-09-10,63
2019-09-11,60
2019-09-12,63
2019-09-13,66
2019-09-14,69
2019-09-15,71
2019-09-16,72
2019-09-17,73
2019-09-18,73
2019-09-19,71
2019-09-20,69
2019-09-21,69
2019-09-22,69
2019-09-23,68
2019-09-24,68
2019-09-25,67
2019-09-26,67
2019-09-27,67
2019-09-28,67
2019-09-29,65
2019-09-30,64
2019-10-01,64
2019-10-02,64
2019-10-03,64
2019-10-04,63
2019-10-05,63
2019-10-06,63
2019-10-07,62
2019-10-08,60
2019-10-09,60
2019-10-10,58
2019-10-11,56
2019-10-12,55
2019-10-13,53
2019-10-14,50
2019-10-15,48
2019-10-16,47
2019-10-17,45
2019-10-18,45
2019-10-19,46
2019-10-20,45
2019-10-21,42
2019-10-22,43
2019-10-23,44
2019-10-24,44
2019-10-25,46
2019-10-26,47
2019-10-27,45
2019-10-28,46
2019-10-29,46
2019-10-30,47
2019-10-31,47
2019-11-01,46
2019-11-02,43
2019-11-03,41
2019-11-04,40
2019-11-05,40
2019-11-06,40
2019-11-07,39
2019-11-08,39
2019-11-09,40
2019-11-10,40
2019-11-11,40
2019-11-12,40
2019-11-13,40
2019-11-14,41
2019-11-15,41
2019-11-16,43
2019-11-17,43
2019-11-18,42
2019-11-19,40
2019-11-20,40
2019-11-21,40
2019-11-22,39
2019-11-23,38
2019-11-24,38
2019-11-25,37
2019-11-26,37
2019-11-27,37
2019-11-28,36
2019-11-29,35
2019-11-30,34
2019-12-01,34
2019-12-02,34
2019-12-03,34
2019-12-04,35
2019-12-05,35
2019-12-06,36
2019-12-07,36
2019-12-08,36
2019-12-09,37
2019-12-10,37
2019-12-11,38
2019-12-12,39
2019-12-13,39
2019-12-14,39
2019-12-15,37
2019-12-16,38
2019-12-17,39
2019-12-18,41
2019-12-19,42
2019-12-20,43
2019-12-21,45
2019-12-22,47
2019-12-23,49
2019-12-24,51
2019-12-25,52
2019-12-26,52
2019-12-27,53
2019-12-28,55
2019-12-29,57
2019-12-30,59
2019-12-31,61
2020-01-01,64
2020-01-02,63
2020-01-03,63
2020-01-04,63
2020-01-05,64
2020-01-06,65
2020-01-07,67
2020-01-08,66
2020-01-09,65
2020-01-10,68
2020-01-11,67
2020-01-12,66
2020-01-13,65
2020-01-14,66
2020-01-15,66
2020-01-16,68
2020-01-17,70
2020-01-18,72
2020-01-19,72
2020-01-20,76
2020-01-21,77
2020-01-22,78
2020-01-23,80
2020-01-24,79
2020-01-25,81
2020-01-26,79
2020-01-27,79
2020-01-28,77
2020-01-29,76
2020-01-30,75
2020-01-31,74
2020-02-01,72
2020-02-02,73
2020-02-03,72
2020-02-04,71
2020-02-05,70
2020-02-06,69
2020-02-07,67
2020-02-08,67
2020-02-09,67
2020-02-10,65
2020-02-11,61
2020-02-12,62
2020-02-13,60
2020-02-14,60
2020-02-15,59
2020-02-16,58
2020-02-17,58
2020-02-18,59
2020-02-19,56
2020-02-20,56
2020-02-21,56
2020-02-22,56
2020-02-23,57
2020-02-24,59
2020-02-25,59
2020-02-26,61
2020-02-27,63
2020-02-28,66
2020-02-29,68
2020-03-01,67
2020-03-02,66
2020-03-03,68
2020-03-04,71
2020-03-05,71
2020-03-06,71
2020-03-07,71
2020-03-08,69
2020-03-09,67
2020-03-10,66
2020-03-11,67
2020-03-12,66
2020-03-13,66
2020-03-14,67
2020-03-15,69
2020-03-16,70
2020-03-17,69
2020-03-18,70
2020-03-19,72
2020-03-20,74
2020-03-21,75
2020-03-22,76
2020-03-23,77
2020-03-24,76
2020-03-25,76
2020-03-26,75
2020-03-27,75
2020-03-28,76
2020-03-29,74
2020-03-30,74
2020-03-31,73
2020-04-01,72
2020-04-02,71
2020-04-03,70
2020-04-04,71
2020-04-05,71
2020-04-06,69
2020-04-07,68
2020-04-08,67
2020-04-09,66
2020-04-10,65
2020-04-11,63
2020-04-12,62
2020-04-13,59
2020-04-14,57
2020-04-15,56
2020-04-16,56
2020-04-17,57
2020-04-18,58
2020-04-19,57
2020-04-20,56
2020-04-21,56
2020-04-22,56
2020-04-23,56
2020-04-24,56
2020-04-25,57
2020-04-26,58
2020-04-27,57
2020-04-28,55
2020-04-29,55
2020-04-30,57
2020-05-01,54
2020-05-02,52
2020-05-03,53
2020-05-04,53
2020-05-05,52
2020-05-06,52
2020-05-07,53
2020-05-08,54
2020-05-09,54
2020-05-10,53
2020-05-11,53
2020-05-12,54
2020-05-13,54
