date_obj,Clay price
2019-08-29,55
2019-08-30,53
2019-08-31,52
2019-09-01,49
2019-09-02,47
2019-09-03,46
2019-09-04,46
2019-09-05,47
2019-09-06,47
2019-09-07,46
2019-09-08,44
2019-09-09,43
2019-09-10,42
2019-09-11,42
2019-09-12,43
2019-09-13,43
2019-09-14,42
2019-09-15,41
2019-09-16,40
2019-09-17,40
2019-09-18,41
2019-09-19,42
2019-09-20,43
2019-09-21,42
2019-09-22,43
2019-09-23,43
2019-09-24,42
2019-09-25,43
2019-09-26,43
2019-09-27,44
2019-09-28,42
2019-09-29,41
2019-09-30,41
2019-10-01,40
2019-10-02,41
2019-10-03,42
2019-10-04,42
2019-10-05,41
2019-10-06,40
2019-10-07,40
2019-10-08,39
2019-10-09,39
2019-10-10,40
2019-10-11,40
2019-10-12,41
2019-10-13,40
2019-10-14,40
2019-10-15,41
2019-10-16,40
2019-10-17,41
2019-10-18,40
2019-10-19,40
2019-10-20,41
2019-10-21,43
2019-10-22,44
2019-10-23,46
2019-10-24,49
2019-10-25,51
2019-10-26,50
2019-10-27,49
2019-10-28,52
2019-10-29,54
2019-10-30,56
2019-10-31,58
2019-11-01,60
2019-11-02,63
2019-11-03,60
2019-11-04,58
2019-11-05,58
2019-11-06,58
2019-11-07,58
2019-11-08,58
2019-11-09,59
2019-11-10,61
2019-11-11,65
2019-11-12,69
2019-11-13,73
2019-11-14,76
2019-11-15,79
2019-11-16,81
2019-11-17,82
2019-11-18,84
2019-11-19,87
2019-11-20,82
2019-11-21,79
2019-11-22,81
2019-11-23,82
2019-11-24,84
2019-11-25,88
2019-11-26,89
2019-11-27,87
2019-11-28,87
2019-11-29,86
2019-11-30,87
2019-12-01,84
2019-12-02,82
2019-12-03,81
2019-12-04,80
2019-12-05,80
2019-12-06,78
2019-12-07,75
2019-12-08,74
2019-12-09,74
2019-12-10,73
2019-12-11,72
2019-12-12,72
2019-12-13,68
2019-12-14,67
2019-12-15,65
2019-12-16,61
2019-12-17,57
2019-12-18,54
2019-12-19,51
2019-12-20,48
2019-12-21,46
2019-12-22,47
2019-12-23,47
2019-12-24,49
2019-12-25,50
2019-12-26,52
2019-12-27,50
2019-12-28,49
2019-12-29,47
2019-12-30,45
2019-12-31,44
2020-01-01,41
2020-01-02,39
2020-01-03,38
2020-01-04,38
2020-01-05,37
2020-01-06,36
2020-01-07,37
2020-01-08,38
2020-01-09,39
2020-01-10,39
2020-01-11,39
2020-01-12,40
2020-01-13,41
2020-01-14,43
2020-01-15,44
2020-01-16,46
2020-01-17,46
2020-01-18,46
2020-01-19,48
2020-01-20,50
2020-01-21,50
2020-01-22,52
2020-01-23,53
2020-01-24,53
2020-01-25,53
2020-01-26,53
2020-01-27,53
2020-01-28,54
2020-01-29,54
2020-01-30,53
2020-01-31,52
2020-02-01,52
2020-02-02,52
2020-02-03,52
2020-02-04,52
2020-02-05,53
2020-02-06,54
2020-02-07,54
2020-02-08,54
2020-02-09,54
2020-02-10,54
2020-02-11,55
2020-02-12,55
2020-02-13,55
2020-02-14,55
2020-02-15,55
2020-02-16,54
2020-02-17,52
2020-02-18,50
2020-02-19,48
2020-02-20,49
2020-02-21,51
2020-02-22,50
2020-02-23,48
2020-02-24,48
2020-02-25,47
2020-02-26,44
2020-02-27,41
2020-02-28,42
2020-02-29,41
2020-03-01,42
2020-03-02,44
2020-03-03,45
2020-03-04,46
2020-03-05,45
2020-03-06,46
2020-03-07,48
2020-03-08,48
2020-03-09,49
2020-03-10,49
2020-03-11,51
2020-03-12,51
2020-03-13,51
2020-03-14,49
2020-03-15,50
2020-03-16,49
2020-03-17,47
2020-03-18,46
2020-03-19,48
2020-03-20,50
2020-03-21,48
2020-03-22,48
2020-03-23,50
2020-03-24,51
2020-03-25,51
2020-03-26,49
2020-03-27,50
2020-03-28,51
2020-03-29,53
2020-03-30,55
2020-03-31,57
2020-04-01,59
2020-04-02,62
2020-04-03,66
2020-04-04,70
2020-04-05,74
2020-04-06,78
2020-04-07,82
2020-04-08,86
2020-04-09,91
2020-04-10,96
2020-04-11,97
2020-04-12,97
2020-04-13,101
2020-04-14,107
2020-04-15,113
2020-04-16,115
2020-04-17,115
2020-04-18,114
2020-04-19,118
2020-04-20,123
2020-04-21,130
2020-04-22,136
2020-04-23,138
2020-04-24,139
2020-04-25,138
2020-04-26,142
2020-04-27,149
2020-04-28,151
2020-04-29,149
2020-04-30,153
2020-05-01,157
2020-05-02,158
2020-05-03,158
2020-05-04,162
2020-05-05,162
2020-05-06,158
2020-05-07,159
2020-05-08,167
2020-05-09,176
2020-05-10,185
2020-05-11,193
2020-05-12,200
2020-05-13,209
