date_obj,Blue%20wizard%20hat price
2019-08-26,349
2019-08-27,348
2019-08-27,348
2019-08-28,341
2019-08-29,346
2019-08-30,346
2019-08-31,337
2019-09-01,328
2019-09-02,335
2019-09-03,346
2019-09-04,355
2019-09-05,360
2019-09-06,343
2019-09-07,350
2019-09-08,358
2019-09-09,367
2019-09-10,367
2019-09-11,361
2019-09-12,349
2019-09-13,334
2019-09-14,324
2019-09-15,317
2019-09-16,314
2019-09-17,313
2019-09-18,308
2019-09-19,304
2019-09-20,306
2019-09-21,301
2019-09-22,300
2019-09-23,294
2019-09-24,291
2019-09-25,291
2019-09-26,290
2019-09-27,283
2019-09-28,283
2019-09-29,286
2019-09-30,290
2019-10-01,297
2019-10-02,303
2019-10-03,307
2019-10-04,311
2019-10-05,310
2019-10-06,299
2019-10-07,286
2019-10-08,279
2019-10-09,287
2019-10-10,295
2019-10-11,297
2019-10-12,298
2019-10-13,291
2019-10-14,292
2019-10-15,299
2019-10-16,298
2019-10-17,298
2019-10-18,295
2019-10-19,290
2019-10-20,283
2019-10-21,283
2019-10-22,274
2019-10-23,267
2019-10-24,260
2019-10-25,250
2019-10-26,243
2019-10-27,234
2019-10-28,228
2019-10-29,216
2019-10-30,207
2019-10-31,200
2019-11-01,196
2019-11-02,190
2019-11-03,186
2019-11-04,184
2019-11-05,186
2019-11-06,190
2019-11-07,184
2019-11-08,183
2019-11-09,187
2019-11-10,188
2019-11-11,189
2019-11-12,190
2019-11-13,198
2019-11-14,202
2019-11-15,203
2019-11-16,201
2019-11-17,199
2019-11-18,204
2019-11-19,208
2019-11-20,209
2019-11-21,212
2019-11-22,214
2019-11-23,214
2019-11-24,222
2019-11-25,225
2019-11-26,229
2019-11-27,232
2019-11-28,227
2019-11-29,224
2019-11-30,229
2019-12-01,228
2019-12-02,229
2019-12-03,234
2019-12-04,234
2019-12-05,239
2019-12-06,245
2019-12-07,247
2019-12-08,249
2019-12-09,258
2019-12-10,259
2019-12-11,267
2019-12-12,273
2019-12-13,279
2019-12-14,291
2019-12-15,301
2019-12-16,308
2019-12-17,319
2019-12-18,326
2019-12-19,312
2019-12-20,313
2019-12-21,316
2019-12-22,327
2019-12-23,334
2019-12-24,338
2019-12-25,347
2019-12-26,345
2019-12-27,332
2019-12-28,337
2019-12-29,337
2019-12-30,330
2019-12-31,319
2020-01-01,318
2020-01-02,313
2020-01-03,299
2020-01-04,291
2020-01-05,289
2020-01-06,283
2020-01-07,275
2020-01-08,261
2020-01-09,249
2020-01-10,249
2020-01-11,243
2020-01-12,242
2020-01-13,239
2020-01-14,247
2020-01-15,249
2020-01-16,253
2020-01-17,244
2020-01-18,248
2020-01-19,258
2020-01-20,255
2020-01-21,263
2020-01-22,269
2020-01-23,273
2020-01-24,271
2020-01-25,272
2020-01-26,275
2020-01-27,274
2020-01-28,283
2020-01-29,274
2020-01-30,273
2020-01-31,279
2020-02-01,284
2020-02-02,287
2020-02-03,294
2020-02-04,296
2020-02-05,306
2020-02-06,312
2020-02-07,316
2020-02-08,315
2020-02-09,316
2020-02-10,325
2020-02-11,328
2020-02-12,340
2020-02-13,353
2020-02-14,360
2020-02-15,355
2020-02-16,360
2020-02-17,368
2020-02-18,367
2020-02-19,371
2020-02-20,371
2020-02-21,373
2020-02-22,364
2020-02-23,359
2020-02-24,347
2020-02-25,334
2020-02-26,318
2020-02-27,316
2020-02-28,312
2020-02-29,297
2020-03-01,296
2020-03-02,290
2020-03-03,286
2020-03-04,273
2020-03-05,267
2020-03-06,253
2020-03-07,240
2020-03-08,228
2020-03-09,216
2020-03-10,205
2020-03-11,194
2020-03-12,184
2020-03-13,175
2020-03-14,167
2020-03-15,158
2020-03-16,150
2020-03-17,142
2020-03-18,134
2020-03-19,128
2020-03-20,122
2020-03-21,118
2020-03-22,113
2020-03-23,108
2020-03-24,102
2020-03-25,97
2020-03-26,93
2020-03-27,88
2020-03-28,83
2020-03-29,79
2020-03-30,75
2020-03-31,72
2020-04-01,72
2020-04-02,76
2020-04-03,78
2020-04-04,82
2020-04-05,87
2020-04-06,92
2020-04-07,96
2020-04-08,99
2020-04-09,103
2020-04-10,109
2020-04-11,106
2020-04-12,106
2020-04-13,110
2020-04-14,114
2020-04-15,116
2020-04-16,115
2020-04-17,116
2020-04-18,121
2020-04-19,126
2020-04-20,131
2020-04-21,135
2020-04-22,141
2020-04-23,146
2020-04-24,142
2020-04-25,136
2020-04-26,141
2020-04-27,148
2020-04-28,154
2020-04-29,159
2020-04-30,163
2020-05-01,169
2020-05-02,162
2020-05-03,158
2020-05-04,163
2020-05-05,168
2020-05-06,175
2020-05-07,181
2020-05-08,187
2020-05-09,194
2020-05-10,202
2020-05-11,199
2020-05-12,203
2020-05-13,206
