date_obj,Cleaning%20cloth price
2019-08-16,724
2019-08-17,744
2019-08-18,724
2019-08-19,689
2019-08-20,654
2019-08-21,623
2019-08-22,597
2019-08-23,573
2019-08-24,548
2019-08-24,548
2019-08-25,561
2019-08-25,561
2019-08-26,554
2019-08-26,554
2019-08-27,534
2019-08-27,534
2019-08-28,544
2019-08-29,558
2019-08-30,562
2019-08-31,550
2019-09-01,534
2019-09-02,518
2019-09-03,508
2019-09-04,502
2019-09-05,502
2019-09-06,498
2019-09-07,495
2019-09-08,490
2019-09-09,467
2019-09-10,455
2019-09-11,436
2019-09-12,441
2019-09-13,448
2019-09-14,453
2019-09-15,449
2019-09-16,432
2019-09-17,425
2019-09-18,426
2019-09-19,434
2019-09-20,413
2019-09-21,406
2019-09-22,402
2019-09-23,390
2019-09-24,390
2019-09-25,390
2019-09-26,395
2019-09-27,401
2019-09-28,398
2019-09-29,405
2019-09-30,407
2019-10-01,412
2019-10-02,403
2019-10-03,407
2019-10-04,408
2019-10-05,419
2019-10-06,424
2019-10-07,431
2019-10-08,421
2019-10-09,413
2019-10-10,415
2019-10-11,418
2019-10-12,426
2019-10-13,435
2019-10-14,439
2019-10-15,446
2019-10-16,444
2019-10-17,443
2019-10-18,451
2019-10-19,453
2019-10-20,462
2019-10-21,465
2019-10-22,441
2019-10-23,421
2019-10-24,422
2019-10-25,414
2019-10-26,418
2019-10-27,403
2019-10-28,383
2019-10-29,383
2019-10-30,367
2019-10-31,359
2019-11-01,348
2019-11-02,356
2019-11-03,340
2019-11-04,333
2019-11-05,333
2019-11-06,324
2019-11-07,314
2019-11-08,301
2019-11-09,290
2019-11-10,294
2019-11-11,299
2019-11-12,304
2019-11-13,313
2019-11-14,321
2019-11-15,329
2019-11-16,341
2019-11-17,341
2019-11-18,341
2019-11-19,346
2019-11-20,347
2019-11-21,347
2019-11-22,359
2019-11-23,364
2019-11-24,369
2019-11-25,371
2019-11-26,372
2019-11-27,372
2019-11-28,353
2019-11-29,335
2019-11-30,318
2019-12-01,302
2019-12-02,286
2019-12-03,271
2019-12-04,257
2019-12-05,244
2019-12-06,231
2019-12-07,219
2019-12-08,217
2019-12-09,224
2019-12-10,229
2019-12-11,232
2019-12-12,222
2019-12-13,210
2019-12-14,199
2019-12-15,189
2019-12-16,186
2019-12-17,196
2019-12-18,196
2019-12-19,204
2019-12-20,213
2019-12-21,222
2019-12-22,234
2019-12-23,246
2019-12-24,259
2019-12-25,272
2019-12-26,286
2019-12-27,301
2019-12-28,317
2019-12-29,333
2019-12-30,348
2019-12-31,355
2020-01-01,346
2020-01-02,332
2020-01-03,315
2020-01-04,299
2020-01-05,284
2020-01-06,269
2020-01-07,255
2020-01-08,247
2020-01-09,236
2020-01-10,224
2020-01-11,225
2020-01-12,228
2020-01-13,228
2020-01-14,234
2020-01-15,235
2020-01-16,240
2020-01-17,246
2020-01-18,250
2020-01-19,255
2020-01-20,260
2020-01-21,260
2020-01-22,272
2020-01-23,267
2020-01-24,268
2020-01-25,272
2020-01-26,284
2020-01-27,291
2020-01-28,296
2020-01-29,299
2020-01-30,295
2020-01-31,293
2020-02-01,292
2020-02-02,293
2020-02-03,296
2020-02-04,305
2020-02-05,306
2020-02-06,303
2020-02-07,309
2020-02-08,319
2020-02-09,335
2020-02-10,352
2020-02-11,361
2020-02-12,380
2020-02-13,399
2020-02-14,417
2020-02-15,433
2020-02-16,420
2020-02-17,399
2020-02-18,379
2020-02-19,360
2020-02-20,342
2020-02-21,328
2020-02-22,311
2020-02-23,295
2020-02-24,280
2020-02-25,266
2020-02-26,252
2020-02-27,239
2020-02-28,230
2020-02-29,230
2020-03-01,227
2020-03-02,225
2020-03-03,222
2020-03-04,222
2020-03-05,219
2020-03-06,208
2020-03-07,198
2020-03-08,194
2020-03-09,190
2020-03-10,186
2020-03-11,188
2020-03-12,191
2020-03-13,195
2020-03-14,202
2020-03-15,193
2020-03-16,193
2020-03-17,183
2020-03-18,173
2020-03-19,164
2020-03-20,156
2020-03-21,164
2020-03-22,164
2020-03-23,156
2020-03-24,148
2020-03-25,140
2020-03-26,134
2020-03-27,128
2020-03-28,121
2020-03-29,114
2020-03-30,108
2020-03-31,102
2020-04-01,96
2020-04-02,91
2020-04-03,91
2020-04-04,88
2020-04-05,86
2020-04-06,85
2020-04-07,83
2020-04-08,82
2020-04-09,77
2020-04-10,73
2020-04-11,73
2020-04-12,72
2020-04-13,73
2020-04-14,73
2020-04-15,73
2020-04-16,71
2020-04-17,70
2020-04-18,70
2020-04-19,70
2020-04-20,69
2020-04-21,68
2020-04-22,70
2020-04-23,70
2020-04-24,69
2020-04-25,69
2020-04-26,67
2020-04-27,70
2020-04-28,71
2020-04-29,71
2020-04-30,71
2020-05-01,71
2020-05-02,71
2020-05-03,69
2020-05-04,71
2020-05-05,70
2020-05-06,72
2020-05-07,75
2020-05-08,76
2020-05-09,76
2020-05-10,77
2020-05-11,79
2020-05-12,82
2020-05-13,87
