date_obj,Iron%20crossbow price
2019-07-12,25
2019-07-13,25
2019-07-14,25
2019-07-15,25
2019-07-16,25
2019-07-17,25
2019-07-18,25
2019-07-19,25
2019-07-20,25
2019-07-21,25
2019-07-22,25
2019-07-23,25
2019-07-24,25
2019-07-25,25
2019-07-26,25
2019-07-27,25
2019-07-28,25
2019-07-29,25
2019-07-30,25
2019-07-31,25
2019-08-01,25
2019-08-02,25
2019-08-03,25
2019-08-04,25
2019-08-05,25
2019-08-06,26
2019-08-07,26
2019-08-08,26
2019-08-09,26
2019-08-10,25
2019-08-11,25
2019-08-12,25
2019-08-13,25
2019-08-14,25
2019-08-15,24
2019-08-16,24
2019-08-17,24
2019-08-18,24
2019-08-19,25
2019-08-20,25
2019-08-21,25
2019-08-22,25
2019-08-23,23
2019-08-24,23
2019-08-24,23
2019-08-25,23
2019-08-25,23
2019-08-26,23
2019-08-26,23
2019-08-27,23
2019-08-27,23
2019-08-28,23
2019-08-29,23
2019-08-30,23
2019-08-31,24
2019-09-01,24
2019-09-02,24
2019-09-03,24
2019-09-04,23
2019-09-05,23
2019-09-06,23
2019-09-07,23
2019-09-08,22
2019-09-09,22
2019-09-10,22
2019-09-11,22
2019-09-12,22
2019-09-13,22
2019-09-14,20
2019-09-15,20
2019-09-16,20
2019-09-17,20
2019-09-18,20
2019-09-19,20
2019-09-20,20
2019-09-21,20
2019-09-22,20
2019-09-23,20
2019-09-24,20
2019-09-25,20
2019-09-26,20
2019-09-27,20
2019-09-28,21
2019-09-29,21
2019-09-30,21
2019-10-01,21
2019-10-02,21
2019-10-03,21
2019-10-04,23
2019-10-05,23
2019-10-06,23
2019-10-07,23
2019-10-08,23
2019-10-09,24
2019-10-10,24
2019-10-11,24
2019-10-12,24
2019-10-13,24
2019-10-14,24
2019-10-15,24
2019-10-16,24
2019-10-17,24
2019-10-18,24
2019-10-19,25
2019-10-20,25
2019-10-21,25
2019-10-22,25
2019-10-23,25
2019-10-24,27
2019-10-25,27
2019-10-26,27
2019-10-27,27
2019-10-28,27
2019-10-29,27
2019-10-30,27
2019-10-31,27
2019-11-01,27
2019-11-02,27
2019-11-03,27
2019-11-04,26
2019-11-05,26
2019-11-06,26
2019-11-07,26
2019-11-08,26
2019-11-09,26
2019-11-10,25
2019-11-11,25
2019-11-12,25
2019-11-13,25
2019-11-14,25
2019-11-15,25
2019-11-16,26
2019-11-17,26
2019-11-18,26
2019-11-19,26
2019-11-20,26
2019-11-21,26
2019-11-22,25
2019-11-23,25
2019-11-24,25
2019-11-25,25
2019-11-26,25
2019-11-27,23
2019-11-28,23
2019-11-29,23
2019-11-30,23
2019-12-01,23
2019-12-02,23
2019-12-03,23
2019-12-04,23
2019-12-05,23
2019-12-06,23
2019-12-07,23
2019-12-08,23
2019-12-09,23
2019-12-10,23
2019-12-11,23
2019-12-12,23
2019-12-13,22
2019-12-14,22
2019-12-15,22
2019-12-16,22
2019-12-17,23
2019-12-18,23
2019-12-19,23
2019-12-20,23
2019-12-21,23
2019-12-22,24
2019-12-23,24
2019-12-24,24
2019-12-25,24
2019-12-26,24
2019-12-27,24
2019-12-28,23
2019-12-29,23
2019-12-30,23
2019-12-31,23
2020-01-01,23
2020-01-02,23
2020-01-03,23
2020-01-04,23
2020-01-05,23
2020-01-06,23
2020-01-07,25
2020-01-08,25
2020-01-09,25
2020-01-10,25
2020-01-11,25
2020-01-12,25
2020-01-13,25
2020-01-14,25
2020-01-15,25
2020-01-16,25
2020-01-17,24
2020-01-18,24
2020-01-19,24
2020-01-20,24
2020-01-21,24
2020-01-22,25
2020-01-23,25
2020-01-24,25
2020-01-25,25
2020-01-26,26
2020-01-27,26
2020-01-28,26
2020-01-29,26
2020-01-30,26
2020-01-31,28
2020-02-01,28
2020-02-02,28
2020-02-03,28
2020-02-04,28
2020-02-05,29
2020-02-06,29
2020-02-07,29
2020-02-08,29
2020-02-09,31
2020-02-10,31
2020-02-11,31
2020-02-12,31
2020-02-13,33
2020-02-14,33
2020-02-15,33
2020-02-16,33
2020-02-17,35
2020-02-18,35
2020-02-19,35
2020-02-20,35
2020-02-21,35
2020-02-22,35
2020-02-23,35
2020-02-24,35
2020-02-25,35
2020-02-26,37
2020-02-27,37
2020-02-28,37
2020-02-29,37
2020-03-01,39
2020-03-02,39
2020-03-03,39
2020-03-04,39
2020-03-05,39
2020-03-06,41
2020-03-07,41
2020-03-08,41
2020-03-09,41
2020-03-10,41
2020-03-11,44
2020-03-12,44
2020-03-13,44
2020-03-14,44
2020-03-15,46
2020-03-16,46
2020-03-17,46
2020-03-18,49
2020-03-19,49
2020-03-20,49
2020-03-21,50
2020-03-22,50
2020-03-23,50
2020-03-24,51
2020-03-25,51
2020-03-26,51
2020-03-27,49
2020-03-28,49
2020-03-29,52
2020-03-30,52
2020-03-31,52
2020-04-01,51
2020-04-02,51
2020-04-03,51
2020-04-04,53
2020-04-05,53
2020-04-06,56
2020-04-07,56
2020-04-08,59
2020-04-09,59
2020-04-10,59
2020-04-11,61
2020-04-12,61
2020-04-13,61
2020-04-14,59
2020-04-15,59
2020-04-16,59
2020-04-17,59
2020-04-18,59
2020-04-19,61
2020-04-20,61
2020-04-21,61
2020-04-22,63
2020-04-23,63
2020-04-24,63
2020-04-25,61
2020-04-26,61
2020-04-27,64
2020-04-28,64
2020-04-29,64
2020-04-30,61
2020-05-01,61
2020-05-02,61
2020-05-03,58
2020-05-04,58
2020-05-05,58
2020-05-06,59
2020-05-07,59
2020-05-08,59
2020-05-09,61
2020-05-10,61
2020-05-11,61
2020-05-12,61
2020-05-13,61
