date_obj,Soft%20clay price
2019-09-07,81
2019-09-08,78
2019-09-09,77
2019-09-10,76
2019-09-11,75
2019-09-12,75
2019-09-13,73
2019-09-14,73
2019-09-15,73
2019-09-16,73
2019-09-17,73
2019-09-18,73
2019-09-19,72
2019-09-20,69
2019-09-21,69
2019-09-22,69
2019-09-23,70
2019-09-24,71
2019-09-25,70
2019-09-26,72
2019-09-27,73
2019-09-28,72
2019-09-29,71
2019-09-30,69
2019-10-01,66
2019-10-02,64
2019-10-03,62
2019-10-04,61
2019-10-05,64
2019-10-06,66
2019-10-07,63
2019-10-08,64
2019-10-09,66
2019-10-10,69
2019-10-11,71
2019-10-12,72
2019-10-13,70
2019-10-14,69
2019-10-15,68
2019-10-16,69
2019-10-17,71
2019-10-18,72
2019-10-19,70
2019-10-20,68
2019-10-21,68
2019-10-22,71
2019-10-23,72
2019-10-24,71
2019-10-25,71
2019-10-26,74
2019-10-27,77
2019-10-28,80
2019-10-29,83
2019-10-30,86
2019-10-31,82
2019-11-01,84
2019-11-02,85
2019-11-03,89
2019-11-04,93
2019-11-05,94
2019-11-06,92
2019-11-07,89
2019-11-08,86
2019-11-09,90
2019-11-10,91
2019-11-11,96
2019-11-12,101
2019-11-13,107
2019-11-14,110
2019-11-15,113
2019-11-16,115
2019-11-17,112
2019-11-18,113
2019-11-19,116
2019-11-20,121
2019-11-21,128
2019-11-22,135
2019-11-23,136
2019-11-24,136
2019-11-25,131
2019-11-26,134
2019-11-27,131
2019-11-28,129
2019-11-29,127
2019-11-30,129
2019-12-01,126
2019-12-02,123
2019-12-03,117
2019-12-04,113
2019-12-05,111
2019-12-06,112
2019-12-07,113
2019-12-08,115
2019-12-09,118
2019-12-10,123
2019-12-11,129
2019-12-12,136
2019-12-13,135
2019-12-14,128
2019-12-15,122
2019-12-16,115
2019-12-17,109
2019-12-18,103
2019-12-19,97
2019-12-20,92
2019-12-21,87
2019-12-22,85
2019-12-23,82
2019-12-24,79
2019-12-25,76
2019-12-26,76
2019-12-27,77
2019-12-28,79
2019-12-29,78
2019-12-30,80
2019-12-31,78
2020-01-01,77
2020-01-02,75
2020-01-03,71
2020-01-04,68
2020-01-05,66
2020-01-06,66
2020-01-07,70
2020-01-08,72
2020-01-09,74
2020-01-10,75
2020-01-11,78
2020-01-12,80
2020-01-13,83
2020-01-14,87
2020-01-15,87
2020-01-16,82
2020-01-17,83
2020-01-18,86
2020-01-19,90
2020-01-20,92
2020-01-21,95
2020-01-22,99
2020-01-23,103
2020-01-24,101
2020-01-25,95
2020-01-26,94
2020-01-27,91
2020-01-28,88
2020-01-29,88
2020-01-30,88
2020-01-31,87
2020-02-01,87
2020-02-02,88
2020-02-03,88
2020-02-04,92
2020-02-05,94
2020-02-06,93
2020-02-07,90
2020-02-08,90
2020-02-09,90
2020-02-10,91
2020-02-11,94
2020-02-12,96
2020-02-13,94
2020-02-14,93
2020-02-15,89
2020-02-16,86
2020-02-17,85
2020-02-18,87
2020-02-19,89
2020-02-20,92
2020-02-21,89
2020-02-22,91
2020-02-23,89
2020-02-24,91
2020-02-25,89
2020-02-26,87
2020-02-27,84
2020-02-28,84
2020-02-29,80
2020-03-01,78
2020-03-02,77
2020-03-03,76
2020-03-04,75
2020-03-05,74
2020-03-06,74
2020-03-07,74
2020-03-08,76
2020-03-09,75
2020-03-10,75
2020-03-11,76
2020-03-12,79
2020-03-13,81
2020-03-14,83
2020-03-15,84
2020-03-16,84
2020-03-17,87
2020-03-18,85
2020-03-19,86
2020-03-20,87
2020-03-21,87
2020-03-22,87
2020-03-23,84
2020-03-24,85
2020-03-25,86
2020-03-26,84
2020-03-27,84
2020-03-28,86
2020-03-29,87
2020-03-30,90
2020-03-31,90
2020-04-01,94
2020-04-02,99
2020-04-03,104
2020-04-04,110
2020-04-05,116
2020-04-06,122
2020-04-07,129
2020-04-08,136
2020-04-09,142
2020-04-10,140
2020-04-11,143
2020-04-12,145
2020-04-13,148
2020-04-14,154
2020-04-15,154
2020-04-16,146
2020-04-17,142
2020-04-18,142
2020-04-19,144
2020-04-20,152
2020-04-21,160
2020-04-22,168
2020-04-23,177
2020-04-24,180
2020-04-25,180
2020-04-26,177
2020-04-27,177
2020-04-28,177
2020-04-29,180
2020-04-30,189
2020-05-01,198
2020-05-02,207
2020-05-03,198
2020-05-04,195
2020-05-05,199
2020-05-06,202
2020-05-07,213
2020-05-08,219
2020-05-09,229
2020-05-10,241
2020-05-11,250
2020-05-12,248
2020-05-13,256
