date_obj,Mithril%20dart%20tip price
2019-09-07,67
2019-09-08,67
2019-09-09,67
2019-09-10,68
2019-09-11,69
2019-09-12,69
2019-09-13,69
2019-09-14,70
2019-09-15,71
2019-09-16,70
2019-09-17,71
2019-09-18,70
2019-09-19,70
2019-09-20,70
2019-09-21,70
2019-09-22,70
2019-09-23,72
2019-09-24,72
2019-09-25,72
2019-09-26,73
2019-09-27,73
2019-09-28,74
2019-09-29,73
2019-09-30,72
2019-10-01,72
2019-10-02,73
2019-10-03,72
2019-10-04,73
2019-10-05,73
2019-10-06,73
2019-10-07,73
2019-10-08,73
2019-10-09,72
2019-10-10,72
2019-10-11,71
2019-10-12,71
2019-10-13,71
2019-10-14,72
2019-10-15,72
2019-10-16,73
2019-10-17,71
2019-10-18,72
2019-10-19,71
2019-10-20,71
2019-10-21,70
2019-10-22,71
2019-10-23,71
2019-10-24,71
2019-10-25,70
2019-10-26,70
2019-10-27,70
2019-10-28,72
2019-10-29,72
2019-10-30,73
2019-10-31,73
2019-11-01,74
2019-11-02,73
2019-11-03,73
2019-11-04,72
2019-11-05,73
2019-11-06,75
2019-11-07,74
2019-11-08,74
2019-11-09,73
2019-11-10,72
2019-11-11,72
2019-11-12,71
2019-11-13,71
2019-11-14,72
2019-11-15,72
2019-11-16,72
2019-11-17,71
2019-11-18,71
2019-11-19,71
2019-11-20,70
2019-11-21,71
2019-11-22,71
2019-11-23,72
2019-11-24,71
2019-11-25,71
2019-11-26,72
2019-11-27,72
2019-11-28,73
2019-11-29,72
2019-11-30,72
2019-12-01,71
2019-12-02,72
2019-12-03,73
2019-12-04,72
2019-12-05,72
2019-12-06,72
2019-12-07,72
2019-12-08,72
2019-12-09,72
2019-12-10,71
2019-12-11,72
2019-12-12,71
2019-12-13,71
2019-12-14,71
2019-12-15,71
2019-12-16,70
2019-12-17,71
2019-12-18,71
2019-12-19,71
2019-12-20,72
2019-12-21,72
2019-12-22,72
2019-12-23,72
2019-12-24,72
2019-12-25,73
2019-12-26,72
2019-12-27,72
2019-12-28,72
2019-12-29,72
2019-12-30,72
2019-12-31,73
2020-01-01,73
2020-01-02,74
2020-01-03,73
2020-01-04,73
2020-01-05,73
2020-01-06,73
2020-01-07,73
2020-01-08,73
2020-01-09,73
2020-01-10,72
2020-01-11,72
2020-01-12,72
2020-01-13,72
2020-01-14,72
2020-01-15,72
2020-01-16,72
2020-01-17,73
2020-01-18,73
2020-01-19,73
2020-01-20,73
2020-01-21,73
2020-01-22,73
2020-01-23,73
2020-01-24,73
2020-01-25,73
2020-01-26,73
2020-01-27,73
2020-01-28,73
2020-01-29,73
2020-01-30,72
2020-01-31,71
2020-02-01,70
2020-02-02,69
2020-02-03,69
2020-02-04,69
2020-02-05,68
2020-02-06,67
2020-02-07,67
2020-02-08,66
2020-02-09,65
2020-02-10,66
2020-02-11,67
2020-02-12,68
2020-02-13,67
2020-02-14,68
2020-02-15,68
2020-02-16,68
2020-02-17,68
2020-02-18,69
2020-02-19,70
2020-02-20,70
2020-02-21,70
2020-02-22,70
2020-02-23,69
2020-02-24,71
2020-02-25,71
2020-02-26,72
2020-02-27,72
2020-02-28,72
2020-02-29,71
2020-03-01,70
2020-03-02,70
2020-03-03,72
2020-03-04,71
2020-03-05,72
2020-03-06,72
2020-03-07,72
2020-03-08,72
2020-03-09,72
2020-03-10,73
2020-03-11,74
2020-03-12,74
2020-03-13,74
2020-03-14,75
2020-03-15,75
2020-03-16,75
2020-03-17,76
2020-03-18,76
2020-03-19,76
2020-03-20,75
2020-03-21,74
2020-03-22,73
2020-03-23,73
2020-03-24,73
2020-03-25,73
2020-03-26,75
2020-03-27,76
2020-03-28,75
2020-03-29,76
2020-03-30,77
2020-03-31,77
2020-04-01,76
2020-04-02,77
2020-04-03,76
2020-04-04,77
2020-04-05,78
2020-04-06,79
2020-04-07,78
2020-04-08,79
2020-04-09,79
2020-04-10,80
2020-04-11,80
2020-04-12,81
2020-04-13,81
2020-04-14,80
2020-04-15,79
2020-04-16,77
2020-04-17,78
2020-04-18,79
2020-04-19,79
2020-04-20,78
2020-04-21,77
2020-04-22,78
2020-04-23,77
2020-04-24,77
2020-04-25,76
2020-04-26,76
2020-04-27,77
2020-04-28,78
2020-04-29,77
2020-04-30,78
2020-05-01,78
2020-05-02,78
2020-05-03,78
2020-05-04,76
2020-05-05,75
2020-05-06,74
2020-05-07,73
2020-05-08,73
2020-05-09,73
2020-05-10,73
2020-05-11,71
2020-05-12,70
2020-05-13,72
