date_obj,Ham%20shirt price
2019-08-25,74
2019-08-25,74
2019-08-26,76
2019-08-26,76
2019-08-27,78
2019-08-27,78
2019-08-28,80
2019-08-29,81
2019-08-30,83
2019-08-31,84
2019-09-01,85
2019-09-02,85
2019-09-03,87
2019-09-04,88
2019-09-05,86
2019-09-06,84
2019-09-07,83
2019-09-08,79
2019-09-09,75
2019-09-10,73
2019-09-11,71
2019-09-12,72
2019-09-13,72
2019-09-14,72
2019-09-15,73
2019-09-16,74
2019-09-17,76
2019-09-18,76
2019-09-19,77
2019-09-20,79
2019-09-21,81
2019-09-22,82
2019-09-23,84
2019-09-24,84
2019-09-25,83
2019-09-26,85
2019-09-27,88
2019-09-28,89
2019-09-29,91
2019-09-30,92
2019-10-01,93
2019-10-02,93
2019-10-03,95
2019-10-04,97
2019-10-05,97
2019-10-06,97
2019-10-07,97
2019-10-08,97
2019-10-09,97
2019-10-10,97
2019-10-11,99
2019-10-12,100
2019-10-13,99
2019-10-14,99
2019-10-15,99
2019-10-16,100
2019-10-17,100
2019-10-18,99
2019-10-19,100
2019-10-20,100
2019-10-21,98
2019-10-22,98
2019-10-23,98
2019-10-24,98
2019-10-25,98
2019-10-26,95
2019-10-27,91
2019-10-28,93
2019-10-29,93
2019-10-30,93
2019-10-31,96
2019-11-01,97
2019-11-02,96
2019-11-03,95
2019-11-04,95
2019-11-05,95
2019-11-06,94
2019-11-07,91
2019-11-08,90
2019-11-09,90
2019-11-10,89
2019-11-11,89
2019-11-12,90
2019-11-13,91
2019-11-14,90
2019-11-15,91
2019-11-16,91
2019-11-17,91
2019-11-18,90
2019-11-19,92
2019-11-20,94
2019-11-21,94
2019-11-22,94
2019-11-23,97
2019-11-24,95
2019-11-25,95
2019-11-26,98
2019-11-27,98
2019-11-28,101
2019-11-29,102
2019-11-30,102
2019-12-01,102
2019-12-02,101
2019-12-03,102
2019-12-04,101
2019-12-05,101
2019-12-06,102
2019-12-07,104
2019-12-08,104
2019-12-09,104
2019-12-10,105
2019-12-11,107
2019-12-12,107
2019-12-13,107
2019-12-14,107
2019-12-15,106
2019-12-16,107
2019-12-17,107
2019-12-18,107
2019-12-19,108
2019-12-20,107
2019-12-21,107
2019-12-22,107
2019-12-23,108
2019-12-24,108
2019-12-25,108
2019-12-26,108
2019-12-27,108
2019-12-28,107
2019-12-29,106
2019-12-30,106
2019-12-31,105
2020-01-01,105
2020-01-02,105
2020-01-03,104
2020-01-04,104
2020-01-05,103
2020-01-06,103
2020-01-07,101
2020-01-08,101
2020-01-09,100
2020-01-10,100
2020-01-11,99
2020-01-12,99
2020-01-13,99
2020-01-14,99
2020-01-15,99
2020-01-16,98
2020-01-17,97
2020-01-18,97
2020-01-19,98
2020-01-20,97
2020-01-21,99
2020-01-22,99
2020-01-23,98
2020-01-24,97
2020-01-25,98
2020-01-26,99
2020-01-27,101
2020-01-28,102
2020-01-29,104
2020-01-30,105
2020-01-31,105
2020-02-01,105
2020-02-02,104
2020-02-03,103
2020-02-04,102
2020-02-05,99
2020-02-06,97
2020-02-07,96
2020-02-08,96
2020-02-09,97
2020-02-10,97
2020-02-11,98
2020-02-12,99
2020-02-13,101
2020-02-14,101
2020-02-15,101
2020-02-16,101
2020-02-17,101
2020-02-18,100
2020-02-19,101
2020-02-20,102
2020-02-21,102
2020-02-22,103
2020-02-23,102
2020-02-24,103
2020-02-25,105
2020-02-26,106
2020-02-27,105
2020-02-28,103
2020-02-29,102
2020-03-01,101
2020-03-02,100
2020-03-03,96
2020-03-04,93
2020-03-05,92
2020-03-06,92
2020-03-07,91
2020-03-08,89
2020-03-09,87
2020-03-10,86
2020-03-11,83
2020-03-12,81
2020-03-13,79
2020-03-14,75
2020-03-15,71
2020-03-16,70
2020-03-17,69
2020-03-18,68
2020-03-19,68
2020-03-20,67
2020-03-21,66
2020-03-22,65
2020-03-23,65
2020-03-24,65
2020-03-25,65
2020-03-26,65
2020-03-27,65
2020-03-28,66
2020-03-29,67
2020-03-30,68
2020-03-31,67
2020-04-01,68
2020-04-02,70
2020-04-03,70
2020-04-04,71
2020-04-05,71
2020-04-06,72
2020-04-07,72
2020-04-08,73
2020-04-09,73
2020-04-10,74
2020-04-11,74
2020-04-12,73
2020-04-13,72
2020-04-14,71
2020-04-15,71
2020-04-16,69
2020-04-17,69
2020-04-18,69
2020-04-19,68
2020-04-20,67
2020-04-21,66
2020-04-22,66
2020-04-23,66
2020-04-24,66
2020-04-25,66
2020-04-26,66
2020-04-27,66
2020-04-28,64
2020-04-29,60
2020-04-30,59
2020-05-01,57
2020-05-02,58
2020-05-03,59
2020-05-04,59
2020-05-05,59
2020-05-06,59
2020-05-07,59
2020-05-08,60
2020-05-09,60
2020-05-10,60
2020-05-11,61
2020-05-12,62
2020-05-13,63
