date_obj,Iron%20chainbody price
2019-08-30,75
2019-08-31,73
2019-09-01,72
2019-09-02,71
2019-09-03,69
2019-09-04,67
2019-09-05,66
2019-09-06,65
2019-09-07,64
2019-09-08,62
2019-09-09,63
2019-09-10,62
2019-09-11,62
2019-09-12,59
2019-09-13,59
2019-09-14,60
2019-09-15,61
2019-09-16,63
2019-09-17,64
2019-09-18,66
2019-09-19,66
2019-09-20,66
2019-09-21,64
2019-09-22,63
2019-09-23,62
2019-09-24,63
2019-09-25,65
2019-09-26,67
2019-09-27,68
2019-09-28,68
2019-09-29,67
2019-09-30,68
2019-10-01,69
2019-10-02,67
2019-10-03,67
2019-10-04,67
2019-10-05,67
2019-10-06,67
2019-10-07,66
2019-10-08,64
2019-10-09,66
2019-10-10,67
2019-10-11,69
2019-10-12,70
2019-10-13,72
2019-10-14,69
2019-10-15,67
2019-10-16,66
2019-10-17,65
2019-10-18,66
2019-10-19,67
2019-10-20,68
2019-10-21,68
2019-10-22,68
2019-10-23,68
2019-10-24,67
2019-10-25,67
2019-10-26,68
2019-10-27,71
2019-10-28,73
2019-10-29,74
2019-10-30,74
2019-10-31,75
2019-11-01,77
2019-11-02,78
2019-11-03,80
2019-11-04,80
2019-11-05,81
2019-11-06,80
2019-11-07,81
2019-11-08,81
2019-11-09,83
2019-11-10,83
2019-11-11,80
2019-11-12,77
2019-11-13,74
2019-11-14,72
2019-11-15,68
2019-11-16,68
2019-11-17,69
2019-11-18,68
2019-11-19,69
2019-11-20,72
2019-11-21,73
2019-11-22,74
2019-11-23,74
2019-11-24,72
2019-11-25,70
2019-11-26,69
2019-11-27,67
2019-11-28,64
2019-11-29,63
2019-11-30,67
2019-12-01,71
2019-12-02,72
2019-12-03,75
2019-12-04,73
2019-12-05,77
2019-12-06,79
2019-12-07,82
2019-12-08,85
2019-12-09,88
2019-12-10,92
2019-12-11,95
2019-12-12,95
2019-12-13,96
2019-12-14,96
2019-12-15,95
2019-12-16,94
2019-12-17,89
2019-12-18,84
2019-12-19,79
2019-12-20,75
2019-12-21,71
2019-12-22,67
2019-12-23,64
2019-12-24,62
2019-12-25,60
2019-12-26,61
2019-12-27,61
2019-12-28,60
2019-12-29,57
2019-12-30,54
2019-12-31,54
2020-01-01,55
2020-01-02,55
2020-01-03,52
2020-01-04,50
2020-01-05,49
2020-01-06,48
2020-01-07,47
2020-01-08,47
2020-01-09,46
2020-01-10,46
2020-01-11,46
2020-01-12,46
2020-01-13,48
2020-01-14,48
2020-01-15,50
2020-01-16,52
2020-01-17,54
2020-01-18,56
2020-01-19,57
2020-01-20,56
2020-01-21,57
2020-01-22,59
2020-01-23,60
2020-01-24,60
2020-01-25,63
2020-01-26,66
2020-01-27,65
2020-01-28,66
2020-01-29,67
2020-01-30,66
2020-01-31,62
2020-02-01,59
2020-02-02,58
2020-02-03,56
2020-02-04,56
2020-02-05,55
2020-02-06,53
2020-02-07,52
2020-02-08,53
2020-02-09,54
2020-02-10,55
2020-02-11,55
2020-02-12,57
2020-02-13,59
2020-02-14,62
2020-02-15,64
2020-02-16,66
2020-02-17,66
2020-02-18,67
2020-02-19,69
2020-02-20,69
2020-02-21,69
2020-02-22,71
2020-02-23,72
2020-02-24,73
2020-02-25,73
2020-02-26,74
2020-02-27,76
2020-02-28,78
2020-02-29,81
2020-03-01,82
2020-03-02,81
2020-03-03,82
2020-03-04,81
2020-03-05,83
2020-03-06,85
2020-03-07,84
2020-03-08,84
2020-03-09,85
2020-03-10,84
2020-03-11,83
2020-03-12,78
2020-03-13,74
2020-03-14,70
2020-03-15,66
2020-03-16,62
2020-03-17,59
2020-03-18,57
2020-03-19,57
2020-03-20,56
2020-03-21,56
2020-03-22,56
2020-03-23,55
2020-03-24,56
2020-03-25,55
2020-03-26,55
2020-03-27,55
2020-03-28,55
2020-03-29,54
2020-03-30,54
2020-03-31,53
2020-04-01,52
2020-04-02,49
2020-04-03,47
2020-04-04,47
2020-04-05,45
2020-04-06,45
2020-04-07,45
2020-04-08,45
2020-04-09,43
2020-04-10,43
2020-04-11,44
2020-04-12,44
2020-04-13,44
2020-04-14,45
2020-04-15,45
2020-04-16,47
2020-04-17,50
2020-04-18,52
2020-04-19,53
2020-04-20,52
2020-04-21,51
2020-04-22,51
2020-04-23,50
2020-04-24,49
2020-04-25,49
2020-04-26,49
2020-04-27,49
2020-04-28,50
2020-04-29,52
2020-04-30,51
2020-05-01,51
2020-05-02,50
2020-05-03,51
2020-05-04,53
2020-05-05,54
2020-05-06,56
2020-05-07,56
2020-05-08,57
2020-05-09,59
2020-05-10,60
2020-05-11,59
2020-05-12,61
2020-05-13,62
