date_obj,Meat%20pie price
2019-09-07,67
2019-09-08,67
2019-09-09,70
2019-09-10,67
2019-09-11,69
2019-09-12,69
2019-09-13,70
2019-09-14,71
2019-09-15,73
2019-09-16,75
2019-09-17,75
2019-09-18,76
2019-09-19,80
2019-09-20,84
2019-09-21,89
2019-09-22,91
2019-09-23,92
2019-09-24,93
2019-09-25,94
2019-09-26,92
2019-09-27,93
2019-09-28,92
2019-09-29,91
2019-09-30,93
2019-10-01,94
2019-10-02,97
2019-10-03,99
2019-10-04,94
2019-10-05,90
2019-10-06,94
2019-10-07,96
2019-10-08,97
2019-10-09,101
2019-10-10,107
2019-10-11,107
2019-10-12,104
2019-10-13,102
2019-10-14,99
2019-10-15,96
2019-10-16,97
2019-10-17,93
2019-10-18,92
2019-10-19,92
2019-10-20,91
2019-10-21,96
2019-10-22,98
2019-10-23,101
2019-10-24,107
2019-10-25,112
2019-10-26,116
2019-10-27,121
2019-10-28,122
2019-10-29,123
2019-10-30,119
2019-10-31,123
2019-11-01,122
2019-11-02,119
2019-11-03,121
2019-11-04,127
2019-11-05,134
2019-11-06,141
2019-11-07,149
2019-11-08,157
2019-11-09,161
2019-11-10,154
2019-11-11,160
2019-11-12,165
2019-11-13,174
2019-11-14,181
2019-11-15,181
2019-11-16,175
2019-11-17,166
2019-11-18,160
2019-11-19,153
2019-11-20,149
2019-11-21,144
2019-11-22,141
2019-11-23,139
2019-11-24,134
2019-11-25,130
2019-11-26,123
2019-11-27,117
2019-11-28,120
2019-11-29,126
2019-11-30,132
2019-12-01,133
2019-12-02,132
2019-12-03,138
2019-12-04,144
2019-12-05,152
2019-12-06,159
2019-12-07,156
2019-12-08,155
2019-12-09,157
2019-12-10,165
2019-12-11,168
2019-12-12,170
2019-12-13,164
2019-12-14,155
2019-12-15,160
2019-12-16,154
2019-12-17,147
2019-12-18,139
2019-12-19,132
2019-12-20,125
2019-12-21,122
2019-12-22,122
2019-12-23,120
2019-12-24,116
2019-12-25,112
2019-12-26,106
2019-12-27,102
2019-12-28,97
2019-12-29,92
2019-12-30,88
2019-12-31,87
2020-01-01,85
2020-01-02,83
2020-01-03,84
2020-01-04,85
2020-01-05,86
2020-01-06,86
2020-01-07,84
2020-01-08,86
2020-01-09,85
2020-01-10,87
2020-01-11,90
2020-01-12,90
2020-01-13,90
2020-01-14,88
2020-01-15,89
2020-01-16,90
2020-01-17,88
2020-01-18,86
2020-01-19,87
2020-01-20,90
2020-01-21,89
2020-01-22,88
2020-01-23,87
2020-01-24,90
2020-01-25,87
2020-01-26,87
2020-01-27,85
2020-01-28,82
2020-01-29,79
2020-01-30,78
2020-01-31,79
2020-02-01,83
2020-02-02,81
2020-02-03,80
2020-02-04,79
2020-02-05,76
2020-02-06,77
2020-02-07,76
2020-02-08,73
2020-02-09,69
2020-02-10,65
2020-02-11,62
2020-02-12,66
2020-02-13,70
2020-02-14,71
2020-02-15,69
2020-02-16,72
2020-02-17,72
2020-02-18,72
2020-02-19,69
2020-02-20,68
2020-02-21,68
2020-02-22,67
2020-02-23,69
2020-02-24,66
2020-02-25,63
2020-02-26,64
2020-02-27,68
2020-02-28,66
2020-02-29,64
2020-03-01,65
2020-03-02,69
2020-03-03,69
2020-03-04,69
2020-03-05,69
2020-03-06,71
2020-03-07,70
2020-03-08,69
2020-03-09,67
2020-03-10,66
2020-03-11,63
2020-03-12,63
2020-03-13,62
2020-03-14,63
2020-03-15,64
2020-03-16,62
2020-03-17,63
2020-03-18,62
2020-03-19,62
2020-03-20,61
2020-03-21,64
2020-03-22,64
2020-03-23,67
2020-03-24,70
2020-03-25,68
2020-03-26,67
2020-03-27,68
2020-03-28,69
2020-03-29,69
2020-03-30,71
2020-03-31,70
2020-04-01,68
2020-04-02,68
2020-04-03,70
2020-04-04,72
2020-04-05,76
2020-04-06,80
2020-04-07,80
2020-04-08,83
2020-04-09,81
2020-04-10,79
2020-04-11,80
2020-04-12,84
2020-04-13,87
2020-04-14,88
2020-04-15,89
2020-04-16,89
2020-04-17,91
2020-04-18,91
2020-04-19,91
2020-04-20,91
2020-04-21,92
2020-04-22,94
2020-04-23,93
2020-04-24,97
2020-04-25,93
2020-04-26,91
2020-04-27,88
2020-04-28,85
2020-04-29,80
2020-04-30,81
2020-05-01,80
2020-05-02,80
2020-05-03,80
2020-05-04,78
2020-05-05,76
2020-05-06,77
2020-05-07,78
2020-05-08,78
2020-05-09,78
2020-05-10,81
2020-05-11,83
2020-05-12,86
2020-05-13,85
