date_obj,Bronze%20warhammer price
2019-08-14,42
2019-08-15,42
2019-08-16,43
2019-08-17,43
2019-08-18,42
2019-08-19,42
2019-08-20,42
2019-08-21,42
2019-08-22,43
2019-08-23,43
2019-08-24,41
2019-08-24,41
2019-08-25,41
2019-08-25,41
2019-08-26,42
2019-08-26,42
2019-08-27,42
2019-08-27,42
2019-08-28,44
2019-08-29,44
2019-08-30,45
2019-08-31,45
2019-09-01,46
2019-09-02,46
2019-09-03,47
2019-09-04,47
2019-09-05,48
2019-09-06,48
2019-09-07,47
2019-09-08,47
2019-09-09,47
2019-09-10,47
2019-09-11,47
2019-09-12,47
2019-09-13,46
2019-09-14,46
2019-09-15,44
2019-09-16,41
2019-09-17,41
2019-09-18,39
2019-09-19,39
2019-09-20,37
2019-09-21,37
2019-09-22,35
2019-09-23,35
2019-09-24,34
2019-09-25,34
2019-09-26,32
2019-09-27,32
2019-09-28,30
2019-09-29,30
2019-09-30,29
2019-10-01,29
2019-10-02,29
2019-10-03,29
2019-10-04,29
2019-10-05,29
2019-10-06,29
2019-10-07,29
2019-10-08,30
2019-10-09,30
2019-10-10,31
2019-10-11,31
2019-10-12,31
2019-10-13,31
2019-10-14,30
2019-10-15,30
2019-10-16,31
2019-10-17,31
2019-10-18,31
2019-10-19,31
2019-10-20,33
2019-10-21,33
2019-10-22,34
2019-10-23,34
2019-10-24,35
2019-10-25,35
2019-10-26,37
2019-10-27,37
2019-10-28,39
2019-10-29,39
2019-10-30,39
2019-10-31,41
2019-11-01,41
2019-11-02,40
2019-11-03,40
2019-11-04,38
2019-11-05,38
2019-11-06,36
2019-11-07,36
2019-11-08,34
2019-11-09,32
2019-11-10,30
2019-11-11,29
2019-11-12,29
2019-11-13,30
2019-11-14,30
2019-11-15,31
2019-11-16,31
2019-11-17,31
2019-11-18,31
2019-11-19,30
2019-11-20,30
2019-11-21,30
2019-11-22,32
2019-11-23,32
2019-11-24,32
2019-11-25,32
2019-11-26,32
2019-11-27,32
2019-11-28,33
2019-11-29,33
2019-11-30,35
2019-12-01,35
2019-12-02,37
2019-12-03,37
2019-12-04,38
2019-12-05,38
2019-12-06,38
2019-12-07,37
2019-12-08,37
2019-12-09,35
2019-12-10,35
2019-12-11,35
2019-12-12,35
2019-12-13,35
2019-12-14,35
2019-12-15,35
2019-12-16,34
2019-12-17,34
2019-12-18,32
2019-12-19,32
2019-12-20,33
2019-12-21,33
2019-12-22,35
2019-12-23,35
2019-12-24,34
2019-12-25,34
2019-12-26,34
2019-12-27,34
2019-12-28,36
2019-12-29,36
2019-12-30,37
2019-12-31,37
2020-01-01,36
2020-01-02,36
2020-01-03,35
2020-01-04,35
2020-01-05,35
2020-01-06,35
2020-01-07,34
2020-01-08,34
2020-01-09,34
2020-01-10,33
2020-01-11,33
2020-01-12,31
2020-01-13,31
2020-01-14,31
2020-01-15,31
2020-01-16,31
2020-01-17,33
2020-01-18,33
2020-01-19,33
2020-01-20,33
2020-01-21,33
2020-01-22,33
2020-01-23,33
2020-01-24,34
2020-01-25,34
2020-01-26,33
2020-01-27,33
2020-01-28,32
2020-01-29,32
2020-01-30,32
2020-01-31,32
2020-02-01,33
2020-02-02,33
2020-02-03,34
2020-02-04,34
2020-02-05,34
2020-02-06,34
2020-02-07,34
2020-02-08,34
2020-02-09,34
2020-02-10,32
2020-02-11,32
2020-02-12,30
2020-02-13,30
2020-02-14,29
2020-02-15,29
2020-02-16,30
2020-02-17,32
2020-02-18,32
2020-02-19,33
2020-02-20,33
2020-02-21,33
2020-02-22,34
2020-02-23,34
2020-02-24,33
2020-02-25,33
2020-02-26,35
2020-02-27,35
2020-02-28,35
2020-02-29,35
2020-03-01,34
2020-03-02,34
2020-03-03,35
2020-03-04,35
2020-03-05,34
2020-03-06,34
2020-03-07,34
2020-03-08,34
2020-03-09,35
2020-03-10,35
2020-03-11,36
2020-03-12,36
2020-03-13,35
2020-03-14,35
2020-03-15,34
2020-03-16,34
2020-03-17,34
2020-03-18,34
2020-03-19,34
2020-03-20,33
2020-03-21,31
2020-03-22,31
2020-03-23,30
2020-03-24,31
2020-03-25,32
2020-03-26,32
2020-03-27,32
2020-03-28,32
2020-03-29,32
2020-03-30,32
2020-03-31,32
2020-04-01,32
2020-04-02,33
2020-04-03,33
2020-04-04,35
2020-04-05,35
2020-04-06,35
2020-04-07,35
2020-04-08,35
2020-04-09,35
2020-04-10,34
2020-04-11,34
2020-04-12,35
2020-04-13,35
2020-04-14,35
2020-04-15,35
2020-04-16,35
2020-04-17,35
2020-04-18,35
2020-04-19,35
2020-04-20,35
2020-04-21,35
2020-04-22,35
2020-04-23,35
2020-04-24,35
2020-04-25,35
2020-04-26,35
2020-04-27,35
2020-04-28,35
2020-04-29,35
2020-04-30,35
2020-05-01,35
2020-05-02,35
2020-05-03,35
2020-05-04,35
2020-05-05,35
2020-05-06,35
2020-05-07,35
2020-05-08,36
2020-05-09,36
2020-05-10,36
2020-05-11,36
2020-05-12,36
2020-05-13,36
