date_obj,Fishing%20rod price
2019-08-26,86
2019-08-26,86
2019-08-27,90
2019-08-27,90
2019-08-28,94
2019-08-29,93
2019-08-30,95
2019-08-31,96
2019-09-01,94
2019-09-02,97
2019-09-03,102
2019-09-04,107
2019-09-05,109
2019-09-06,109
2019-09-07,103
2019-09-08,99
2019-09-09,99
2019-09-10,99
2019-09-11,101
2019-09-12,105
2019-09-13,110
2019-09-14,115
2019-09-15,120
2019-09-16,126
2019-09-17,130
2019-09-18,133
2019-09-19,136
2019-09-20,134
2019-09-21,133
2019-09-22,130
2019-09-23,126
2019-09-24,121
2019-09-25,120
2019-09-26,125
2019-09-27,131
2019-09-28,130
2019-09-29,128
2019-09-30,127
2019-10-01,126
2019-10-02,125
2019-10-03,124
2019-10-04,123
2019-10-05,119
2019-10-06,113
2019-10-07,107
2019-10-08,101
2019-10-09,98
2019-10-10,94
2019-10-11,93
2019-10-12,92
2019-10-13,90
2019-10-14,94
2019-10-15,96
2019-10-16,99
2019-10-17,100
2019-10-18,102
2019-10-19,97
2019-10-20,92
2019-10-21,87
2019-10-22,82
2019-10-23,77
2019-10-24,73
2019-10-25,69
2019-10-26,65
2019-10-27,61
2019-10-28,57
2019-10-29,54
2019-10-30,51
2019-10-31,48
2019-11-01,45
2019-11-02,46
2019-11-03,46
2019-11-04,48
2019-11-05,48
2019-11-06,49
2019-11-07,49
2019-11-08,49
2019-11-09,50
2019-11-10,50
2019-11-11,52
2019-11-12,55
2019-11-13,58
2019-11-14,59
2019-11-15,60
2019-11-16,63
2019-11-17,67
2019-11-18,71
2019-11-19,75
2019-11-20,79
2019-11-21,83
2019-11-22,88
2019-11-23,93
2019-11-24,97
2019-11-25,102
2019-11-26,104
2019-11-27,108
2019-11-28,111
2019-11-29,114
2019-11-30,117
2019-12-01,119
2019-12-02,122
2019-12-03,126
2019-12-04,128
2019-12-05,127
2019-12-06,125
2019-12-07,125
2019-12-08,126
2019-12-09,123
2019-12-10,122
2019-12-11,127
2019-12-12,132
2019-12-13,133
2019-12-14,134
2019-12-15,131
2019-12-16,128
2019-12-17,121
2019-12-18,115
2019-12-19,114
2019-12-20,112
2019-12-21,108
2019-12-22,109
2019-12-23,112
2019-12-24,115
2019-12-25,115
2019-12-26,114
2019-12-27,111
2019-12-28,108
2019-12-29,108
2019-12-30,110
2019-12-31,106
2020-01-01,101
2020-01-02,95
2020-01-03,90
2020-01-04,85
2020-01-05,80
2020-01-06,76
2020-01-07,76
2020-01-08,80
2020-01-09,84
2020-01-10,89
2020-01-11,91
2020-01-12,92
2020-01-13,90
2020-01-14,85
2020-01-15,80
2020-01-16,79
2020-01-17,83
2020-01-18,88
2020-01-19,84
2020-01-20,79
2020-01-21,75
2020-01-22,71
2020-01-23,67
2020-01-24,63
2020-01-25,59
2020-01-26,56
2020-01-27,56
2020-01-28,54
2020-01-29,54
2020-01-30,55
2020-01-31,58
2020-02-01,60
2020-02-02,58
2020-02-03,57
2020-02-04,58
2020-02-05,57
2020-02-06,58
2020-02-07,61
2020-02-08,61
2020-02-09,60
2020-02-10,62
2020-02-11,66
2020-02-12,70
2020-02-13,73
2020-02-14,72
2020-02-15,72
2020-02-16,72
2020-02-17,72
2020-02-18,70
2020-02-19,71
2020-02-20,72
2020-02-21,72
2020-02-22,75
2020-02-23,79
2020-02-24,83
2020-02-25,88
2020-02-26,91
2020-02-27,95
2020-02-28,99
2020-02-29,102
2020-03-01,103
2020-03-02,104
2020-03-03,106
2020-03-04,102
2020-03-05,100
2020-03-06,103
2020-03-07,106
2020-03-08,111
2020-03-09,116
2020-03-10,119
2020-03-11,116
2020-03-12,110
2020-03-13,114
2020-03-14,115
2020-03-15,117
2020-03-16,121
2020-03-17,121
2020-03-18,121
2020-03-19,118
2020-03-20,117
2020-03-21,114
2020-03-22,113
2020-03-23,107
2020-03-24,111
2020-03-25,111
2020-03-26,115
2020-03-27,115
2020-03-28,114
2020-03-29,119
2020-03-30,122
2020-03-31,127
2020-04-01,131
2020-04-02,136
2020-04-03,142
2020-04-04,142
2020-04-05,141
2020-04-06,142
2020-04-07,144
2020-04-08,139
2020-04-09,132
2020-04-10,125
2020-04-11,123
2020-04-12,120
2020-04-13,124
2020-04-14,129
2020-04-15,133
2020-04-16,128
2020-04-17,128
2020-04-18,128
2020-04-19,124
2020-04-20,118
2020-04-21,112
2020-04-22,107
2020-04-23,105
2020-04-24,106
2020-04-25,107
2020-04-26,110
2020-04-27,116
2020-04-28,120
2020-04-29,122
2020-04-30,126
2020-05-01,127
2020-05-02,134
2020-05-03,137
2020-05-04,133
2020-05-05,133
2020-05-06,134
2020-05-07,129
2020-05-08,122
2020-05-09,115
2020-05-10,109
2020-05-11,103
2020-05-12,106
2020-05-13,109
