date_obj,Iron%202h%20sword price
2019-08-30,29
2019-08-31,30
2019-09-01,30
2019-09-02,31
2019-09-03,32
2019-09-04,31
2019-09-05,31
2019-09-06,30
2019-09-07,29
2019-09-08,29
2019-09-09,28
2019-09-10,28
2019-09-11,29
2019-09-12,31
2019-09-13,33
2019-09-14,34
2019-09-15,34
2019-09-16,34
2019-09-17,36
2019-09-18,37
2019-09-19,39
2019-09-20,40
2019-09-21,42
2019-09-22,42
2019-09-23,44
2019-09-24,44
2019-09-25,44
2019-09-26,46
2019-09-27,47
2019-09-28,48
2019-09-29,46
2019-09-30,47
2019-10-01,50
2019-10-02,53
2019-10-03,56
2019-10-04,59
2019-10-05,60
2019-10-06,60
2019-10-07,61
2019-10-08,62
2019-10-09,62
2019-10-10,60
2019-10-11,57
2019-10-12,54
2019-10-13,51
2019-10-14,51
2019-10-15,52
2019-10-16,52
2019-10-17,54
2019-10-18,57
2019-10-19,59
2019-10-20,60
2019-10-21,62
2019-10-22,63
2019-10-23,66
2019-10-24,68
2019-10-25,71
2019-10-26,70
2019-10-27,71
2019-10-28,71
2019-10-29,70
2019-10-30,72
2019-10-31,75
2019-11-01,76
2019-11-02,77
2019-11-03,79
2019-11-04,77
2019-11-05,75
2019-11-06,75
2019-11-07,76
2019-11-08,78
2019-11-09,81
2019-11-10,81
2019-11-11,77
2019-11-12,73
2019-11-13,69
2019-11-14,66
2019-11-15,63
2019-11-16,60
2019-11-17,60
2019-11-18,58
2019-11-19,57
2019-11-20,55
2019-11-21,53
2019-11-22,54
2019-11-23,55
2019-11-24,54
2019-11-25,52
2019-11-26,49
2019-11-27,46
2019-11-28,44
2019-11-29,45
2019-11-30,47
2019-12-01,50
2019-12-02,51
2019-12-03,54
2019-12-04,56
2019-12-05,56
2019-12-06,58
2019-12-07,61
2019-12-08,64
2019-12-09,66
2019-12-10,65
2019-12-11,66
2019-12-12,67
2019-12-13,66
2019-12-14,64
2019-12-15,63
2019-12-16,63
2019-12-17,65
2019-12-18,63
2019-12-19,63
2019-12-20,62
2019-12-21,65
2019-12-22,66
2019-12-23,69
2019-12-24,73
2019-12-25,77
2019-12-26,76
2019-12-27,76
2019-12-28,72
2019-12-29,68
2019-12-30,68
2019-12-31,72
2020-01-01,74
2020-01-02,74
2020-01-03,71
2020-01-04,69
2020-01-05,70
2020-01-06,69
2020-01-07,70
2020-01-08,70
2020-01-09,69
2020-01-10,66
2020-01-11,66
2020-01-12,69
2020-01-13,69
2020-01-14,70
2020-01-15,73
2020-01-16,72
2020-01-17,74
2020-01-18,74
2020-01-19,74
2020-01-20,74
2020-01-21,74
2020-01-22,74
2020-01-23,71
2020-01-24,69
2020-01-25,69
2020-01-26,68
2020-01-27,71
2020-01-28,74
2020-01-29,74
2020-01-30,76
2020-01-31,77
2020-02-01,78
2020-02-02,78
2020-02-03,74
2020-02-04,71
2020-02-05,67
2020-02-06,63
2020-02-07,60
2020-02-08,57
2020-02-09,54
2020-02-10,52
2020-02-11,49
2020-02-12,48
2020-02-13,50
2020-02-14,53
2020-02-15,50
2020-02-16,49
2020-02-17,51
2020-02-18,49
2020-02-19,48
2020-02-20,46
2020-02-21,44
2020-02-22,41
2020-02-23,38
2020-02-24,37
2020-02-25,36
2020-02-26,38
2020-02-27,38
2020-02-28,38
2020-02-29,38
2020-03-01,36
2020-03-02,36
2020-03-03,37
2020-03-04,36
2020-03-05,38
2020-03-06,40
2020-03-07,41
2020-03-08,42
2020-03-09,44
2020-03-10,46
2020-03-11,48
2020-03-12,49
2020-03-13,52
2020-03-14,54
2020-03-15,55
2020-03-16,56
2020-03-17,59
2020-03-18,61
2020-03-19,61
2020-03-20,62
2020-03-21,59
2020-03-22,62
2020-03-23,62
2020-03-24,62
2020-03-25,61
2020-03-26,63
2020-03-27,62
2020-03-28,61
2020-03-29,60
2020-03-30,58
2020-03-31,57
2020-04-01,54
2020-04-02,51
2020-04-03,48
2020-04-04,45
2020-04-05,42
2020-04-06,39
2020-04-07,38
2020-04-08,37
2020-04-09,37
2020-04-10,35
2020-04-11,34
2020-04-12,33
2020-04-13,34
2020-04-14,34
2020-04-15,35
2020-04-16,35
2020-04-17,36
2020-04-18,37
2020-04-19,38
2020-04-20,39
2020-04-21,40
2020-04-22,39
2020-04-23,39
2020-04-24,38
2020-04-25,37
2020-04-26,36
2020-04-27,36
2020-04-28,37
2020-04-29,39
2020-04-30,40
2020-05-01,41
2020-05-02,42
2020-05-03,42
2020-05-04,40
2020-05-05,39
2020-05-06,38
2020-05-07,37
2020-05-08,36
2020-05-09,36
2020-05-10,37
2020-05-11,37
2020-05-12,38
2020-05-13,39
