date_obj,Rope price
2019-09-05,44
2019-09-06,46
2019-09-07,46
2019-09-08,46
2019-09-09,45
2019-09-10,43
2019-09-11,44
2019-09-12,46
2019-09-13,47
2019-09-14,46
2019-09-15,46
2019-09-16,46
2019-09-17,45
2019-09-18,47
2019-09-19,47
2019-09-20,47
2019-09-21,46
2019-09-22,49
2019-09-23,51
2019-09-24,54
2019-09-25,57
2019-09-26,60
2019-09-27,59
2019-09-28,61
2019-09-29,65
2019-09-30,67
2019-10-01,69
2019-10-02,68
2019-10-03,69
2019-10-04,67
2019-10-05,67
2019-10-06,67
2019-10-07,67
2019-10-08,66
2019-10-09,70
2019-10-10,69
2019-10-11,66
2019-10-12,65
2019-10-13,65
2019-10-14,65
2019-10-15,66
2019-10-16,67
2019-10-17,66
2019-10-18,67
2019-10-19,70
2019-10-20,67
2019-10-21,66
2019-10-22,66
2019-10-23,65
2019-10-24,63
2019-10-25,60
2019-10-26,57
2019-10-27,55
2019-10-28,53
2019-10-29,50
2019-10-30,48
2019-10-31,45
2019-11-01,43
2019-11-02,41
2019-11-03,39
2019-11-04,40
2019-11-05,41
2019-11-06,41
2019-11-07,39
2019-11-08,39
2019-11-09,38
2019-11-10,39
2019-11-11,41
2019-11-12,42
2019-11-13,45
2019-11-14,46
2019-11-15,48
2019-11-16,48
2019-11-17,47
2019-11-18,47
2019-11-19,47
2019-11-20,48
2019-11-21,48
2019-11-22,49
2019-11-23,52
2019-11-24,55
2019-11-25,53
2019-11-26,53
2019-11-27,55
2019-11-28,58
2019-11-29,61
2019-11-30,65
2019-12-01,68
2019-12-02,67
2019-12-03,63
2019-12-04,59
2019-12-05,56
2019-12-06,54
2019-12-07,52
2019-12-08,54
2019-12-09,55
2019-12-10,52
2019-12-11,51
2019-12-12,54
2019-12-13,55
2019-12-14,57
2019-12-15,59
2019-12-16,61
2019-12-17,64
2019-12-18,68
2019-12-19,71
2019-12-20,70
2019-12-21,70
2019-12-22,72
2019-12-23,74
2019-12-24,77
2019-12-25,79
2019-12-26,79
2019-12-27,76
2019-12-28,72
2019-12-29,69
2019-12-30,68
2019-12-31,69
2020-01-01,68
2020-01-02,67
2020-01-03,68
2020-01-04,70
2020-01-05,71
2020-01-06,73
2020-01-07,70
2020-01-08,66
2020-01-09,63
2020-01-10,59
2020-01-11,58
2020-01-12,55
2020-01-13,52
2020-01-14,51
2020-01-15,52
2020-01-16,53
2020-01-17,55
2020-01-18,55
2020-01-19,56
2020-01-20,59
2020-01-21,60
2020-01-22,61
2020-01-23,64
2020-01-24,66
2020-01-25,69
2020-01-26,70
2020-01-27,70
2020-01-28,73
2020-01-29,73
2020-01-30,76
2020-01-31,78
2020-02-01,79
2020-02-02,76
2020-02-03,72
2020-02-04,68
2020-02-05,64
2020-02-06,61
2020-02-07,60
2020-02-08,61
2020-02-09,60
2020-02-10,60
2020-02-11,60
2020-02-12,60
2020-02-13,61
2020-02-14,61
2020-02-15,63
2020-02-16,66
2020-02-17,67
2020-02-18,65
2020-02-19,64
2020-02-20,66
2020-02-21,63
2020-02-22,64
2020-02-23,66
2020-02-24,64
2020-02-25,62
2020-02-26,58
2020-02-27,58
2020-02-28,59
2020-02-29,60
2020-03-01,61
2020-03-02,60
2020-03-03,59
2020-03-04,61
2020-03-05,62
2020-03-06,59
2020-03-07,57
2020-03-08,54
2020-03-09,53
2020-03-10,50
2020-03-11,47
2020-03-12,46
2020-03-13,49
2020-03-14,51
2020-03-15,53
2020-03-16,54
2020-03-17,55
2020-03-18,55
2020-03-19,57
2020-03-20,58
2020-03-21,58
2020-03-22,58
2020-03-23,57
2020-03-24,55
2020-03-25,53
2020-03-26,50
2020-03-27,48
2020-03-28,47
2020-03-29,48
2020-03-30,50
2020-03-31,52
2020-04-01,54
2020-04-02,56
2020-04-03,58
2020-04-04,60
2020-04-05,62
2020-04-06,63
2020-04-07,65
2020-04-08,66
2020-04-09,66
2020-04-10,68
2020-04-11,69
2020-04-12,70
2020-04-13,71
2020-04-14,70
2020-04-15,71
2020-04-16,72
2020-04-17,73
2020-04-18,72
2020-04-19,71
2020-04-20,67
2020-04-21,63
2020-04-22,62
2020-04-23,63
2020-04-24,64
2020-04-25,61
2020-04-26,59
2020-04-27,59
2020-04-28,60
2020-04-29,60
2020-04-30,59
2020-05-01,58
2020-05-02,59
2020-05-03,59
2020-05-04,58
2020-05-05,57
2020-05-06,57
2020-05-07,57
2020-05-08,57
2020-05-09,58
2020-05-10,59
2020-05-11,60
2020-05-12,60
2020-05-13,61
